CC1=CC=C(C(CO)NC(=O)C2=CC=C(O)C(C)=C2C)C=C1,Oc1cc(C)cc(c1O)C(=O)Nc1cc(ccc1O)[C@@H](NC(=O)C(=O)O)CO,0.4642857142857143
CC1=CC=C(C(CO)NC(=O)C2=CC=C(O)C(C)=C2C)C=C1,Oc1cc(C)cc(c1O)C(=O)Nc1cc(ccc1O)[C@@H](NC(=O)C(=O)O)CO,0.4642857142857143
O=C(NCC1=CN([C@H]2C[C@H](C(=O)O)C2)N=N1)C1=CC=CC=C1N1CCCC1=O,c1cc(C(=O)NCC(=O)O)c(cc1)N1C(=O)CC[C@@H](C1)C(=O)O,0.45588235294117646
O=C(NC[C@@H]1[C@H]2CC[C@H]2[C@@H]1C(=O)O)C1=CC=CC=C1N1CCCCC1=O,c1cc(C(=O)NCC(=O)O)c(cc1)N1C(=O)CC[C@@H](C1)C(=O)O,0.4838709677419355
O=C(O)CN1CCCC(CNC(=O)C2=CC=CC=C2N2CCCCC2=O)C1=O,c1cc(C(=O)NCC(=O)O)c(cc1)N1C(=O)CC[C@@H](C1)C(=O)O,0.46153846153846156
C[C@@H]1CCC[C@H](C(=O)CNC(=O)C2=CC=CC=C2N2CCCCC2=O)C1,c1cc(C(=O)NCC(=O)O)c(cc1)N1C(=O)CC[C@@H](C1)C(=O)O,0.49206349206349204
O=C(NCC1CC2(CCC(C(=O)O)CC2)C1)C1=CC=CC=C1N1CCCC1=O,c1cc(C(=O)NCC(=O)O)c(cc1)N1C(=O)CC[C@@H](C1)C(=O)O,0.5079365079365079
CC1=CC=C(C(CO)NC(=O)C2=CC(C)=CC(C)=C2O)C=C1,Oc1cc(C)cc(c1O)C(=O)Nc1cc(ccc1O)[C@@H](NC(=O)C(=O)O)CO,0.509090909090909
CC1=CC=C(C(CO)NC(=O)C2=CC(C)=CC(C)=C2O)C=C1,Oc1cc(C)cc(c1O)C(=O)Nc1cc(ccc1O)[C@@H](NC(=O)C(=O)O)CO,0.509090909090909
O=C(NCC[C@@H](O)C1CCC1)C1=CC=CC=C1N1CCCCC1=O,c1cc(C(=O)NCC(=O)O)c(cc1)N1C(=O)CC[C@@H](C1)C(=O)O,0.46774193548387094
O=C(NCC(=O)C1CC(F)(F)C1)C1=CC=CC=C1N1CCCC1=O,c1cc(C(=O)NCC(=O)O)c(cc1)N1C(=O)CC[C@@H](C1)C(=O)O,0.5
