CC1CC(C#N)CN(C(=O)NCCC(=O)N(C)C2=CC=CC=C2)C1,CN(C(=O)CCNC(=O)O)c1ccccc1,0.5
O=C(O)CCC1=CC=CC(C(=O)N[C@@H]2C[C@H]2C2=CC=C(Br)S2)=C1,O=C(O)CCc1cccc(C(=O)NO)c1,0.5294117647058824
CC1=CC(F)=C(C(=O)O)N=C1C1=CC(CCC(=O)O)=CC=C1,O=C(O)CCc1cccc(-c2ccccc2)c1,0.5111111111111111
O=C(O)CCC1=CC=CC(C(=O)NCC2CC3(CCCC3)CO2)=C1,O=C(O)CCc1cccc(C(=O)NO)c1,0.5
COC(C(C)NC(=O)NCCC(=O)N(C)C1=CC=CC=C1)C(F)(F)F,CN(C(=O)CCNC(=O)O)c1ccccc1,0.5306122448979592
CN(C(=O)CCNC(=O)NCC12CC(F)(CO1)C2)C1=CC=CC=C1,CN(C(=O)CCNC(=O)O)c1ccccc1,0.5306122448979592
CC(C)(C(=O)O)C1=CC=C(F)C(C2=CC(CCC(=O)O)=CC=C2)=C1,O=C(O)CCc1cccc(-c2ccccc2)c1,0.5111111111111111
O=C(O)CCC1=CC=CC(C(=O)NC2=CC=CN(C(F)F)C2=O)=C1,O=C(O)CCc1cccc(C(=O)NO)c1,0.52
CC1=C(Br)SC(NCCC(=O)N(C)C2=CC=CC=C2)=N1,CN(C(=O)CCNC(=O)O)c1ccccc1,0.5434782608695652
CCC1=CC(F)=C(NC(=O)NCCC(=O)N(C)C2=CC=CC=C2)C=C1F,CN(C(=O)CCNC(=O)O)c1ccccc1,0.5416666666666666
CCCC1(C)CCN1C(=O)NCCC(=O)N(C)C1=CC=CC=C1,CN(C(=O)CCNC(=O)O)c1ccccc1,0.5416666666666666
CC1=CSC(NC(=O)NCCC(=O)N(C)C2=CC=CC=C2)=C1Br,CN(C(=O)CCNC(=O)O)c1ccccc1,0.574468085106383
CC1OC2=CC(C3=CC(CCC(=O)O)=CC=C3)=CC=C2C1=O,O=C(O)CCc1cccc(-c2ccccc2)c1,0.5454545454545454
