proteinID,ligandID,runID,affinity,rmsdLB,rmsdUB
7RE0-no-extra,Mrv1718007201812002D,0,-13.7,0.000,0.000
7RE0-no-extra,Mrv1718007201812002D,1,-13.7,0.000,0.000
7RE0-no-extra,Mrv1718007201812002D,2,-13.7,0.000,0.000
7RE0-no-extra,Mrv1718007201812002D,3,-13.8,0.000,0.000
7RE0-no-extra,Mrv1718007201812002D,4,-13.7,0.000,0.000
7RE0-no-extra,Mrv1718007201812002D,5,-13.7,0.000,0.000
7RE0-no-extra,Mrv1718007201812002D,6,-13.7,0.000,0.000
7RE0-no-extra,Mrv1718007201812002D,7,-13.8,0.000,0.000
7RE0-no-extra,Mrv1718007201812002D,8,-13.8,0.000,0.000
7RE0-no-extra,Mrv1718007201812002D,9,-13.7,0.000,0.000
7RE0-no-extra,Mrv1718007201812002D,10,-13.7,0.000,0.000
7RE0-no-extra,Mrv1652310211600172D,0,-13.8,0.000,0.000
7RE0-no-extra,Mrv1652310211600172D,1,-13.8,0.000,0.000
7RE0-no-extra,Mrv1652310211600172D,2,-13.8,0.000,0.000
7RE0-no-extra,Mrv1652310211600172D,3,-13.8,0.000,0.000
7RE0-no-extra,Mrv1652310211600172D,4,-13.8,0.000,0.000
7RE0-no-extra,Mrv1652310211600172D,5,-13.8,0.000,0.000
7RE0-no-extra,Mrv1652310211600172D,6,-13.8,0.000,0.000
7RE0-no-extra,Mrv1652310211600172D,7,-13.8,0.000,0.000
7RE0-no-extra,Mrv1652310211600172D,8,-13.8,0.000,0.000
7RE0-no-extra,Mrv1652310211600172D,9,-13.8,0.000,0.000
7RE0-no-extra,Mrv1652310211600172D,10,-13.8,0.000,0.000
7RE0-no-extra,Mrv1718006121812052D,0,-13.1,0.000,0.000
7RE0-no-extra,Mrv1718006121812052D,1,-13.1,0.000,0.000
7RE0-no-extra,Mrv1718006121812052D,2,-13.1,0.000,0.000
7RE0-no-extra,Mrv1718006121812052D,3,-13.1,0.000,0.000
7RE0-no-extra,Mrv1718006121812052D,4,-13.1,0.000,0.000
7RE0-no-extra,Mrv1718006121812052D,5,-13.1,0.000,0.000
7RE0-no-extra,Mrv1718006121812052D,6,-13.1,0.000,0.000
7RE0-no-extra,Mrv1718006121812052D,7,-13.1,0.000,0.000
