proteinID,ligandID,runID,affinity,rmsdLB,rmsdUB
7RDZ-no-extra,Mrv1909-12231902552D,0,-12.7,0.000,0.000
7RDZ-no-extra,Mrv1909-12231902552D,1,-12.8,0.000,0.000
7RDZ-no-extra,Mrv1909-12231902552D,2,-12.8,0.000,0.000
7RDZ-no-extra,Mrv1909-12231902552D,3,-12.8,0.000,0.000
7RDZ-no-extra,Mrv1909-12231902552D,4,-12.7,0.000,0.000
7RDZ-no-extra,Mrv1909-12231902552D,5,-12.7,0.000,0.000
7RDZ-no-extra,Mrv1909-12231902552D,6,-12.7,0.000,0.000
7RDZ-no-extra,Mrv1909-12231902552D,7,-12.7,0.000,0.000
7RDZ-no-extra,Mrv1909-12231902552D,8,-12.7,0.000,0.000
7RDZ-no-extra,Mrv1909-12231902552D,9,-12.7,0.000,0.000
7RDZ-no-extra,Mrv1909-12231902552D,10,-12.7,0.000,0.000
7RDZ-no-extra,Mrv1909-10112218422D,0,-12.3,0.000,0.000
7RDZ-no-extra,Mrv1909-10112218422D,1,-12.3,0.000,0.000
7RDZ-no-extra,Mrv1909-10112218422D,2,-12.3,0.000,0.000
7RDZ-no-extra,Mrv1909-10112218422D,3,-12.3,0.000,0.000
7RDZ-no-extra,Mrv1909-10112218422D,4,-12.3,0.000,0.000
7RDZ-no-extra,Mrv1909-10112218422D,5,-12.3,0.000,0.000
7RDZ-no-extra,Mrv1909-10112218422D,6,-12.3,0.000,0.000
7RDZ-no-extra,Mrv1909-10112218422D,7,-12.3,0.000,0.000
7RDZ-no-extra,Mrv1909-10112218422D,8,-12.3,0.000,0.000
7RDZ-no-extra,Mrv1909-10112218422D,9,-12.3,0.000,0.000
7RDZ-no-extra,Mrv1909-10112218422D,10,-12.3,0.000,0.000
7RDZ-zinc,Mrv1909-12101919052D,0,-13.4,0.000,0.000
7RDZ-zinc,Mrv1909-12101919052D,1,-13.4,0.000,0.000
7RDZ-zinc,Mrv1909-12101919052D,2,-13.4,0.000,0.000
7RDZ-zinc,Mrv1909-12101919052D,3,-13.4,0.000,0.000
7RDZ-zinc,Mrv1909-12101919052D,4,-13.4,0.000,0.000
7RDZ-zinc,Mrv1909-12101919052D,5,-13.4,0.000,0.000
7RDZ-zinc,Mrv1909-12101919052D,6,-13.4,0.000,0.000
7RDZ-zinc,Mrv1909-12101919052D,7,-13.4,0.000,0.000
7RDZ-zinc,Mrv1909-12101919052D,8,-13.4,0.000,0.000
7RDZ-zinc,Mrv1909-12101919052D,9,-13.4,0.000,0.000
7RDZ-zinc,Mrv1909-12101919052D,10,-13.4,0.000,0.000
7RDZ-zinc,Mrv1909-12181921482D,0,-11.2,0.000,0.000
7RDZ-zinc,Mrv1909-12181921482D,1,-11.8,0.000,0.000
7RDZ-zinc,Mrv1909-12181921482D,2,-11.9,0.000,0.000
7RDZ-zinc,Mrv1909-12181921482D,3,-11.8,0.000,0.000
7RDZ-zinc,Mrv1909-12181921482D,4,-11.8,0.000,0.000
7RDZ-zinc,Mrv1909-12181921482D,5,-11.3,0.000,0.000
7RDZ-zinc,Mrv1909-12181921482D,6,-11.8,0.000,0.000
7RDZ-zinc,Mrv1909-12181921482D,7,-11.9,0.000,0.000
7RDZ-zinc,Mrv1909-12181921482D,8,-11.9,0.000,0.000
7RDZ-zinc,Mrv1909-12181921482D,9,-11.8,0.000,0.000
7RDZ-zinc,Mrv1909-12181921482D,10,-11.2,0.000,0.000
7RDZ-no-extra,Mrv1909-12231902552D,0,-13.1,0.000,0.000
7RDZ-no-extra,Mrv1909-12231902552D,1,-13.1,0.000,0.000
7RDZ-no-extra,Mrv1909-12231902552D,2,-13.1,0.000,0.000
7RDZ-no-extra,Mrv1909-12231902552D,3,-13.1,0.000,0.000
7RDZ-no-extra,Mrv1909-12231902552D,4,-13.1,0.000,0.000
7RDZ-no-extra,Mrv1909-12231902552D,5,-13.1,0.000,0.000
7RDZ-no-extra,Mrv1909-12231902552D,6,-13.1,0.000,0.000
7RDZ-no-extra,Mrv1909-12231902552D,7,-13.1,0.000,0.000
7RDZ-no-extra,Mrv1909-12231902552D,8,-13.1,0.000,0.000
7RDZ-no-extra,Mrv1909-12231902552D,9,-13.1,0.000,0.000
7RDZ-no-extra,Mrv1909-12231902552D,10,-13.1,0.000,0.000
7RDZ-no-extra,Mrv1909-12101919052D,0,-13.4,0.000,0.000
7RDZ-no-extra,Mrv1909-12101919052D,1,-13.4,0.000,0.000
7RDZ-no-extra,Mrv1909-12101919052D,2,-13.4,0.000,0.000
7RDZ-no-extra,Mrv1909-12101919052D,3,-13.4,0.000,0.000
7RDZ-no-extra,Mrv1909-12101919052D,4,-13.4,0.000,0.000
7RDZ-no-extra,Mrv1909-12101919052D,5,-13.4,0.000,0.000
7RDZ-no-extra,Mrv1909-12101919052D,6,-13.4,0.000,0.000
7RDZ-no-extra,Mrv1909-12101919052D,7,-13.4,0.000,0.000
