proteinID,ligandID,runID,affinity,rmsdLB,rmsdUB
7RDY-no-extra,769,0,-8.8,0.000,0.000
7RDY-no-extra,769,1,-8.8,0.000,0.000
7RDY-no-extra,769,2,-8.7,0.000,0.000
7RDY-no-extra,769,3,-8.7,0.000,0.000
7RDY-no-extra,769,4,-8.8,0.000,0.000
7RDY-no-extra,769,5,-8.8,0.000,0.000
7RDY-no-extra,769,6,-8.8,0.000,0.000
7RDY-no-extra,769,7,-8.8,0.000,0.000
7RDY-no-extra,769,8,-8.8,0.000,0.000
7RDY-no-extra,769,9,-8.7,0.000,0.000
7RDY-no-extra,769,10,-8.8,0.000,0.000
7RDY-zinc,782,0,-7.4,0.000,0.000
7RDY-zinc,782,1,-7.6,0.000,0.000
7RDY-zinc,782,2,-7.5,0.000,0.000
7RDY-zinc,782,3,-7.1,0.000,0.000
7RDY-zinc,782,4,-7.5,0.000,0.000
7RDY-zinc,782,5,-7.5,0.000,0.000
7RDY-zinc,782,6,-7.6,0.000,0.000
7RDY-zinc,782,7,-7.6,0.000,0.000
7RDY-zinc,782,8,-7.4,0.000,0.000
7RDY-zinc,782,9,-7.6,0.000,0.000
7RDY-zinc,782,10,-7.4,0.000,0.000
7RDY-zinc,749,0,-7.9,0.000,0.000
7RDY-zinc,749,1,-7.9,0.000,0.000
7RDY-zinc,749,2,-7.8,0.000,0.000
7RDY-zinc,749,3,-8.0,0.000,0.000
7RDY-zinc,749,4,-8.1,0.000,0.000
7RDY-zinc,749,5,-8.0,0.000,0.000
7RDY-zinc,749,6,-7.8,0.000,0.000
7RDY-zinc,749,7,-8.1,0.000,0.000
7RDY-zinc,749,8,-7.9,0.000,0.000
7RDY-zinc,749,9,-7.9,0.000,0.000
7RDY-zinc,749,10,-7.9,0.000,0.000
7RDY-no-extra,775,0,-8.3,0.000,0.000
7RDY-no-extra,775,1,-8.1,0.000,0.000
7RDY-no-extra,775,2,-8.2,0.000,0.000
7RDY-no-extra,775,3,-8.2,0.000,0.000
7RDY-no-extra,775,4,-8.1,0.000,0.000
7RDY-no-extra,775,5,-8.1,0.000,0.000
7RDY-no-extra,775,6,-8.2,0.000,0.000
7RDY-no-extra,775,7,-8.2,0.000,0.000
7RDY-no-extra,775,8,-8.2,0.000,0.000
7RDY-no-extra,775,9,-8.3,0.000,0.000
7RDY-no-extra,775,10,-8.3,0.000,0.000
7RDY-zinc,752,0,-8.3,0.000,0.000
7RDY-zinc,752,1,-8.1,0.000,0.000
7RDY-zinc,752,2,-8.2,0.000,0.000
7RDY-zinc,752,3,-8.2,0.000,0.000
7RDY-zinc,752,4,-8.1,0.000,0.000
7RDY-zinc,752,5,-8.4,0.000,0.000
7RDY-zinc,752,6,-8.1,0.000,0.000
7RDY-zinc,752,7,-8.2,0.000,0.000
7RDY-zinc,752,8,-8.1,0.000,0.000
7RDY-zinc,752,9,-8.3,0.000,0.000
7RDY-zinc,752,10,-8.3,0.000,0.000
7RDY-zinc,790,0,-8.5,0.000,0.000
7RDY-zinc,790,1,-8.1,0.000,0.000
7RDY-zinc,790,2,-8.0,0.000,0.000
7RDY-zinc,790,3,-8.2,0.000,0.000
7RDY-zinc,790,4,-8.3,0.000,0.000
7RDY-zinc,790,5,-8.1,0.000,0.000
7RDY-zinc,790,6,-8.3,0.000,0.000
7RDY-zinc,790,7,-8.1,0.000,0.000
7RDY-zinc,790,8,-8.1,0.000,0.000
7RDY-zinc,790,9,-8.5,0.000,0.000
7RDY-zinc,790,10,-8.5,0.000,0.000
7RDY-zinc,741,0,-7.5,0.000,0.000
7RDY-zinc,741,1,-7.4,0.000,0.000
7RDY-zinc,741,2,-7.4,0.000,0.000
7RDY-zinc,741,3,-7.4,0.000,0.000
7RDY-zinc,741,4,-7.5,0.000,0.000
7RDY-zinc,741,5,-7.2,0.000,0.000
7RDY-zinc,741,6,-7.5,0.000,0.000
7RDY-zinc,741,7,-7.5,0.000,0.000
7RDY-zinc,741,8,-7.5,0.000,0.000
7RDY-zinc,741,9,-7.5,0.000,0.000
7RDY-zinc,741,10,-7.5,0.000,0.000
7RDY-no-extra,756,0,-7.4,0.000,0.000
7RDY-no-extra,756,1,-7.3,0.000,0.000
7RDY-no-extra,756,2,-7.2,0.000,0.000
7RDY-no-extra,756,3,-7.3,0.000,0.000
7RDY-no-extra,756,4,-7.2,0.000,0.000
7RDY-no-extra,756,5,-7.3,0.000,0.000
7RDY-no-extra,756,6,-7.4,0.000,0.000
7RDY-no-extra,756,7,-7.3,0.000,0.000
7RDY-no-extra,756,8,-7.2,0.000,0.000
7RDY-no-extra,756,9,-7.3,0.000,0.000
7RDY-no-extra,756,10,-7.4,0.000,0.000
7RDY-zinc,813,0,-7.3,0.000,0.000
7RDY-zinc,813,1,-7.3,0.000,0.000
7RDY-zinc,813,2,-7.6,0.000,0.000
7RDY-zinc,813,3,-7.6,0.000,0.000
7RDY-zinc,813,4,-7.6,0.000,0.000
7RDY-zinc,813,5,-7.6,0.000,0.000
7RDY-zinc,813,6,-7.6,0.000,0.000
7RDY-zinc,813,7,-7.3,0.000,0.000
7RDY-zinc,813,8,-7.6,0.000,0.000
7RDY-zinc,813,9,-7.6,0.000,0.000
7RDY-zinc,813,10,-7.3,0.000,0.000
7RDY-zinc,789,0,-8.7,0.000,0.000
7RDY-zinc,789,1,-8.7,0.000,0.000
7RDY-zinc,789,2,-8.7,0.000,0.000
