index,proteinID,ligandID,mean,median,max,min,var
0,7RDY-no-extra,Mrv1909-05092102032D,0.0,0.0,0.0,0.0,0.0
1,7RDY-zinc,Mrv1718006281815442D,-0.75,-0.75,-0.7,-0.8,0.0025581395348837
2,7RDY-no-extra,Mrv1718007121817592D,-0.75,-0.75,-0.7,-0.8,0.0025581395348837
3,7RDY-no-extra,Mrv0541-02241215252D,-0.75,-0.75,-0.7,-0.8,0.0025581395348837
4,7RDY-no-extra,Mrv1909-12102019322D,-0.9,-0.9,-0.7,-1.1,0.0409302325581395
5,7RDY-zinc,Mrv1652310201623072D,-0.9045454545454548,-0.95,-0.7,-1.1,0.0395137420718816
6,7RDY-zinc,Mrv1718006141815302D,-0.961363636363636,-3.25,14.2,-11.3,111.96335623678642
7,7RDY-no-extra,313,-0.9704545454545452,-1.0,-0.7,-1.2,0.0551532769556025
8,7RDY-zinc,Mrv1718007121817432D,-0.9772727272727272,-1.0,-0.7,-1.2,0.052029598308668
9,7RDY-no-extra,Mrv1652310211605342D,-0.9954545454545454,-1.0,-0.9,-1.0,0.0004439746300211
10,7RDY-zinc,Mrv0541-02231218402D-1704021545538,-1.0,-1.0,-1.0,-1.0,0.0
11,7RDY-zinc,Mrv1652308301620112D,-1.0,-1.0,-0.8,-1.2,0.0409302325581395
12,7RDY-no-extra,Mrv1718004051812252D,-1.0,-1.0,-1.0,-1.0,0.0
13,7RDY-zinc,Mrv0541-02241203522D-1704021547181,-1.0,-1.0,-0.8,-1.2,0.0409302325581395
14,7RDY-zinc,Mrv0541-02241204202D,-1.0,-1.0,-1.0,-1.0,0.0
15,7RDY-no-extra,Mrv1909-08212016472D,-1.0,-1.0,-0.8,-1.2,0.0409302325581395
16,7RDY-no-extra,Mrv1652310201623382D,-1.0,-1.0,-0.8,-1.2,0.0409302325581395
17,7RDY-zinc,Mrv1909-05201914282D-1704021549180,-1.0,-1.0,-0.8,-1.2,0.0409302325581395
18,7RDY-no-extra,Mrv1909-05212117432D,-1.2999999999999998,-1.2999999999999998,-1.2,-1.4,0.0102325581395348
19,7RDY-zinc,Mrv1718007121813002D,-1.2999999999999998,-1.2999999999999998,-1.2,-1.4,0.0102325581395348
20,7RDY-zinc,Mrv1718007201817222D,-1.2999999999999998,-1.2999999999999998,-1.2,-1.4,0.0102325581395348
21,7RDY-zinc,Mrv1718007121812182D,-1.2999999999999998,-1.2999999999999998,-1.2,-1.4,0.0102325581395348
22,7RDY-zinc,Mrv1718007111812382D,-1.2999999999999998,-1.2999999999999998,-1.2,-1.4,0.0102325581395348
23,7RDY-zinc,Mrv1718007131814052D,-1.2999999999999998,-1.2999999999999998,-1.2,-1.4,0.0102325581395348
24,7RDY-zinc,Mrv1718007111818452D,-1.2999999999999998,-1.2999999999999998,-1.2,-1.4,0.0102325581395348
25,7RDY-no-extra,1593,-1.2999999999999998,-1.2999999999999998,-1.2,-1.4,0.0102325581395348
26,7RDY-zinc,Mrv1909-07102021182D-1704021548764,-1.2999999999999998,-1.2999999999999998,-1.2,-1.4,0.0102325581395348
27,7RDY-zinc,Mrv1909-05201915212D-1704021549603,-1.2999999999999998,-1.2999999999999998,-1.2,-1.4,0.0102325581395348
28,7RDY-zinc,Mrv1909-07102021182D-1704021542303,-1.2999999999999998,-1.2999999999999998,-1.2,-1.4,0.0102325581395348
29,7RDY-no-extra,Mrv1718007121815462D,-1.2999999999999998,-1.2999999999999998,-1.2,-1.4,0.0102325581395348
30,7RDY-zinc,Mrv1909-07102021182D-1704021537108,-1.2999999999999998,-1.2999999999999998,-1.2,-1.4,0.0102325581395348
31,7RDY-zinc,Mrv1909-07102021182D-1704021536876,-1.2999999999999998,-1.2999999999999998,-1.2,-1.4,0.0102325581395348
32,7RDY-zinc,Mrv1909-07102021182D-1704021544995,-1.2999999999999998,-1.2999999999999998,-1.2,-1.4,0.0102325581395348
33,7RDY-no-extra,Mrv1718006051818522D,-1.2999999999999998,-1.2999999999999998,-1.2,-1.4,0.0102325581395348
34,7RDY-zinc,Mrv1718007121812362D,-1.2999999999999998,-1.2999999999999998,-1.2,-1.4,0.0102325581395348
35,7RDY-no-extra,Mrv1909-07102021182D-1704021548995,-1.2999999999999998,-1.2999999999999998,-1.2,-1.4,0.0102325581395348
36,7RDY-no-extra,Mrv1718007041812082D,-1.2999999999999998,-1.2999999999999998,-1.2,-1.4,0.0102325581395348
37,7RDY-zinc,Mrv1718001121812192D,-1.2999999999999998,-1.2999999999999998,-1.2,-1.4,0.0102325581395348
38,7RDY-zinc,Mrv1718007041812112D,-1.2999999999999998,-1.2999999999999998,-1.2,-1.4,0.0102325581395348
39,7RDY-zinc,Mrv1572011171513592D,-1.3,-1.3,-1.0,-1.6,0.0920930232558139
40,7RDY-zinc,Mrv0541-02231219222D,-1.3,-1.3,-1.0,-1.6,0.0920930232558139
41,7RDY-zinc,Mrv1718007121815102D,-1.5,-1.5,-1.4,-1.6,0.0102325581395349
42,7RDY-zinc,Mrv1909-10101915532D,-1.65,-1.65,-1.5,-1.8,0.0230232558139535
43,7RDY-zinc,Mrv1909-11202017322D,-1.8,-1.8,-1.4,-2.2,0.1637209302325583
44,7RDY-no-extra,Mrv0541-02241215202D,-1.8,-1.8,-1.4,-2.2,0.1637209302325582
45,7RDY-no-extra,Mrv0541-02231218082D-1704021541572,-1.85,-1.85,-1.5,-2.2,0.1253488372093024
46,7RDY-zinc,Mrv1718011041807412D,-1.9,-1.9,-1.6,-2.2,0.0920930232558141
47,7RDY-zinc,Mrv1652307031705272D,-1.9,-1.9,-1.6,-2.2,0.0920930232558139
48,7RDY-zinc,Mrv0541-02231215452D-1704021537395,-1.95,-1.95,-1.6,-2.3,0.1253488372093021
49,7RDY-no-extra,Mrv1909-03292017362D,-1.9931818181818184,-2.0,-1.8,-2.1,0.0122780126849894
50,7RDY-zinc,Mrv0541-10141414252D,-2.0,-2.0,-1.9,-2.1,0.0102325581395349
51,7RDY-no-extra,Mrv1718006271812542D,-2.1,-2.1,-1.9,-2.3,0.0409302325581395
52,7RDY-no-extra,Mrv0541-02241204372D,-2.1,-2.1,-1.9,-2.3,0.0409302325581395
53,7RDY-zinc,Mrv0541-02231218532D-1704021545443,-2.1,-2.1,-1.9,-2.3,0.0409302325581395
54,7RDY-zinc,Mrv1909-02282022332D,-2.1545454545454548,-2.1500000000000004,-2.1,-2.3,0.0034672304439746
55,7RDY-no-extra,Mrv1909-11262022192D,-2.184090909090909,-1.9,-1.8,-2.5,0.0934619450317124
56,7RDY-zinc,Mrv0541-02231217412D-1704021540743,-2.184090909090909,-1.9,-1.7,-2.6,0.0971828752642706
57,7RDY-zinc,Mrv0541-02241204082D,-2.25,-2.25,-1.8,-2.7,0.2072093023255814
58,7RDY-zinc,Mrv0541-02241204202D-1704021548433,-2.25,-2.25,-1.8,-2.7,0.2072093023255814
59,7RDY-zinc,Mrv1909-11191922452D,-2.3,-2.3,-2.3,-2.3,0.0
60,7RDY-no-extra,947,-2.4,-2.4,-1.9,-2.9,0.2558139534883721
61,7RDY-no-extra,Mrv0541-02241204182D,-2.4,-2.4,-2.0,-2.8,0.1637209302325582
62,7RDY-zinc,Mrv1909-09252020472D,-2.413636363636364,-2.45,-1.9,-2.9,0.2430655391120506
63,7RDY-no-extra,977,-2.418181818181818,-2.45,-1.9,-2.9,0.2387315010570822
64,7RDY-no-extra,Mrv1909-11262022382D,-2.45,-2.45,-2.4,-2.5,0.0025581395348837
65,7RDY-zinc,Mrv1909-07102021182D-1704021535670,-2.45,-2.45,-1.9,-3.0,0.3095348837209302
66,7RDY-no-extra,Mrv1909-01132119252D,-2.45,-2.45,-2.2,-2.7,0.0639534883720929
67,7RDY-zinc,Mrv1718001251816012D,-2.5,-2.5,-2.0,-3.0,0.2558139534883721
68,7RDY-no-extra,Mrv0541-02231219182D,-2.5,-2.5,-2.2,-2.8,0.0920930232558139
69,7RDY-no-extra,Mrv0541-02231217232D-1704021540259,-2.5545454545454542,-2.55,-2.3,-2.9,0.0667230443974631
70,7RDY-no-extra,Mrv0541-02231216222D-1704021538399,-2.6295454545454544,-2.65,-2.2,-3.0,0.1416649048625793
71,7RDY-zinc,Mrv1909-11251903172D,-2.6795454545454542,-2.7,-2.5,-2.8,0.016083509513742
72,7RDY-no-extra,Mrv0541-02231215052D,-2.75,-2.75,-2.6,-2.9,0.0230232558139534
73,7RDY-zinc,Mrv1909-12072117562D,-2.790909090909091,-2.75,-2.3,-3.3,0.2473572938689215
74,7RDY-no-extra,Mrv1909-12121919022D,-2.8,-2.8,-2.3,-3.3,0.2558139534883721
75,7RDY-no-extra,Mrv1718009011818422D,-2.8000000000000003,-2.8,-2.4,-3.2,0.1637209302325583
76,7RDY-no-extra,Mrv0541-02231217092D,-2.8000000000000003,-2.8,-2.4,-3.2,0.1637209302325582
77,7RDY-no-extra,Mrv0541-02231216542D-1704021539362,-2.868181818181818,-2.85,-2.7,-3.1,0.0301268498942917
78,7RDY-zinc,Mrv1652306031609372D,-2.9045454545454543,-2.9,-2.3,-3.5,0.2864904862579281
79,7RDY-no-extra,Mrv0541-02231216352D-1704021538748,-2.911363636363636,-2.9,-2.8,-3.1,0.0135887949260043
80,7RDY-zinc,Mrv1909-10162002422D,-2.95,-2.95,-2.5,-3.4,0.2072093023255815
81,7RDY-no-extra,Mrv0541-02231216102D-1704021538035,-2.959090909090909,-2.95,-2.9,-3.1,0.0043340380549682
82,7RDY-no-extra,Mrv1718009011817312D,-2.988636363636364,-3.0,-2.4,-3.5,0.2684725158562366
83,7RDY-no-extra,Mrv0541-02231216522D-1704021539287,-3.011363636363636,-3.0,-2.9,-3.2,0.0135887949260042
84,7RDY-no-extra,Mrv0541-09051416202D,-3.05,-3.05,-2.5,-3.6,0.3095348837209303
85,7RDY-no-extra,847,-3.088636363636364,-3.05,-2.9,-3.3,0.0373097251585624
86,7RDY-zinc,Mrv0541-02231216392D-1704021538894,-3.1,-3.1,-2.5,-3.7,0.3683720930232558
87,7RDY-zinc,Mrv1718004301812412D,-3.1,-3.1,-2.5,-3.7,0.3683720930232558
88,7RDY-no-extra,Mrv0541-02231216302D-1704021538606,-3.2,-3.2,-3.0,-3.4,0.0409302325581395
89,7RDY-no-extra,Mrv1909-12161920402D,-3.2,-3.2,-3.0,-3.4,0.0409302325581395
90,7RDY-zinc,Mrv0541-05041405082D-1704021540649,-3.2,-3.2,-2.9,-3.5,0.092093023255814
91,7RDY-no-extra,Mrv0541-05041411542D,-3.209090909090909,-3.25,-3.0,-3.4,0.0380549682875264
92,7RDY-zinc,Mrv0541-02231215142D,-3.2113636363636364,-3.25,-3.0,-3.4,0.0373097251585623
93,7RDY-no-extra,Mrv0541-02241204112D,-3.2181818181818183,-3.2,-2.9,-3.5,0.0545454545454545
94,7RDY-zinc,Mrv1718005161818592D,-3.3,-3.3,-2.8,-3.8,0.2558139534883721
95,7RDY-no-extra,Mrv0541-02231217232D-1704021540254,-3.311363636363636,-3.35,-2.9,-3.7,0.1554492600422833
96,7RDY-zinc,Mrv0541-02231216452D-1704021539047,-3.325,-3.35,-3.2,-3.4,0.0070348837209302
97,7RDY-zinc,Mrv1718007031816412D,-3.35,-3.35,-2.9,-3.8,0.2072093023255813
98,7RDY-zinc,Mrv0541-02241204372D-1704021545446,-3.35,-3.35,-2.9,-3.8,0.2072093023255813
99,7RDY-zinc,Mrv1652310211600402D-1704021546902,-3.372727272727273,-3.35,-2.8,-4.0,0.3369133192389008
100,7RDY-zinc,Mrv1652306231722462D-1704021548324,-3.395454545454545,-3.35,-3.1,-3.7,0.0897463002114166
101,7RDY-zinc,Mrv0541-02241204202D-1704021548195,-3.397727272727273,-3.35,-3.1,-3.7,0.0909249471458775
102,7RDY-no-extra,Mrv1718007121815392D,-3.4,-3.4,-2.9,-3.9,0.2558139534883721
103,7RDY-no-extra,Mrv0541-02231219352D,-3.4,-3.4,-2.7,-4.1,0.3744186046511627
104,7RDY-no-extra,Mrv1909-02192017332D,-3.4,-3.4,-3.0,-3.8,0.1637209302325582
105,7RDY-zinc,Mrv1718003241811222D,-3.4045454545454543,-3.4,-2.7,-4.1,0.3925369978858347
106,7RDY-zinc,Mrv0541-02231217332D-1704021540526,-3.4204545454545454,-3.4,-2.9,-4.0,0.2784090909090906
107,7RDY-no-extra,Mrv1718008301817232D,-3.45,-3.45,-3.4,-3.5,0.0025581395348837
108,7RDY-zinc,Mrv1909-12102019442D,-3.45,-3.45,-2.9,-4.0,0.3095348837209303
109,7RDY-no-extra,Mrv1718006061811282D,-3.45,-3.45,-2.9,-4.0,0.3095348837209304
110,7RDY-zinc,Mrv0541-02231216072D-1704021537950,-3.470454545454545,-3.45,-3.4,-3.6,0.006316067653277
111,7RDY-no-extra,Mrv1909-01032022502D,-3.497727272727273,-3.5,-2.7,-4.2,0.504878435517971
112,7RDY-no-extra,Mrv0541-02231215392D-1704021537241,-3.5,-3.5,-2.9,-4.1,0.3683720930232556
113,7RDY-no-extra,Mrv0541-05031423462D,-3.5,-3.5,-3.2,-3.8,0.0920930232558139
114,7RDY-no-extra,Mrv0541-02231217162D-1704021540065,-3.513636363636364,-3.55,-2.9,-4.1,0.3528329809725154
115,7RDY-no-extra,Mrv1909-01292017372D,-3.5159090909090907,-3.55,-2.9,-4.1,0.3502061310782239
116,7RDY-zinc,Mrv1572004241622352D,-3.525,-3.55,-2.9,-4.1,0.3395930232558136
117,7RDY-no-extra,Mrv1909-03042004452D,-3.5454545454545454,-3.55,-2.8,-4.2,0.4388160676532768
118,7RDY-zinc,Mrv0541-02231215422D,-3.5477272727272724,-3.5,-3.5,-3.6,0.0025528541226215
119,7RDY-zinc,Mrv0541-02231215462D-1704021537417,-3.55,-3.55,-3.5,-3.6,0.0025581395348837
120,7RDY-no-extra,Mrv1909-05201914502D-1704021549397,-3.55,-3.55,-3.2,-3.9,0.1253488372093022
121,7RDY-no-extra,Mrv1718007111818492D,-3.55,-3.55,-3.2,-3.9,0.1253488372093023
122,7RDY-zinc,Mrv0541-02231214452D-1704021535807,-3.559090909090909,-3.55,-3.0,-4.2,0.3206131078224098
123,7RDY-zinc,Mrv0541-02231216212D-1704021538353,-3.5727272727272723,-3.6,-3.1,-4.0,0.1880761099365752
124,7RDY-zinc,Acetic-acid-mol,-3.5795454545454546,-3.6,-3.2,-3.9,0.1063160676532769
125,7RDY-no-extra,Mrv0541-02231219112D-1704021539317,-3.5795454545454546,-3.6,-3.5,-3.6,0.0016649048625792
126,7RDY-no-extra,Mrv1909-02142001502D,-3.5954545454545457,-3.55,-3.5,-3.7,0.0097463002114165
127,7RDY-no-extra,Mrv1909-02192017282D,-3.6,-3.6,-3.5,-3.7,0.0102325581395349
128,7RDY-no-extra,Mrv0541-02231216282D-1704021538552,-3.6,-3.6,-3.3,-3.9,0.0920930232558141
129,7RDY-zinc,Mrv1533004191520272D,-3.6,-3.6,-3.5,-3.7,0.0102325581395349
130,7RDY-no-extra,Mrv0541-09051416202D-1704021547846,-3.602272727272727,-3.65,-3.0,-4.2,0.365808668076111
131,7RDY-zinc,Mrv0541-02231216252D-1704021538474,-3.65,-3.65,-3.3,-4.0,0.1253488372093023
132,7RDY-no-extra,Mrv1718006281815342D,-3.65,-3.65,-3.4,-3.9,0.0639534883720931
133,7RDY-no-extra,Structure--1-1704021542326,-3.697727272727272,-3.65,-3.6,-3.8,0.0099947145877378
134,7RDY-zinc,Mrv0541-05061306252D,-3.7,-3.7,-3.7,-3.7,0.0
135,7RDY-no-extra,Mrv0541-02231217362D-1704021540598,-3.75,-3.75,-3.5,-4.0,0.0639534883720931
136,7RDY-zinc,Mrv0541-02231216002D,-3.7931818181818175,-3.8,-3.5,-4.1,0.0490221987315009
137,7RDY-zinc,Mrv1572004191601162D,-3.8,-3.8,-3.7,-3.9,0.0102325581395348
138,7RDY-no-extra,Mrv0541-02231215452D-1704021537393,-3.8,-3.8,-3.3,-4.3,0.2390697674418605
139,7RDY-zinc,Mrv1909-07262214432D,-3.8,-3.8,-3.6,-4.0,0.0409302325581395
140,7RDY-no-extra,Mrv1909-12152018152D-1704021550205,-3.8,-3.8,-3.0,-4.6,0.6548837209302326
141,7RDY-zinc,Mrv0541-02231217052D-1704021539704,-3.829545454545455,-3.85,-3.6,-4.1,0.0384090909090908
142,7RDY-no-extra,Mrv1718006291815302D,-3.845454545454545,-3.8,-3.5,-4.2,0.122536997885835
143,7RDY-zinc,Mrv1652310211601192D-1704021547044,-3.847727272727273,-3.8,-3.7,-4.0,0.0225528541226215
144,7RDY-zinc,Mrv0541-02231215442D-1704021537362,-3.8568181818181815,-3.85,-3.6,-4.2,0.0680919661733614
145,7RDY-no-extra,Mrv1909-05201915292D-1704021549650,-3.861363636363636,-3.9,-3.5,-4.2,0.118239957716702
146,7RDY-zinc,Mrv1909-02212016382D,-3.875,-3.85,-3.8,-4.0,0.0070348837209302
147,7RDY-zinc,Mrv1909-05201914592D-1704021549457,-3.8931818181818185,-3.9,-3.5,-4.2,0.0969291754756869
148,7RDY-no-extra,Mrv1572004191604222D,-3.897727272727273,-3.9,-3.3,-4.5,0.3248784355179707
149,7RDY-no-extra,Mrv0541-05041403012D,-3.9,-3.9,-3.8,-4.0,0.0102325581395349
150,7RDY-no-extra,Mrv0541-02231216012D-1704021537792,-3.9,-3.9,-3.7,-4.1,0.0409302325581394
151,7RDY-zinc,Mrv1718006181812442D,-3.913636363636364,-3.9,-3.6,-4.2,0.0500422832980972
152,7RDY-zinc,Mrv0541-02231216082D-1704021537978,-3.927272727272728,-3.9,-3.6,-4.3,0.1108668076109937
153,7RDY-zinc,Mrv0541-02231219232D,-3.95,-3.95,-3.5,-4.4,0.2072093023255815
154,7RDY-no-extra,Mrv1909-07102021182D-1704021548934,-3.95,-3.95,-3.5,-4.4,0.2072093023255815
155,7RDY-zinc,Mrv1718007201817202D,-3.95,-3.95,-3.5,-4.4,0.2072093023255815
156,7RDY-no-extra,Mrv0541-02231216412D-1704021538928,-3.95,-3.95,-3.4,-4.5,0.3095348837209301
157,7RDY-zinc,Mrv0541-02231217372D-1704021540630,-3.954545454545455,-4.0,-3.4,-4.5,0.3048625792811846
158,7RDY-no-extra,Mrv1909-02272023532D,-3.968181818181818,-3.95,-3.7,-4.3,0.0747780126849892
159,7RDY-no-extra,Mrv1909-02282022382D,-3.984090909090909,-4.0,-3.7,-4.2,0.048810782241015
160,7RDY-no-extra,Mrv1902-02231918262D,-4.0,-4.0,-3.7,-4.3,0.0920930232558139
161,7RDY-no-extra,Mrv0541-02231216512D-1704021539251,-4.0,-4.0,-3.9,-4.1,0.0102325581395348
162,7RDY-no-extra,Mrv0541-08291403462D,-4.009090909090909,-4.0,-3.8,-4.3,0.0454968287526427
163,7RDY-zinc,Mrv0541-02231215462D,-4.009090909090909,-4.05,-3.7,-4.4,0.0929386892177594
164,7RDY-no-extra,Mrv0541-02231217142D-1704021540008,-4.013636363636364,-4.0,-3.7,-4.4,0.0858562367864694
165,7RDY-zinc,Mrv0541-02231217022D,-4.015909090909091,-4.05,-3.7,-4.4,0.0948572938689221
166,7RDY-zinc,Mrv0541-02231216002D-1704021537770,-4.029545454545455,-4.05,-3.7,-4.4,0.0900369978858351
167,7RDY-zinc,Mrv0541-05041409542D,-4.047727272727273,-4.050000000000001,-3.6,-4.4,0.1272040169133192
168,7RDY-zinc,Mrv1909-11291917002D,-4.05,-4.05,-3.5,-4.6,0.3095348837209299
169,7RDY-zinc,Mrv0541-02231216152D-1704021538183,-4.05,-4.05,-3.3,-4.8,0.5755813953488372
170,7RDY-zinc,592,-4.05,-4.05,-4.0,-4.1,0.0025581395348836
171,7RDY-zinc,Mrv0541-05041412142D,-4.05,-4.05,-3.6,-4.5,0.2072093023255813
172,7RDY-no-extra,Mrv0541-02231216042D-1704021537868,-4.05,-4.05,-4.0,-4.1,0.0025581395348837
173,7RDY-no-extra,Mrv0541-02231216192D-1704021538299,-4.05,-4.05,-3.9,-4.2,0.0230232558139534
174,7RDY-no-extra,Mrv0541-02231216022D-1704021537818,-4.05,-4.05,-3.8,-4.3,0.063953488372093
175,7RDY-zinc,Mrv1909-09252021472D,-4.050000000000001,-4.050000000000001,-3.7,-4.4,0.1253488372093022
176,7RDY-no-extra,Mrv1909-02282022342D,-4.052272727272727,-4.05,-3.7,-4.4,0.0681342494714587
177,7RDY-zinc,Mrv1572011271518022D,-4.056818181818182,-4.1,-3.8,-4.3,0.0611152219873152
178,7RDY-zinc,Mrv1718007061814402D,-4.068181818181818,-4.05,-3.7,-4.4,0.0803594080338269
179,7RDY-no-extra,Mrv0541-02231216182D-1704021538258,-4.097727272727273,-4.05,-3.8,-4.4,0.0909249471458776
180,7RDY-no-extra,Mrv1718007121817412D,-4.1000000000000005,-4.1,-3.5,-4.7,0.3683720930232558
181,7RDY-no-extra,Mrv0541-02241218112D,-4.1000000000000005,-4.1,-3.5,-4.7,0.3683720930232562
182,7RDY-no-extra,Mrv1909-02252022392D,-4.1000000000000005,-4.1,-3.5,-4.7,0.3683720930232563
183,7RDY-no-extra,Mrv1718010261712342D,-4.1000000000000005,-4.1,-3.5,-4.7,0.3683720930232557
184,7RDY-zinc,Mrv0541-10211212592D,-4.1000000000000005,-4.1,-3.6,-4.6,0.2558139534883722
185,7RDY-zinc,Mrv0541-02241220022D,-4.1000000000000005,-4.1,-4.0,-4.2,0.0102325581395349
186,7RDY-zinc,Mrv0541-02231217472D-1704021540928,-4.1000000000000005,-4.1,-3.8,-4.4,0.0920930232558139
187,7RDY-no-extra,Mrv1909-02102017292D,-4.113636363636363,-4.15,-3.6,-4.7,0.1728329809725157
188,7RDY-zinc,Mrv0541-02231216222D-1704021538386,-4.118181818181818,-4.1,-4.0,-4.2,0.007568710359408
189,7RDY-no-extra,122,-4.120454545454546,-4.1,-4.0,-4.3,0.0160835095137421
190,7RDY-zinc,Mrv0541-02231215512D-1704021537541,-4.1454545454545455,-4.1,-4.1,-4.2,0.0025369978858351
191,7RDY-no-extra,Mrv0541-02231216262D-1704021538495,-4.15,-4.15,-3.8,-4.5,0.1253488372093024
192,7RDY-zinc,Mrv0541-02231216342D-1704021538727,-4.15,-4.2,-3.4,-4.5,0.1346511627906975
193,7RDY-zinc,Mrv0541-02231216592D-1704021539522,-4.15,-4.15,-3.8,-4.5,0.1253488372093024
194,7RDY-no-extra,Mrv1718003191818072D,-4.15,-4.15,-4.0,-4.3,0.0230232558139533
195,7RDY-zinc,Mrv0541-02231216412D-1704021538944,-4.15,-4.15,-3.8,-4.5,0.1253488372093023
196,7RDY-zinc,Mrv0541-02231216182D-1704021538262,-4.15,-4.15,-4.0,-4.3,0.0230232558139533
197,7RDY-zinc,Mrv1909-02282018472D,-4.152272727272727,-4.15,-4.0,-4.4,0.0044133192389007
198,7RDY-no-extra,Mrv1718007031811082D,-4.152272727272727,-4.0,-3.7,-4.6,0.0806923890063424
199,7RDY-zinc,Mrv1909-05222103582D,-4.154545454545455,-4.2,-3.5,-4.8,0.3113742071881607
200,7RDY-no-extra,Mrv0541-02231215492D-1704021537497,-4.2,-4.2,-4.2,-4.2,0.0
201,7RDY-no-extra,Mrv0541-02231216162D-1704021538209,-4.2,-4.2,-4.2,-4.2,0.0
202,7RDY-no-extra,Mrv1718007201812032D,-4.2250000000000005,-4.199999999999999,-3.8,-4.7,0.1861046511627905
203,7RDY-no-extra,888,-4.2250000000000005,-4.199999999999999,-3.8,-4.7,0.1861046511627906
204,7RDY-no-extra,Mrv1718009241813152D,-4.238636363636363,-4.3,-4.1,-4.4,0.0061469344608879
205,7RDY-zinc,Mrv0541-02231216592D-1704021539511,-4.238636363636363,-4.3,-3.5,-4.6,0.1396353065539113
206,7RDY-zinc,Mrv0541-02231216472D-1704021539118,-4.240909090909091,-4.25,-4.0,-4.4,0.0266596194503172
207,7RDY-zinc,Mrv1718006211813072D,-4.240909090909091,-4.3,-4.1,-4.4,0.0066596194503171
208,7RDY-zinc,Mrv1909-02282018372D,-4.240909090909091,-4.25,-4.1,-4.3,0.0043340380549682
209,7RDY-zinc,Mrv1718009301815412D,-4.247727272727273,-4.199999999999999,-3.8,-4.7,0.2053435517970403
210,7RDY-zinc,Mrv1909-03032021492D,-4.25,-4.25,-4.0,-4.5,0.0639534883720929
211,7RDY-no-extra,822,-4.2681818181818185,-4.3,-4.2,-4.3,0.0022198731501057
212,7RDY-no-extra,Mrv1909-02202021282D,-4.3,-4.3,-4.0,-4.6,0.0920930232558139
213,7RDY-zinc,Sarcosine-mol,-4.3,-4.3,-3.8,-4.8,0.2558139534883722
214,7RDY-zinc,Mrv0541-02231215492D-1704021537500,-4.3,-4.3,-3.9,-4.7,0.1637209302325584
215,7RDY-no-extra,Mrv1909-02252022562D,-4.302272727272727,-4.3,-4.0,-4.6,0.0653435517970403
216,7RDY-zinc,Mrv0541-02231216592D-1704021539496,-4.302272727272727,-4.3,-4.0,-4.6,0.0490644820295982
217,7RDY-zinc,PG5,-4.329545454545454,-4.35,-3.7,-4.9,0.3342230443974633
218,7RDY-zinc,Mrv0541-02231217242D-1704021545307,-4.329545454545454,-4.35,-3.8,-4.9,0.2835253699788586
219,7RDY-no-extra,Mrv0541-02231216142D-1704021538140,-4.329545454545454,-4.35,-3.9,-4.7,0.0598044397463
220,7RDY-zinc,Mrv0541-02231216162D-1704021538203,-4.331818181818182,-4.35,-3.8,-4.9,0.2859408033826641
221,7RDY-zinc,Mrv0541-02231215432D,-4.331818181818182,-4.35,-3.8,-4.9,0.2859408033826645
222,7RDY-no-extra,Mrv1909-02082019372D,-4.3500000000000005,-4.35,-4.0,-4.7,0.1253488372093023
223,7RDY-no-extra,Mrv0541-02231215552D-1704021537632,-4.3500000000000005,-4.35,-4.0,-4.7,0.1253488372093025
224,7RDY-zinc,Mrv1909-02212016442D,-4.361363636363636,-4.4,-4.2,-4.5,0.0205655391120506
225,7RDY-zinc,Mrv1909-05201915282D-1704021549642,-4.374999999999999,-4.85,6.5,-13.2,79.86284883720928
226,7RDY-zinc,Mrv0541-02231216192D,-4.4,-4.4,-4.2,-4.6,0.0409302325581393
227,7RDY-zinc,Mrv0541-02231216022D-1704021537824,-4.4,-4.4,-4.3,-4.5,0.0102325581395348
228,7RDY-no-extra,Mrv0541-02231216432D-1704021538996,-4.4,-4.4,-3.7,-5.1,0.5013953488372088
229,7RDY-no-extra,Mrv0541-02231216112D-1704021538053,-4.4,-4.4,-4.0,-4.8,0.1637209302325581
230,7RDY-zinc,4827,-4.4,-4.4,-4.1,-4.7,0.0920930232558139
231,7RDY-zinc,Mrv0541-02231216032D-1704021537852,-4.4,-4.4,-4.2,-4.6,0.0409302325581394
232,7RDY-zinc,Mrv1718007061815442D,-4.41590909090909,-4.4,-4.1,-4.8,0.1032293868921779
233,7RDY-no-extra,Mrv0541-05031419232D,-4.420454545454546,-4.449999999999999,-3.7,-5.1,0.4737579281183931
234,7RDY-no-extra,Mrv1652306231722492D-1704021548540,-4.4363636363636365,-4.4,-4.1,-4.8,0.1167864693446089
235,7RDY-no-extra,Mrv1909-01272020322D,-4.45,-4.45,-3.7,-5.2,0.5755813953488372
236,7RDY-no-extra,Mrv0541-02231215392D-1704021537225,-4.45,-4.45,-4.2,-4.7,0.0639534883720929
237,7RDY-no-extra,Mrv1909-02042018432D,-4.452272727272727,-4.5,-3.5,-5.4,0.9192970401691336
238,7RDY-no-extra,Mrv0541-02231216082D-1704021537962,-4.479545454545455,-4.4,-4.2,-4.8,0.0830602536997888
239,7RDY-no-extra,Mrv0541-02231215102D,-4.486363636363636,-4.35,-3.7,-5.3,0.6365539112050738
240,7RDY-zinc,Mrv0541-02231217502D-1704021541065,-4.493181818181818,-4.45,-4.2,-4.8,0.0885570824524311
241,7RDY-zinc,763,-4.495454545454546,-4.5,-4.3,-4.6,0.0116067653276954
