index,proteinID,ligandID,mean,median,max,min,var
754,7RDY-zinc,Mrv1909-02132017412D,-5.843181818181819,-5.9,-4.9,-6.7,0.753673361522199
755,7RDY-zinc,Mrv1909-05201915352D,-5.845454545454545,-5.800000000000001,-5.7,-6.0,0.0220718816067652
756,7RDY-no-extra,VZZ,-5.847727272727273,-5.8,-5.5,-6.3,0.12580866807611
757,7RDY-zinc,711,-5.85,-5.85,-5.7,-6.0,0.0230232558139533
758,7RDY-no-extra,Mrv0541-05041404312D,-5.85,-5.85,-5.7,-6.0,0.0230232558139533
759,7RDY-no-extra,Mrv0541-02241203532D,-5.85,-5.85,-5.3,-6.4,0.3095348837209304
760,7RDY-zinc,Mrv1909-09142017542D,-5.85,-5.85,-5.5,-6.2,0.1253488372093025
761,7RDY-no-extra,Mrv1572009171518002D,-5.85,-6.1,-5.0,-6.4,0.3486046511627911
762,7RDY-no-extra,Mrv0541-02231216352D-1704021538746,-5.85,-5.85,-5.1,-6.6,0.5755813953488377
763,7RDY-zinc,Mrv0541-05041408552D,-5.85,-5.85,-5.5,-6.2,0.1253488372093023
764,7RDY-no-extra,Mrv0541-02231215552D-1704021537636,-5.85,-5.85,-5.1,-6.6,0.5755813953488377
765,7RDY-zinc,Mrv1572004221603242D-1704021548365,-5.852272727272728,-5.85,-5.6,-6.1,0.0406923890063425
766,7RDY-no-extra,Mrv1909-11291916482D,-5.854545454545455,-5.85,-5.8,-6.0,0.0034672304439745
767,7RDY-zinc,Mrv0541-02231217452D,-5.8568181818181815,-5.9,-4.5,-6.8,0.9248361522198736
768,7RDY-zinc,Mrv0541-02231216222D-1704021538392,-5.859090909090909,-5.85,-5.1,-6.6,0.4582875264270611
769,7RDY-zinc,Mrv1909-07102017592D,-5.861363636363635,-5.75,-5.5,-6.3,0.098239957716702
770,7RDY-zinc,Mrv1652310211605102D,-5.861363636363635,-5.85,-5.6,-6.2,0.0707980972515855
771,7RDY-no-extra,1181,-5.861363636363637,-5.4,-5.2,-6.5,0.3196353065539114
772,7RDY-zinc,Mrv1909-12072014092D,-5.863636363636363,-5.3,-4.9,-6.5,0.3819027484143761
773,7RDY-zinc,Mrv1718007031815502D,-5.865909090909091,-5.9,-5.5,-6.3,0.1185782241014798
774,7RDY-no-extra,Mrv0541-02231216132D,-5.868181818181818,-5.9,-4.8,-7.0,1.1003594080338268
775,7RDY-zinc,Mrv1909-09142019002D,-5.870454545454546,-5.9,-5.5,-6.2,0.112362579281184
776,7RDY-zinc,Mrv1652306231722442D-1704021548180,-5.870454545454546,-5.9,-5.7,-6.1,0.0281765327695558
777,7RDY-zinc,Mrv1909-12152018042D-1704021550102,-5.872727272727272,-6.0,-4.4,-6.3,0.2755179704016917
778,7RDY-no-extra,Mrv0541-05041402362D,-5.875,-5.95,-4.5,-6.0,0.0968023255813954
779,7RDY-zinc,Mrv0541-02231216522D-1704021539278,-5.877272727272726,-5.9,-5.1,-6.6,0.535750528541226
780,7RDY-zinc,395,-5.877272727272726,-5.85,-5.6,-6.2,0.0799365750528543
781,7RDY-zinc,Mrv0541-08271307202D,-5.877272727272728,-5.85,-5.7,-6.1,0.0334249471458772
782,7RDY-no-extra,Mrv1909-02212018512D,-5.879545454545454,-5.9,-5.7,-6.3,0.0118974630021141
783,7RDY-no-extra,T2M,-5.879545454545454,-5.9,-5.4,-6.3,0.1821300211416487
784,7RDY-no-extra,Mrv0541-02231217202D-1704021540175,-5.881818181818182,-5.949999999999999,-5.6,-6.1,0.0512896405919659
785,7RDY-no-extra,Mrv1909-09271918492D,-5.881818181818182,-5.9,-5.1,-6.6,0.5289640591966176
786,7RDY-no-extra,Mrv1652306231722432D-1704021548098,-5.881818181818182,-5.9,-5.8,-6.3,0.0154756871035941
787,7RDY-zinc,Mrv1909-02282023012D,-5.884090909090909,-5.85,-5.2,-6.5,0.3557875264270616
788,7RDY-zinc,Mrv0541-02231217182D,-5.884090909090909,-5.85,-5.1,-6.6,0.519043340380549
789,7RDY-no-extra,Mrv0541-02231217422D-1704021540793,-5.884090909090909,-5.95,-4.9,-6.2,0.1325317124735729
790,7RDY-zinc,Mrv1572003261616212D,-5.886363636363637,-5.9,-5.7,-6.0,0.0142283298097251
791,7RDY-zinc,Mrv1909-01032022002D,-5.888636363636363,-5.9,-5.6,-6.1,0.0466120507399577
792,7RDY-no-extra,GT9,-5.888636363636365,-5.9,-5.3,-6.4,0.2461469344608882
793,7RDY-no-extra,Mrv0541-02231216122D-1704021538087,-5.888636363636365,-5.95,-5.0,-6.6,0.4098678646934461
794,7RDY-zinc,Mrv1652306031609322D,-5.890909090909091,-5.6,-5.1,-6.5,0.2627061310782239
795,7RDY-zinc,Untitled-Document-1,-5.890909090909091,-5.9,-4.6,-6.7,0.5571247357293866
796,7RDY-no-extra,Mrv0541-05041405292D-1704021540292,-5.8931818181818185,-5.85,-5.8,-6.0,0.0094873150105707
797,7RDY-no-extra,Mrv1718009241811592D,-5.895454545454545,-5.9,-5.2,-6.5,0.3743974630021149
798,7RDY-zinc,Mrv1718006161819092D,-5.895454545454545,-5.9,-5.5,-6.2,0.0776532769556027
799,7RDY-zinc,Mrv1718009241812112D,-5.895454545454545,-5.85,-5.2,-6.5,0.3688160676532772
800,7RDY-zinc,Mrv1718009031812332D,-5.8977272727272725,-5.9,-5.8,-6.2,0.0104598308668076
801,7RDY-no-extra,Mrv0541-02231216012D-1704021537794,-5.8977272727272725,-5.85,-5.0,-6.8,0.82487843551797
802,7RDY-no-extra,EPL,-5.8977272727272725,-5.9,-5.8,-5.9,0.0002272727272727
803,7RDY-zinc,Mrv1718007061815482D,-5.8977272727272725,-5.9,-5.5,-6.2,0.0937156448202962
804,7RDY-no-extra,Mrv1652306031607342D,-5.8977272727272725,-5.85,-5.2,-6.6,0.4983668076109935
805,7RDY-no-extra,Mrv0541-02231217182D-1704021540126,-5.8977272727272725,-5.9,-5.2,-6.5,0.3713900634249476
806,7RDY-zinc,167,-5.9,-5.9,-5.6,-6.2,0.0920930232558139
807,7RDY-no-extra,Mrv0541-02231216022D,-5.9,-5.9,-5.0,-6.8,0.8288372093023253
808,7RDY-no-extra,Mrv0541-02231216052D-1704021537895,-5.9,-5.9,-5.4,-6.4,0.2558139534883725
809,7RDY-zinc,Mrv1718001171814202D,-5.9,-5.9,-5.5,-6.2,0.0902325581395348
810,7RDY-zinc,Mrv0541-02231216062D-1704021537919,-5.9,-5.9,-5.7,-6.1,0.0409302325581393
811,7RDY-no-extra,Mrv0541-02231216112D,-5.9,-5.9,-5.4,-6.4,0.2558139534883725
812,7RDY-zinc,Mrv1909-03192023142D,-5.9,-5.9,-5.3,-6.5,0.3683720930232563
813,7RDY-no-extra,Mrv1909-02092019562D,-5.9,-5.9,-5.6,-6.2,0.0920930232558143
814,7RDY-no-extra,Mrv1909-01032022342D,-5.9,-5.9,-5.3,-6.5,0.3683720930232563
815,7RDY-zinc,Mrv0541-06091409042D,-5.9,-5.9,-5.4,-6.4,0.2558139534883716
816,7RDY-no-extra,Mrv1909-12142014142D,-5.9,-5.9,-5.6,-6.2,0.0920930232558143
817,7RDY-no-extra,Mrv1718004171813012D,-5.9,-5.9,-5.3,-6.5,0.3683720930232564
818,7RDY-zinc,Mrv1652309151712052D,-5.9,-5.9,-5.6,-6.2,0.0920930232558139
819,7RDY-zinc,Mrv1652305301723402D,-5.9,-5.9,-4.8,-7.0,1.238139534883721
820,7RDY-zinc,Mrv1909-11171900402D,-5.902272727272727,-5.95,-4.9,-6.9,1.0188319238900645
821,7RDY-zinc,Mrv0541-02231217322D-1704021540484,-5.902272727272727,-5.9,-5.6,-6.3,0.0565063424947145
822,7RDY-no-extra,Mrv1533004261519062D,-5.902272727272727,-5.95,-5.6,-6.2,0.0909249471458773
823,7RDY-no-extra,Mrv0541-02241203542D,-5.904545454545455,-5.9,-5.1,-6.8,0.6627695560253702
824,7RDY-no-extra,Mrv1909-09232016102D,-5.909090909090909,-5.95,-5.1,-6.7,0.6408456659619457
825,7RDY-no-extra,C11,-5.911363636363637,-5.9,-5.4,-6.3,0.1135887949260043
826,7RDY-no-extra,Mrv1909-02132017432D,-5.913636363636363,-5.95,-4.5,-6.0,0.0509725158562366
827,7RDY-zinc,Mrv1652306031607132D-1704021548167,-5.918181818181818,-5.95,-4.8,-6.2,0.0991966173361525
828,7RDY-no-extra,HOC,-5.920454545454546,-6.0,-4.8,-6.1,0.1011997885835096
829,7RDY-no-extra,Mrv1718009261811092D,-5.922727272727272,-5.949999999999999,-5.6,-6.1,0.0348202959830864
830,7RDY-zinc,1516,-5.922727272727272,-5.65,-5.6,-6.3,0.1217970401691328
831,7RDY-no-extra,Mrv0541-02231216032D-1704021539382,-5.922727272727273,-5.95,-5.7,-6.0,0.0078435517970402
832,7RDY-zinc,Mrv1909-02252023162D,-5.927272727272728,-5.9,-5.6,-6.3,0.0597040169133191
833,7RDY-no-extra,Mrv1572004191602542D,-5.927272727272728,-6.1,-5.1,-6.5,0.2648202959830869
834,7RDY-zinc,Mrv1718012071713362D,-5.931818181818182,-6.05,-5.2,-6.6,0.2891966173361524
835,7RDY-no-extra,Mrv1652306031609012D,-5.931818181818182,-5.949999999999999,-5.7,-6.1,0.0301268498942917
836,7RDY-zinc,Mrv1718008251811482D,-5.931818181818182,-5.9,-5.0,-6.9,0.7896617336152214
837,7RDY-no-extra,Mrv1909-02122004312D,-5.934090909090909,-6.0,-5.5,-6.3,0.1385782241014799
838,7RDY-zinc,Mrv1909-04102016302D,-5.9340909090909095,-6.0,-5.3,-6.4,0.2246247357293872
839,7RDY-zinc,Mrv0541-02231217082D,-5.945454545454544,-5.9,-5.6,-6.3,0.1225369978858349
840,7RDY-zinc,Mrv1909-10112215262D,-5.945454545454546,-5.95,-5.6,-6.3,0.0778858350951374
841,7RDY-no-extra,Mrv0541-02231217012D-1704021539575,-5.945454545454546,-6.0,-5.3,-6.5,0.3188160676532773
842,7RDY-zinc,Mrv1718004201811502D,-5.945454545454546,-6.0,-5.3,-6.5,0.2267230443974636
843,7RDY-zinc,Mrv0541-02231215512D-1704021537543,-5.947727272727272,-5.949999999999999,-5.2,-6.6,0.4355761099365756
844,7RDY-no-extra,Mrv1909-02232022462D,-5.95,-5.95,-5.4,-6.5,0.3095348837209298
845,7RDY-no-extra,Mrv1652306031606262D,-5.95,-5.949999999999999,-5.2,-6.7,0.5560465116279073
846,7RDY-no-extra,Mrv0541-02231216442D-1704021539034,-5.95,-5.95,-5.0,-6.9,0.9234883720930244
847,7RDY-zinc,Mrv0541-02231216552D-1704021539381,-5.95,-5.949999999999999,-5.6,-6.3,0.1253488372093023
848,7RDY-no-extra,Mrv0541-02231217472D-1704021540931,-5.95,-5.949999999999999,-5.3,-6.6,0.4323255813953486
849,7RDY-no-extra,Mrv0541-02231217252D-1704021540325,-5.95,-5.949999999999999,-5.6,-6.3,0.1253488372093023
850,7RDY-no-extra,Mrv1718010231700122D,-5.952272727272728,-5.95,-5.9,-6.1,0.0030179704016913
851,7RDY-zinc,S10,-5.954545454545454,-5.95,-5.1,-6.8,0.7243974630021138
852,7RDY-no-extra,GLE,-5.959090909090909,-5.95,-5.6,-6.1,0.0201479915433402
853,7RDY-no-extra,TFC,-5.959090909090909,-6.0,-5.4,-6.4,0.1001479915433402
854,7RDY-zinc,Mrv0541-02231216052D,-5.961363636363637,-5.95,-5.5,-6.4,0.1145190274841445
855,7RDY-no-extra,Mrv1909-03072117492D,-5.979545454545455,-6.0,-5.7,-6.0,0.0030602536997885
856,7RDY-no-extra,Mrv0541-02231216032D-1704021537850,-5.979545454545455,-5.95,-5.9,-6.1,0.0077114164904861
857,7RDY-no-extra,Mrv0541-02231215402D-1704021537260,-5.984090909090909,-5.95,-5.4,-6.6,0.3502061310782237
858,7RDY-no-extra,Mrv1652306231722452D-1704021548251,-5.984090909090909,-6.1,-5.8,-6.2,0.0264852008456659
859,7RDY-no-extra,Mrv1652310201622462D-1704021546011,-5.988636363636363,-6.0,-5.8,-6.5,0.0219608879492599
860,7RDY-zinc,Mrv0541-02231219382D-1704021548564,-5.988636363636363,-5.949999999999999,-5.8,-6.2,0.0373097251585623
861,7RDY-zinc,Mrv0541-02231216552D-1704021539392,-5.988636363636363,-6.0,-5.6,-6.4,0.1294027484143761
862,7RDY-no-extra,Mrv1902-02111921292D,-5.988636363636363,-5.95,-5.3,-6.7,0.4391701902748411
863,7RDY-no-extra,Mrv0541-02231215412D,-5.988636363636363,-5.95,-5.9,-6.1,0.0089376321353064
864,7RDY-zinc,Mrv1909-12271902192D,-5.993181818181818,-5.949999999999999,-5.0,-7.0,0.9927431289640598
865,7RDY-zinc,Mrv0541-05041409012D-1704021540567,-5.995454545454546,-5.949999999999999,-5.6,-6.4,0.1604439746300215
866,7RDY-no-extra,Mrv0541-05041407262D,-5.997727272727272,-6.0,-5.5,-6.4,0.0960412262156448
867,7RDY-zinc,Mrv0541-05041403582D,-5.997727272727272,-6.0,-5.9,-6.0,0.0002272727272727
868,7RDY-zinc,Mrv1652310211603152D-1704021547347,-6.0,-6.0,-5.6,-6.4,0.1637209302325586
869,7RDY-zinc,Mrv0541-02241212462D,-6.0,-6.0,-5.6,-6.4,0.1637209302325584
870,7RDY-no-extra,Mrv0541-02231216282D-1704021538559,-6.0,-6.0,-5.7,-6.3,0.0920930232558139
871,7RDY-no-extra,Mrv1909-02272004112D,-6.0,-6.0,-4.7,-7.3,1.729302325581394
872,7RDY-no-extra,Mrv1572004221603162D-1704021548127,-6.0,-6.0,-5.6,-6.4,0.1637209302325586
873,7RDY-no-extra,Mrv0541-02231217192D,-6.0,-6.0,-5.6,-6.4,0.1637209302325586
874,7RDY-zinc,Mrv1909-12041923162D,-6.0,-6.0,-5.4,-6.6,0.3683720930232557
875,7RDY-no-extra,Mrv0541-02231216112D-1704021538060,-6.002272727272728,-6.05,-4.9,-7.0,1.0192970401691337
876,7RDY-no-extra,Mrv1718001171812122D,-6.002272727272728,-6.0,-5.8,-6.2,0.0123202959830866
877,7RDY-zinc,Mrv1652310211604412D,-6.004545454545454,-6.050000000000001,-4.8,-7.2,1.4627695560253702
878,7RDY-zinc,Mrv0541-05041400062D-1704021539213,-6.004545454545454,-6.05,-5.2,-6.9,0.6553276955602537
879,7RDY-no-extra,Mrv0541-05041411022D-1704021538411,-6.006818181818182,-6.0,-4.8,-7.2,1.275533826638476
880,7RDY-no-extra,Mrv1718005221813592D,-6.011363636363637,-6.050000000000001,-5.5,-6.5,0.2042864693446084
881,7RDY-zinc,Mrv0541-02231216522D-1704021539284,-6.011363636363637,-6.0,-5.5,-6.6,0.2684725158562369
882,7RDY-no-extra,916,-6.020454545454545,-6.0,-5.8,-6.3,0.0509672304439745
883,7RDY-no-extra,Mrv1652306031606482D,-6.027272727272727,-6.1,-5.5,-6.5,0.1034249471458774
884,7RDY-no-extra,Mrv0541-02231216362D-1704021538802,-6.027272727272727,-6.050000000000001,-5.4,-6.8,0.216913319238901
885,7RDY-no-extra,Mrv0541-02231219432D,-6.031818181818181,-6.1,-4.7,-6.8,0.6305919661733606
886,7RDY-zinc,389,-6.034090909090909,-6.0,-6.0,-6.1,0.002299154334038
887,7RDY-zinc,Mrv1909-12152020032D-1704021550331,-6.034090909090909,-6.0,-5.6,-6.4,0.1348572938689216
888,7RDY-zinc,Mrv1909-05201915052D-1704021549514,-6.034090909090909,-6.050000000000001,-5.4,-6.6,0.1227642706131079
889,7RDY-no-extra,Mrv1718006221812452D,-6.036363636363637,-6.050000000000001,-5.7,-6.3,0.0456236786469342
890,7RDY-no-extra,Mrv1652309061721352D,-6.038636363636363,-6.05,-5.7,-6.3,0.0707980972515855
891,7RDY-no-extra,Mrv1909-12031922312D,-6.038636363636363,-6.0,-5.2,-6.9,0.5954492600422833
892,7RDY-no-extra,Mrv1909-12142013482D,-6.040909090909091,-6.0,-5.9,-6.2,0.0210782241014799
893,7RDY-zinc,Mrv0541-02231218142D-1704021541856,-6.040909090909091,-6.0,-5.9,-6.2,0.0210782241014798
894,7RDY-no-extra,Mrv1652306231722382D-1704021547773,-6.043181818181818,-6.2,-5.1,-6.3,0.178789640591966
895,7RDY-no-extra,CYK,-6.043181818181818,-6.1,-5.1,-6.2,0.0741384778012686
896,7RDY-zinc,Mrv1718006161819182D,-6.043181818181819,-5.9,-5.9,-6.2,0.022975687103594
897,7RDY-zinc,Mrv0541-02231215442D-1704021537361,-6.045454545454546,-6.0,-5.1,-7.0,0.9150951374207204
898,7RDY-no-extra,Mrv1909-01072022372D,-6.047727272727273,-6.1,-5.1,-6.7,0.4248784355179718
899,7RDY-zinc,Mrv1909-02122003352D,-6.047727272727273,-6.050000000000001,-5.6,-6.4,0.1272040169133192
900,7RDY-zinc,Mrv0541-02231216292D-1704021538572,-6.05,-6.050000000000001,-5.4,-6.7,0.4323255813953491
901,7RDY-no-extra,Mrv0541-02231216482D-1704021539143,-6.05,-6.05,-5.3,-6.8,0.5755813953488377
902,7RDY-zinc,Mrv0541-02231216162D,-6.05,-6.050000000000001,-5.4,-6.7,0.4323255813953493
903,7RDY-zinc,EBP,-6.05,-6.05,-5.6,-6.5,0.2072093023255815
904,7RDY-zinc,Mrv0541-02231217132D-1704021539987,-6.05,-6.050000000000001,-5.4,-6.7,0.4323255813953486
905,7RDY-no-extra,Mrv0541-02231215412D-1704021537279,-6.05,-6.05,-5.5,-6.6,0.3095348837209303
906,7RDY-no-extra,Mrv1909-11061922362D,-6.05,-6.050000000000001,-5.9,-6.2,0.0230232558139533
907,7RDY-no-extra,659,-6.05,-6.05,-5.5,-6.6,0.3095348837209303
908,7RDY-no-extra,Mrv0541-02231215452D,-6.05,-6.05,-5.5,-6.6,0.3095348837209303
909,7RDY-zinc,Mrv0541-05041404052D,-6.05,-6.05,-5.6,-6.5,0.2072093023255816
910,7RDY-zinc,N-Acetyl-L-alanine-mol,-6.05,-6.050000000000001,-5.9,-6.2,0.0230232558139533
911,7RDY-zinc,2IH,-6.05,-6.05,-5.5,-6.6,0.3095348837209298
912,7RDY-no-extra,Mrv0541-02241221592D,-6.05,-6.05,-6.0,-6.1,0.0025581395348837
913,7RDY-zinc,Mrv1652306131722032D-1704021545412,-6.052272727272728,-6.1,-5.7,-6.5,0.0699947145877378
914,7RDY-no-extra,Mrv1572011271515242D,-6.052272727272728,-6.1,-5.8,-6.3,0.0630179704016912
915,7RDY-zinc,Mrv1718007231814382D,-6.054545454545454,-6.050000000000001,-5.1,-7.0,0.8062579281183928
916,7RDY-no-extra,793,-6.054545454545454,-6.0,-5.6,-6.4,0.0299788583509514
917,7RDY-zinc,Mrv0541-02231216272D,-6.056818181818182,-6.050000000000001,-5.5,-6.6,0.1820454545454544
918,7RDY-zinc,Mrv0541-02231219402D-1704021540521,-6.059090909090909,-6.1,-6.0,-6.1,0.0024735729386891
919,7RDY-no-extra,Mrv1909-03032023332D,-6.0613636363636365,-6.1,-5.6,-6.4,0.1187050739957714
920,7RDY-zinc,Mrv1909-03172019332D,-6.0613636363636365,-6.05,-5.4,-6.7,0.3624260042283302
921,7RDY-zinc,Mrv1909-12152018042D-1704021550100,-6.0659090909090905,-6.1,-5.4,-6.7,0.3297410147991544
922,7RDY-zinc,Mrv1652305311723092D,-6.0659090909090905,-6.1,-5.5,-6.6,0.2929968287526425
923,7RDY-no-extra,Mrv0541-02231217232D,-6.068181818181818,-6.1,-5.6,-6.5,0.191987315010571
924,7RDY-zinc,5280581,-6.070454545454546,-5.9,-5.7,-6.6,0.0881765327695561
925,7RDY-no-extra,Mrv1652310211603492D,-6.070454545454546,-6.1,-5.9,-6.2,0.0118974630021141
926,7RDY-no-extra,Mrv0541-02231215452D-1704021537400,-6.072727272727272,-6.1,-5.2,-6.9,0.7015644820295988
927,7RDY-zinc,Mrv1652306271700512D,-6.075,-6.1,-6.0,-6.2,0.0051744186046511
928,7RDY-zinc,LIM,-6.077272727272727,-6.050000000000001,-5.7,-6.4,0.0483086680761097
929,7RDY-zinc,Mrv0541-02231216222D-1704021538375,-6.079545454545454,-6.1,-4.9,-7.0,0.8723625792811837
930,7RDY-zinc,Mrv1652309131706142D,-6.079545454545454,-6.1,-5.6,-6.5,0.1821300211416494
931,7RDY-no-extra,Mrv1533006021513192D,-6.084090909090909,-6.1,-5.0,-7.2,1.0669503171247356
932,7RDY-zinc,Mrv0541-09081312232D,-6.084090909090909,-6.1,-5.3,-6.8,0.5255549682875256
933,7RDY-no-extra,Mrv1652306231722412D-1704021547956,-6.084090909090909,-6.0,-5.1,-6.4,0.0971828752642706
934,7RDY-no-extra,Mrv0541-02231217122D,-6.086363636363637,-6.1,-6.0,-6.1,0.0012050739957716
935,7RDY-no-extra,Mrv0541-05041404312D-1704021539580,-6.086363636363637,-6.3,-5.5,-6.6,0.2072515856236787
936,7RDY-zinc,D4G,-6.086363636363637,-6.05,-5.8,-6.4,0.08492600422833
937,7RDY-no-extra,Mrv1718005091818462D,-6.086363636363637,-6.05,-5.5,-6.9,0.3370190274841437
938,7RDY-zinc,Mrv1652306031607112D-1704021548382,-6.090909090909091,-6.05,-5.7,-6.5,0.0947991543340382
939,7RDY-zinc,Mrv0541-02231216362D-1704021538786,-6.090909090909091,-6.0,-5.6,-6.7,0.2454968287526432
940,7RDY-no-extra,Mrv0541-02231216382D-1704021538861,-6.093181818181818,-6.05,-5.1,-7.1,1.0099524312896404
941,7RDY-no-extra,Mrv1652306231722482D-1704021548447,-6.093181818181818,-6.1,-5.5,-6.6,0.2592547568710354
942,7RDY-no-extra,Mrv1718004031815302D,-6.093181818181819,-5.7,-5.6,-6.8,0.2373942917547566
943,7RDY-no-extra,Mrv1909-02112010572D,-6.093181818181819,-6.05,-5.7,-6.4,0.0941384778012686
944,7RDY-zinc,Mrv1909-02142001462D,-6.095454545454545,-6.050000000000001,-5.8,-6.3,0.0413742071881605
945,7RDY-no-extra,Mrv0541-02231216002D-1704021537767,-6.095454545454545,-6.050000000000001,-5.4,-6.8,0.4953276955602541
946,7RDY-no-extra,Mrv0541-09241310162D,-6.097727272727273,-6.1,-4.9,-7.2,1.2434830866807625
947,7RDY-zinc,Mrv0541-02231219422D,-6.097727272727273,-6.1,-5.4,-6.7,0.3713900634249477
948,7RDY-no-extra,Mrv1909-02282022592D,-6.097727272727273,-6.050000000000001,-5.4,-6.8,0.4983668076109932
949,7RDY-no-extra,Mrv1909-02252022542D,-6.1,-6.1,-5.4,-6.8,0.5013953488372088
950,7RDY-no-extra,Mrv0541-02231217052D-1704021539682,-6.1,-6.1,-5.2,-7.0,0.828837209302326
951,7RDY-no-extra,Mrv0541-02231215432D-1704021537333,-6.1,-6.1,-5.3,-6.9,0.6548837209302333
952,7RDY-zinc,Mrv0541-02231216312D-1704021538643,-6.1,-6.1,-5.2,-7.0,0.8288372093023254
953,7RDY-no-extra,Mrv0541-05061307452D,-6.1,-6.1,-5.8,-6.4,0.0920930232558139
954,7RDY-no-extra,Mrv0541-02231215402D,-6.1,-6.1,-5.5,-6.7,0.3683720930232563
955,7RDY-no-extra,Mrv0541-02231216082D,-6.1,-6.1,-5.4,-6.8,0.5013953488372088
956,7RDY-no-extra,Mrv0541-02231216082D-1704021537964,-6.1,-6.1,-5.3,-6.9,0.6548837209302328
957,7RDY-no-extra,Mrv1909-07282219062D,-6.1,-6.1,-6.0,-6.2,0.0102325581395349
958,7RDY-no-extra,Mrv0541-02231215502D-1704021537512,-6.1,-6.1,-6.0,-6.2,0.0102325581395348
959,7RDY-no-extra,Guaiacol,-6.1,-6.1,-5.8,-6.4,0.0920930232558139
960,7RDY-zinc,M5P,-6.1,-6.1,-5.8,-6.4,0.0920930232558139
961,7RDY-zinc,142,-6.1,-6.1,-5.5,-6.7,0.3683720930232564
962,7RDY-no-extra,Mrv1902-04031920272D,-6.1,-6.1,-5.3,-6.9,0.6548837209302332
963,7RDY-no-extra,Mrv1718011031815472D,-6.1,-6.1,-5.3,-6.9,0.6548837209302333
964,7RDY-zinc,Mrv0541-05041406562D,-6.1,-6.05,-5.4,-6.9,0.447906976744186
965,7RDY-no-extra,Mrv0541-02231217112D-1704021539908,-6.1,-6.1,-6.0,-6.2,0.0102325581395349
966,7RDY-no-extra,Mrv1718001211912522D,-6.1,-6.1,-5.7,-6.5,0.1604651162790695
967,7RDY-zinc,Mrv1902-04031920192D,-6.1,-6.1,-5.3,-6.9,0.6548837209302328
968,7RDY-zinc,339,-6.102272727272728,-6.15,-5.4,-6.8,0.4983668076109939
969,7RDY-zinc,Mrv1572003281619472D,-6.104545454545454,-6.2,-5.5,-6.7,0.2381183932346727
970,7RDY-no-extra,Mrv1909-07262218412D,-6.104545454545455,-6.15,-6.0,-6.2,0.0097463002114164
971,7RDY-zinc,Mrv1909-05201915102D,-6.104545454545455,-6.1,-5.8,-6.5,0.0953276955602536
972,7RDY-zinc,Mrv0541-05041406232D,-6.104545454545455,-6.25,-5.4,-6.6,0.2739323467230444
973,7RDY-zinc,Mrv1572004181619592D,-6.1068181818181815,-6.15,-5.5,-6.6,0.2318128964059198
974,7RDY-no-extra,Mrv0541-02231216482D-1704021539134,-6.1068181818181815,-6.1,-5.1,-7.1,1.0011152219873145
975,7RDY-no-extra,Mrv0541-02231217322D-1704021540492,-6.109090909090909,-6.15,-5.7,-6.3,0.0241014799154334
976,7RDY-no-extra,Mrv1718006171813052D,-6.109090909090909,-6.05,-5.5,-6.8,0.3827061310782241
977,7RDY-zinc,C26,-6.111363636363635,-5.5,-5.2,-6.8,0.4391701902748416
978,7RDY-zinc,Mrv0541-02231215572D-1704021537680,-6.111363636363635,-6.1,-6.0,-6.3,0.0135887949260043
979,7RDY-zinc,Mrv0541-05041411272D,-6.111363636363637,-6.15,-5.3,-6.9,0.6373097251585634
980,7RDY-no-extra,Mrv1652310201623402D,-6.113636363636363,-6.1,-5.5,-6.8,0.3863213530655398
981,7RDY-zinc,Mrv1572004221605202D-1704021548389,-6.120454545454546,-6.1,-6.0,-6.2,0.0039904862579281
982,7RDY-zinc,Mrv0541-02231216232D-1704021538421,-6.120454545454546,-6.050000000000001,-5.9,-6.4,0.0514323467230443
983,7RDY-no-extra,Mrv0541-02231218082D-1704021541561,-6.125,-6.1,-5.2,-7.0,0.7688953488372093
984,7RDY-no-extra,HPO,-6.127272727272728,-6.199999999999999,-5.1,-6.4,0.0787737843551797
985,7RDY-zinc,Mrv0541-05041409402D,-6.13125,-5.9,-5.7,-6.9,0.2342916666666667
986,7RDY-no-extra,Mrv1909-02272004072D,-6.131818181818182,-6.15,-4.9,-7.0,0.7780338266384781
987,7RDY-no-extra,Mrv1652306031606572D,-6.134090909090909,-6.15,-5.8,-6.5,0.0957875264270607
988,7RDY-zinc,Mrv1902-01271922282D,-6.136363636363637,-6.15,-5.9,-6.4,0.0321353065539111
989,7RDY-no-extra,POT,-6.136363636363637,-6.15,-5.8,-6.5,0.0744608879492601
990,7RDY-no-extra,LNQ,-6.136363636363637,-6.2,-5.0,-6.9,0.6112050739957723
991,7RDY-zinc,Mrv0541-02231217442D,-6.136363636363637,-6.15,-4.8,-7.2,0.9753911205073982
992,7RDY-zinc,Mrv1902-04101920292D,-6.138636363636363,-6.1,-6.1,-6.4,0.0038213530655391
993,7RDY-no-extra,C15,-6.140909090909091,-6.1,-5.4,-6.9,0.4354968287526436
994,7RDY-zinc,Mrv1652306131722022D-1704021542195,-6.140909090909091,-6.15,-5.7,-6.5,0.132706131078224
995,7RDY-no-extra,Mrv0541-02231217382D-1704021540661,-6.1431818181818185,-6.15,-4.8,-7.2,0.9494873150105702
996,7RDY-no-extra,Mrv1718006231817562D,-6.145454545454545,-6.15,-5.6,-6.5,0.1295137420718815
997,7RDY-zinc,1537,-6.1477272727272725,-6.15,-5.6,-6.6,0.2095295983086678
