,proteinID,ligandID,mean,median,max,min,var
2523,7RDY-no-extra,Mrv1652310211600072D,-9.850000000000001,-9.850000000000001,-9.8,-9.9,0.0025581395348836986
2524,7RDY-zinc,Mrv0541-05041404012D-1704021539454,-9.850000000000001,-9.850000000000001,-8.9,-10.8,0.9234883720930236
2525,7RDY-no-extra,956,-9.850000000000001,-9.850000000000001,-9.8,-9.9,0.0025581395348837337
2526,7RDY-zinc,HQQ,-9.850000000000001,-9.850000000000001,-8.8,-10.9,1.1281395348837195
2527,7RDY-no-extra,Mrv0541-02231217162D-1704021540069,-9.850000000000001,-9.850000000000001,-9.3,-10.4,0.3095348837209298
2528,7RDY-zinc,VGI,-9.850000000000001,-9.850000000000001,-9.8,-9.9,0.002558139534883758
2529,7RDY-no-extra,Mrv1572001261617252D-1704021545692,-9.850000000000001,-9.850000000000001,-9.8,-9.9,0.002558139534883758
2530,7RDY-zinc,Mrv1909-02092022512D,-9.850000000000001,-9.850000000000001,-9.7,-10.0,0.0034883720930232545
2531,7RDY-zinc,4BC,-9.85,-9.85,-9.1,-10.6,0.5755813953488377
2532,7RDY-no-extra,AI1,-9.85,-9.8,-9.0,-10.8,0.7411627906976737
2533,7RDY-no-extra,Mrv0541-02231217232D-1704021540253,-9.85,-9.85,-9.7,-10.0,0.02302325581395373
2534,7RDY-no-extra,HWG,-9.85,-9.85,-9.6,-10.1,0.06395348837209293
2535,7RDY-no-extra,Mrv1652310211600142D-1704021546755,-9.85,-9.85,-8.7,-11.0,1.353255813953488
2536,7RDY-no-extra,Mrv1718007301813322D,-9.85,-9.85,-9.6,-10.1,0.06395348837209298
2537,7RDY-zinc,Mrv1572004051602522D,-9.847727272727273,-9.85,-9.6,-10.0,0.023948202959831074
2538,7RDY-no-extra,Mrv1909-12121918292D,-9.847727272727273,-9.899999999999999,-8.5,-11.1,1.6062737843551802
2539,7RDY-zinc,Mrv0541-05041405112D-1704021541323,-9.847727272727273,-9.85,-8.9,-10.7,0.7434830866807604
2540,7RDY-no-extra,QPP,-9.847727272727273,-9.85,-9.5,-10.1,0.06534355179704035
2541,7RDY-no-extra,Mrv1909-02102020352D,-9.847727272727273,-9.85,-7.7,-11.9,4.30999471458774
2542,7RDY-no-extra,Mrv1909-12152018142D-1704021550169,-9.847727272727273,-9.8,-9.6,-10.2,0.06441331923890083
2543,7RDY-no-extra,Mrv0541-02231216172D-1704021538246,-9.847727272727273,-9.850000000000001,-9.3,-10.3,0.2095295983086689
2544,7RDY-zinc,Mrv1909-01302015202D,-9.847727272727273,-10.05,-8.7,-10.6,0.6155761099365741
2545,7RDY-zinc,Mrv1909-12152020022D-1704021550317,-9.847727272727273,-9.9,-9.6,-10.0,0.0244133192389008
2546,7RDY-zinc,LIB,-9.845454545454546,-9.85,-9.4,-10.2,0.129048625792811
2547,7RDY-zinc,Mrv1718009031810272D,-9.845454545454546,-9.8,-9.5,-10.2,0.12253699788583466
2548,7RDY-zinc,Mrv1572004221606172D,-9.845454545454546,-9.9,-8.6,-11.1,0.7183509513742069
2549,7RDY-zinc,Mrv1909-05201914482D,-9.845454545454546,-9.85,-8.9,-10.7,0.7476532769556031
2550,7RDY-no-extra,Mrv1652306131722022D-1704021542177,-9.845454545454546,-9.8,-9.1,-10.6,0.4332346723044402
2551,7RDY-no-extra,Mrv0541-02231218152D-1704021541904,-9.845454545454546,-9.8,-9.4,-10.3,0.20346723044397408
2552,7RDY-zinc,Mrv0541-02231214422D,-9.843181818181819,-9.5,-9.3,-10.5,0.29227801268498976
2553,7RDY-zinc,Mrv1652310201623372D-1704021546532,-9.843181818181819,-9.850000000000001,-9.7,-9.9,0.0039059196617336495
2554,7RDY-no-extra,DUX,-9.843181818181819,-9.85,-9.4,-10.3,0.16437103594080338
2555,7RDY-zinc,Mrv0541-02231219012D-1704021540760,-9.843181818181819,-9.95,-9.1,-10.3,0.21878964059196687
2556,7RDY-zinc,Mrv1652310211601002D,-9.843181818181819,-9.850000000000001,-9.3,-10.4,0.21878964059196626
2557,7RDY-no-extra,Mrv1909-05201914502D-1704021549396,-9.843181818181817,-9.899999999999999,-9.2,-10.2,0.14204545454545442
2558,7RDY-no-extra,Mrv1909-12152018152D-1704021550219,-9.840909090909092,-9.8,-9.4,-10.3,0.1996828752642723
2559,7RDY-zinc,Mrv1909-05082120172D,-9.840909090909092,-9.8,-9.5,-10.1,0.062473572938689347
2560,7RDY-no-extra,BI9,-9.838636363636365,-9.8,-9.8,-9.9,0.002426004228329811
2561,7RDY-zinc,Mrv1909-05201915062D-1704021549518,-9.838636363636365,-9.85,-9.3,-10.3,0.18335623678646917
2562,7RDY-zinc,L5G,-9.838636363636363,-9.75,-9.6,-10.2,0.06289112050739959
2563,7RDY-no-extra,Mrv1909-09212120522D,-9.838636363636363,-9.85,-9.5,-10.1,0.05591437632135293
2564,7RDY-zinc,FTB,-9.838636363636363,-9.8,-9.2,-10.5,0.41823995771670247
2565,7RDY-zinc,1421,-9.838636363636363,-9.85,-9.6,-10.0,0.027542283298097246
2566,7RDY-zinc,Mrv0541-02231218002D-1704021541365,-9.836363636363636,-9.85,-9.5,-10.1,0.0721353065539108
2567,7RDY-no-extra,Mrv0541-02231215482D,-9.836363636363636,-9.85,-9.5,-10.1,0.04748414376321379
2568,7RDY-no-extra,Mrv1718008301816152D,-9.834090909090909,-9.85,-9.6,-10.0,0.02927589852008455
2569,7RDY-no-extra,Mrv0541-02231217582D-1704021541316,-9.834090909090909,-9.95,-8.8,-10.6,0.47532241014799076
2570,7RDY-zinc,719,-9.834090909090909,-9.85,-9.4,-10.2,0.13811310782240957
2571,7RDY-zinc,Mrv1909-11221903142D,-9.834090909090909,-9.899999999999999,-8.9,-10.6,0.6050898520084572
2572,7RDY-zinc,Mrv1909-01172003532D,-9.834090909090909,-9.8,-9.5,-10.2,0.11532241014799113
2573,7RDY-zinc,Mrv1909-05251915472D,-9.834090909090909,-9.899999999999999,-9.5,-10.2,0.07671775898520079
2574,7RDY-no-extra,Mrv1909-05201915132D,-9.834090909090909,-9.85,-9.4,-10.1,0.0748572938689218
2575,7RDY-no-extra,713,-9.829545454545455,-9.850000000000001,-9.7,-9.9,0.006316067653277049
2576,7RDY-no-extra,Mrv1652306131722012D-1704021542095,-9.829545454545455,-9.8,-8.8,-10.8,0.9030602536997895
2577,7RDY-no-extra,1147,-9.829545454545455,-9.85,-9.6,-10.0,0.030967230443974644
2578,7RDY-no-extra,Mrv1652310211600002D,-9.829545454545455,-9.850000000000001,-9.3,-10.3,0.22771141649048737
2579,7RDY-zinc,Mrv1909-10112218552D,-9.827272727272726,-9.8,-9.6,-10.0,0.030401691331924222
2580,7RDY-zinc,Mrv1909-10301920582D,-9.827272727272726,-9.8,-9.4,-10.2,0.11412262156448197
2581,7RDY-zinc,52P,-9.825000000000001,-9.75,-9.4,-10.2,0.1135465116279065
2582,7RDY-zinc,LI3,-9.822727272727272,-9.85,-9.2,-10.2,0.12830866807610994
2583,7RDY-zinc,AJB,-9.822727272727272,-9.85,-8.5,-11.1,1.6706342494714583
2584,7RDY-zinc,Mrv1909-01102015452D,-9.822727272727272,-9.85,-8.5,-11.1,1.4869133192389006
2585,7RDY-zinc,Mrv1652310201622592D-1704021546175,-9.820454545454545,-9.850000000000001,-9.2,-10.5,0.36724630021141647
2586,7RDY-zinc,RP4,-9.820454545454545,-9.8,-9.1,-10.5,0.4253858350951383
2587,7RDY-zinc,Mrv1909-12152018032D-1704021550074,-9.820454545454545,-9.850000000000001,-9.1,-10.4,0.34538583509513715
2588,7RDY-no-extra,AAZ,-9.820454545454545,-10.0,-9.3,-10.1,0.0946881606765327
2589,7RDY-zinc,9AR,-9.818181818181818,-9.85,-9.4,-10.2,0.15035940803382572
2590,7RDY-no-extra,Mrv1909-05201914442D-1704021549351,-9.818181818181818,-9.95,-9.4,-10.1,0.06012684989429178
2591,7RDY-no-extra,53S,-9.818181818181818,-9.8,-9.1,-10.6,0.5289640591966176
2592,7RDY-zinc,Mrv1909-01252123422D,-9.816666666666666,-9.6,-7.1,-10.9,0.798571428571428
2593,7RDY-no-extra,Mrv1652310211601242D-1704021547061,-9.815909090909091,-9.8,-8.8,-10.9,0.9934619450317123
2594,7RDY-zinc,Mrv1718008281818362D,-9.81590909090909,-9.8,-9.6,-10.1,0.04881078224101512
2595,7RDY-no-extra,Mrv1718012261816542D,-9.81590909090909,-9.5,-9.1,-10.5,0.41485729386892156
2596,7RDY-zinc,Mrv1909-11061920432D,-9.813636363636364,-9.95,-9.1,-10.4,0.33422832980972517
2597,7RDY-zinc,K88,-9.811363636363637,-9.850000000000001,-9.3,-10.3,0.24521670190274863
2598,7RDY-zinc,Mrv0541-05041401242D,-9.811363636363636,-9.9,-9.7,-10.2,0.013588794926004224
2599,7RDY-no-extra,008,-9.811363636363636,-9.8,-9.4,-10.3,0.17405391120507357
2600,7RDY-no-extra,Mrv1718012131813422D,-9.811363636363636,-9.85,-9.4,-10.2,0.15544926004228196
2601,7RDY-no-extra,Mrv1533005061512312D,-9.80909090909091,-9.85,-8.7,-10.8,0.9464270613107814
2602,7RDY-zinc,RC8,-9.80909090909091,-9.75,-9.1,-10.4,0.32968287526427126
2603,7RDY-no-extra,Mrv0541-05041400002D,-9.809090909090909,-9.8,-8.6,-11.0,1.4413107822410134
2604,7RDY-zinc,Mrv0541-02231218002D-1704021541373,-9.809090909090909,-9.899999999999999,-9.0,-10.2,0.17061310782240993
2605,7RDY-no-extra,Mrv0541-04191212102D,-9.806818181818183,-9.8,-9.3,-10.4,0.2634408033826628
2606,7RDY-no-extra,D3E,-9.806818181818182,-9.850000000000001,-9.7,-10.0,0.011347780126850147
2607,7RDY-zinc,Mrv0541-02231217402D-1704021540720,-9.806818181818182,-9.8,-9.7,-9.9,0.007161733615221964
2608,7RDY-zinc,Mrv1652310201622412D-1704021545947,-9.806818181818182,-9.75,-9.1,-10.6,0.5122780126849884
2609,7RDY-zinc,Mrv0541-02231218122D-1704021541626,-9.804545454545455,-9.7,-9.3,-10.4,0.1678858350951372
2610,7RDY-zinc,Mrv1909-05201915172D-1704021549580,-9.804545454545455,-9.850000000000001,-9.2,-10.4,0.3632346723044401
2611,7RDY-no-extra,Mrv1652306131722022D-1704021542189,-9.804545454545455,-9.85,-9.6,-10.1,0.04137420718816072
2612,7RDY-no-extra,Mrv1652305301723492D-1704021539253,-9.804545454545455,-9.7,-9.5,-10.0,0.03765327695560262
2613,7RDY-no-extra,1476,-9.804545454545455,-9.85,-9.6,-10.0,0.03951374207188151
2614,7RDY-no-extra,YTT,-9.804545454545455,-9.8,-9.0,-10.6,0.6199788583509505
2615,7RDY-zinc,Mrv1909-05201914332D-1704021549233,-9.802272727272728,-9.8,-9.7,-10.0,0.010924947145877398
2616,7RDY-no-extra,DZO,-9.802272727272728,-9.85,-9.1,-10.5,0.4983668076109932
2617,7RDY-zinc,ABZ,-9.802272727272728,-9.649999999999999,-9.5,-10.1,0.052320295983086434
2618,7RDY-no-extra,057,-9.802272727272728,-9.8,-9.7,-10.0,0.010924947145877523
2619,7RDY-zinc,SCX,-9.802272727272728,-9.850000000000001,-9.3,-10.3,0.2537156448202957
2620,7RDY-zinc,Mrv1909-07252216072D,-9.802272727272728,-9.850000000000001,-9.6,-9.9,0.010459830866807802
2621,7RDY-no-extra,Mrv1909-11151915442D,-9.802272727272728,-9.75,-8.4,-11.0,1.1141807610993653
2622,7RDY-no-extra,Mrv1909-04202015292D,-9.8,-9.8,-9.3,-10.3,0.25581395348837166
2623,7RDY-no-extra,1538,-9.8,-9.8,-9.8,-9.8,0.0
2624,7RDY-zinc,Mrv1909-12161914332D,-9.8,-9.8,-9.3,-10.3,0.25581395348837166
2625,7RDY-zinc,Mrv1909-05201915092D-1704021549542,-9.8,-9.8,-9.8,-9.8,0.0
2626,7RDY-zinc,Mrv0541-02231217412D-1704021540756,-9.8,-9.8,-8.8,-10.8,1.0232558139534866
2627,7RDY-zinc,Mrv1902-04141921032D,-9.8,-9.8,-9.8,-9.8,0.0
2628,7RDY-zinc,Mrv1909-05201914582D,-9.8,-9.8,-9.8,-9.8,0.0
2629,7RDY-no-extra,Mrv1909-10242218282D,-9.799999999999999,-9.8,-9.2,-10.4,0.3683720930232573
2630,7RDY-no-extra,Esculin,-9.799999999999999,-9.8,-9.2,-10.4,0.3683720930232568
2631,7RDY-zinc,7X1,-9.799999999999999,-9.8,-9.6,-10.0,0.040930232558139726
2632,7RDY-zinc,Mrv1572004121620552D,-9.799999999999999,-9.8,-9.2,-10.4,0.3683720930232558
2633,7RDY-zinc,Mrv1718009011814272D,-9.799999999999999,-9.8,-8.9,-10.7,0.8288372093023247
2634,7RDY-zinc,Mrv1909-12152018142D-1704021550190,-9.799999999999999,-9.8,-9.7,-9.9,0.010232558139534881
2635,7RDY-zinc,SY1,-9.799999999999999,-9.8,-9.4,-10.2,0.1637209302325575
2636,7RDY-no-extra,INQ,-9.799999999999999,-9.8,-9.5,-10.1,0.09209302325581345
2637,7RDY-no-extra,1261,-9.799999999999999,-9.8,-8.9,-10.6,0.5041860465116251
2638,7RDY-no-extra,Mrv1718005171813522D,-9.799999999999999,-9.85,-9.2,-10.2,0.1576744186046516
2639,7RDY-zinc,Mrv0541-02231217532D-1704021541161,-9.799999999999999,-9.8,-9.6,-10.0,0.040930232558139726
2640,7RDY-no-extra,1CE,-9.799999999999999,-9.8,-8.9,-10.7,0.8288372093023247
2641,7RDY-zinc,AAX,-9.797727272727274,-10.0,-8.9,-10.5,0.5248784355179708
2642,7RDY-no-extra,2361,-9.797727272727274,-9.8,-9.7,-9.8,0.00022727272727273467
2643,7RDY-no-extra,Mrv1909-05201914322D-1704021549229,-9.797727272727274,-9.8,-9.7,-9.8,0.0002272727272727313
2644,7RDY-zinc,Mrv1909-11211903082D,-9.797727272727272,-9.75,-9.7,-9.9,0.009994714587737851
2645,7RDY-zinc,Mrv1718006121809502D,-9.797727272727272,-9.8,-9.3,-10.2,0.1658086680761084
2646,7RDY-zinc,Mrv1909-05201914432D-1704021549334,-9.797727272727272,-9.75,-9.5,-10.1,0.09092494714587705
2647,7RDY-zinc,3IG,-9.797727272727272,-9.75,-9.5,-10.1,0.09092494714587712
2648,7RDY-no-extra,RF3,-9.797727272727272,-9.8,-8.9,-10.6,0.6239482029598328
2649,7RDY-zinc,Mrv1909-05201915032D-1704021549497,-9.797727272727272,-9.75,-9.4,-10.2,0.16208773784355085
2650,7RDY-zinc,Mrv1909-02102017472D,-9.795454545454547,-9.7,-9.3,-10.3,0.2520718816067649
2651,7RDY-zinc,Mrv1572009281519022D,-9.795454545454545,-10.149999999999999,-8.2,-11.0,1.2539323467230434
2652,7RDY-zinc,AL6,-9.795454545454545,-9.55,-8.9,-10.9,0.8353276955602545
2653,7RDY-no-extra,Mrv0541-05041405082D,-9.793181818181818,-9.75,-9.1,-10.6,0.4932082452431282
2654,7RDY-no-extra,F13,-9.793181818181818,-9.8,-8.5,-10.8,0.8536733615221986
2655,7RDY-zinc,Mrv0541-05041411092D,-9.793181818181818,-9.8,-8.6,-10.6,0.6229756871035954
2656,7RDY-zinc,1326,-9.793181818181818,-9.75,-9.0,-10.6,0.5262315010570827
2657,7RDY-zinc,Mrv1909-12152018162D-1704021550252,-9.793181818181818,-9.75,-9.7,-9.9,0.009487315010571033
2658,7RDY-no-extra,Mrv1909-10301918492D,-9.793181818181818,-9.75,-9.7,-9.9,0.009487315010571056
2659,7RDY-no-extra,Mrv0541-05041400172D,-9.790909090909091,-9.75,-8.9,-10.7,0.8129386892177578
2660,7RDY-no-extra,Mrv1572004221605292D,-9.790909090909091,-9.75,-9.3,-10.2,0.16456659619450303
2661,7RDY-no-extra,Mrv1909-12052216502D,-9.790909090909091,-9.8,-9.1,-10.4,0.3803805496828762
2662,7RDY-zinc,Mrv0541-02231218172D-1704021542182,-9.790909090909091,-9.8,-8.7,-10.9,1.2087526427061328
2663,7RDY-no-extra,Mrv0541-05041410052D,-9.790909090909091,-9.8,-9.5,-10.0,0.04549682875264274
2664,7RDY-zinc,Mrv1909-05201914452D-1704021549363,-9.790909090909091,-9.85,-9.4,-10.2,0.10689217758985199
2665,7RDY-zinc,Mrv1909-12152020022D-1704021550313,-9.790909090909091,-9.8,-8.8,-10.8,0.8552642706131056
2666,7RDY-zinc,Mrv1572004111614362D,-9.788636363636364,-9.75,-9.2,-10.3,0.2638213530655395
2667,7RDY-no-extra,1162,-9.788636363636364,-9.75,-9.5,-10.1,0.0861469344608874
2668,7RDY-no-extra,Mrv1909-12152018132D-1704021550149,-9.788636363636364,-9.8,-9.6,-9.9,0.0028911205073996055
2669,7RDY-zinc,Mrv1652306231722392D-1704021547821,-9.788636363636364,-9.75,-8.6,-10.9,1.2442864693446092
2670,7RDY-no-extra,457,-9.786363636363637,-9.75,-9.5,-10.1,0.08492600422832942
2671,7RDY-no-extra,415,-9.784090909090908,-9.75,-8.6,-10.9,1.2650898520084581
2672,7RDY-zinc,Mrv1909-12201922412D,-9.781818181818183,-9.75,-8.6,-10.8,1.0536152219873147
2673,7RDY-no-extra,Mrv1909-05201914572D-1704021549442,-9.781818181818181,-9.75,-9.6,-10.0,0.03501057082452401
2674,7RDY-zinc,Mrv1718001041817222D,-9.781818181818181,-9.8,-9.3,-10.3,0.19268498942917572
2675,7RDY-no-extra,293,-9.781818181818181,-9.8,-8.8,-11.0,0.8884989429175455
2676,7RDY-no-extra,Mrv1572004191619042D,-9.779545454545454,-10.15,-8.4,-11.0,1.4007346723044414
2677,7RDY-no-extra,1434,-9.777272727272727,-9.8,-9.4,-10.1,0.10784355179704011
2678,7RDY-zinc,Mrv1652310201623142D-1704021546336,-9.777272727272727,-9.8,-9.2,-10.3,0.190169133192389
2679,7RDY-zinc,Mrv1652310201623362D-1704021546525,-9.777272727272727,-9.85,-9.0,-10.2,0.1906342494714574
2680,7RDY-no-extra,739,-9.777272727272727,-9.75,-9.5,-10.0,0.05016913319238886
2681,7RDY-no-extra,Mrv0541-02231218002D,-9.775,-9.75,-9.2,-10.3,0.2647093023255807
2682,7RDY-zinc,Mrv0541-05031423522D,-9.775,-9.600000000000001,-9.4,-10.2,0.15075581395348792
2683,7RDY-no-extra,L0I,-9.775,-9.7,-9.0,-10.6,0.4847093023255832
2684,7RDY-zinc,Mrv1718001121818492D,-9.775,-9.75,-9.6,-9.9,0.016337209302326045
2685,7RDY-zinc,Mrv1652310211600062D-1704021546718,-9.775,-9.85,-9.2,-10.1,0.11168604651162699
2686,7RDY-zinc,Mrv0541-05031423532D,-9.775,-9.65,-9.4,-10.2,0.14470930232558094
2687,7RDY-no-extra,Mrv0541-02231218002D-1704021541353,-9.775,-9.75,-9.5,-10.0,0.04191860465116282
2688,7RDY-no-extra,Mrv1718003251823012D,-9.774999999999999,-9.95,-8.7,-10.7,0.8861046511627887
2689,7RDY-no-extra,R8D,-9.772727272727273,-9.6,-9.1,-10.5,0.3592389006342508
2690,7RDY-zinc,Mrv1652310201623032D,-9.770454545454546,-9.9,-9.5,-10.8,0.08678118393234677
2691,7RDY-no-extra,Mrv0541-02231217492D-1704021541014,-9.770454545454545,-9.8,-8.3,-11.1,1.6202695560253726
2692,7RDY-no-extra,783,-9.770454545454545,-9.8,-9.3,-10.2,0.1900369978858348
2693,7RDY-zinc,Mrv1909-11062000132D,-9.770454545454545,-9.8,-9.4,-10.2,0.11561839323467156
2694,7RDY-no-extra,Mrv1652310211600292D-1704021546842,-9.770454545454545,-9.8,-9.2,-10.2,0.1905021141649039
2695,7RDY-zinc,655,-9.768181818181818,-9.8,-9.3,-10.2,0.1919873150105689
2696,7RDY-no-extra,LIE,-9.768181818181818,-9.75,-9.4,-10.2,0.1398942917547574
2697,7RDY-zinc,Mrv1909-10262214342D,-9.76590909090909,-9.8,-9.7,-9.8,0.002299154334038048
2698,7RDY-no-extra,Mrv1652310211600472D,-9.76590909090909,-9.75,-9.5,-10.2,0.04602008456659603
2699,7RDY-no-extra,Mrv1909-12152018142D-1704021550165,-9.763636363636364,-9.8,-9.7,-9.8,0.0023678646934461394
2700,7RDY-zinc,Mrv1909-01172018472D,-9.763636363636364,-9.75,-9.7,-9.9,0.005158562367864737
2701,7RDY-no-extra,RS1,-9.761363636363637,-9.75,-8.8,-10.9,0.9470771670190246
2702,7RDY-zinc,230,-9.761363636363637,-9.75,-9.5,-10.1,0.07079809725158563
2703,7RDY-zinc,4BB,-9.761363636363637,-9.8,-8.8,-10.7,0.8777748414376277
2704,7RDY-zinc,Mrv1909-05201914462D-1704021549369,-9.759090909090908,-9.8,-9.0,-10.5,0.4396828752642698
2705,7RDY-zinc,Mrv0541-05041406382D,-9.759090909090908,-9.95,-9.2,-10.3,0.30293868921775957
2706,7RDY-zinc,408,-9.759090909090908,-9.8,-9.6,-10.0,0.022473572938689585
2707,7RDY-no-extra,Mrv1652310211601312D-1704021547079,-9.759090909090908,-9.8,-9.3,-10.2,0.19968287526426978
2708,7RDY-zinc,Mrv1652310211603212D-1704021547361,-9.756818181818183,-9.75,-9.0,-10.6,0.5866966173361522
2709,7RDY-no-extra,ITB,-9.756818181818183,-9.8,-9.2,-10.3,0.30251057082452476
2710,7RDY-zinc,Mrv1652310201623232D-1704021546426,-9.754545454545454,-9.7,-9.6,-9.9,0.004862579281184038
2711,7RDY-zinc,Mrv1909-05201914312D-1704021549213,-9.754545454545454,-9.7,-9.6,-10.0,0.02486257928118438
2712,7RDY-zinc,039,-9.754545454545454,-9.8,-9.5,-10.0,0.06207188160676449
2713,7RDY-zinc,Mrv0541-05031423372D-1704021540106,-9.754545454545454,-9.75,-9.4,-10.1,0.11974630021141539
2714,7RDY-zinc,524-1704021542780,-9.754545454545454,-9.75,-9.5,-10.1,0.06672304439746322
2715,7RDY-zinc,Mrv1909-11271903372D,-9.752272727272727,-9.8,-8.9,-10.6,0.7355761099365761
2716,7RDY-no-extra,Mrv1909-12152018122D-1704021550128,-9.752272727272727,-9.8,-9.2,-10.3,0.3072040169133198
2717,7RDY-no-extra,Mrv1909-11212217312D,-9.752272727272727,-9.8,-9.6,-9.9,0.022552854122621768
2718,7RDY-no-extra,Mrv1533004241520362D,-9.75,-9.75,-9.5,-10.0,0.06395348837209283
2719,7RDY-zinc,Mrv1909-05201914332D-1704021549242,-9.75,-9.75,-9.5,-10.0,0.0602325581395347
2720,7RDY-no-extra,Mrv1909-12181921572D,-9.75,-9.75,-9.4,-10.1,0.12534883720930165
2721,7RDY-no-extra,Mrv1909-12152018142D-1704021550181,-9.75,-9.95,-9.2,-10.3,0.24441860465116377
2722,7RDY-no-extra,Mrv1652306231722462D-1704021548278,-9.75,-9.75,-9.2,-10.3,0.30953488372093163
2723,7RDY-no-extra,I0G,-9.75,-9.75,-9.7,-9.8,0.0025581395348838283
2724,7RDY-no-extra,Mrv1652310211600142D-1704021546750,-9.75,-9.75,-9.3,-10.2,0.2072093023255804
2725,7RDY-no-extra,Mrv1909-05201914502D,-9.75,-9.75,-9.5,-10.0,0.06395348837209283
2726,7RDY-zinc,Mrv1909-12041923302D,-9.75,-9.75,-9.6,-9.9,0.02302325581395373
2727,7RDY-zinc,Mrv1909-09162223172D,-9.75,-9.75,-9.5,-10.0,0.06395348837209283
2728,7RDY-zinc,I45,-9.75,-9.75,-9.6,-9.9,0.02302325581395373
2729,7RDY-no-extra,78P,-9.75,-9.75,-8.6,-10.9,1.3532558139534872
2730,7RDY-no-extra,2EQ,-9.75,-9.75,-9.3,-10.2,0.20720930232558069
2731,7RDY-zinc,Mrv0541-05041402182D,-9.75,-9.75,-9.1,-10.4,0.43232558139534744
2732,7RDY-zinc,Mrv1909-05201914522D-1704021549418,-9.75,-9.75,-9.3,-10.2,0.2072093023255804
2733,7RDY-no-extra,1208,-9.75,-9.75,-9.5,-10.0,0.024883720930232833
2734,7RDY-no-extra,Mrv1909-05201914542D,-9.75,-9.75,-9.0,-10.5,0.5755813953488373
2735,7RDY-no-extra,Mrv1909-12152018152D-1704021550215,-9.75,-9.75,-9.6,-9.9,0.02302325581395373
2736,7RDY-zinc,Mrv1909-12031915132D,-9.75,-9.75,-9.4,-10.1,0.12534883720930176
2737,7RDY-zinc,Mrv1909-11261915042D,-9.75,-9.75,-8.3,-11.2,2.151395348837207
2738,7RDY-no-extra,MMG,-9.75,-9.75,-9.7,-9.8,0.0025581395348838283
2739,7RDY-no-extra,294,-9.75,-9.75,-9.4,-10.1,0.12534883720930176
2740,7RDY-no-extra,Mrv1909-09212115122D,-9.748484848484848,-9.5,-9.4,-10.2,0.0982007575757572
2741,7RDY-no-extra,Mrv1909-03132022152D,-9.747727272727273,-9.75,-8.6,-10.9,1.3174365750528563
2742,7RDY-zinc,Mrv1652310201623362D-1704021546528,-9.747727272727273,-9.7,-9.3,-10.2,0.2053435517970393
2743,7RDY-zinc,Mrv1652310201623382D-1704021546538,-9.747727272727273,-9.7,-9.6,-9.9,0.022552854122621938
2744,7RDY-no-extra,1496,-9.747727272727273,-9.75,-9.2,-10.2,0.2095295983086678
2745,7RDY-no-extra,Mrv1718010211716202D,-9.747727272727273,-9.7,-8.5,-11.0,1.5932505285412237
2746,7RDY-no-extra,Mrv1909-11061920542D,-9.747727272727273,-9.7,-9.2,-10.3,0.30720401691332305
2747,7RDY-no-extra,Mrv1909-11022217132D,-9.747727272727273,-9.75,-9.5,-9.9,0.02394820295983111
2748,7RDY-zinc,Mrv0541-02231218162D-1704021542035,-9.747727272727273,-9.7,-9.6,-9.9,0.02255285412262188
2749,7RDY-zinc,Mrv1909-02212019192D,-9.747727272727273,-10.05,-8.2,-11.3,2.2202272727272683
2750,7RDY-zinc,Mrv1652310211600322D,-9.747727272727273,-9.75,-9.6,-9.8,0.0030179704016914453
2751,7RDY-no-extra,Mrv1909-11191922282D,-9.746666666666666,-8.899999999999999,-8.1,-11.7,2.3308505747126436
2752,7RDY-no-extra,Mrv1909-11302221352D,-9.745454545454546,-9.75,-9.2,-10.2,0.21183932346722958
2753,7RDY-zinc,LUM,-9.745454545454546,-9.7,-8.3,-11.2,2.1383509513742043
2754,7RDY-no-extra,Mrv1909-10112218162D,-9.743181818181817,-9.7,-8.8,-10.7,0.7620454545454518
2755,7RDY-zinc,391-1704021542643,-9.743181818181817,-9.7,-9.2,-10.3,0.30251057082452576
2756,7RDY-no-extra,Mrv1652310211605262D,-9.743181818181817,-9.7,-8.4,-11.1,1.846696617336152
2757,7RDY-zinc,Mrv1909-11261921392D,-9.743181818181817,-9.7,-8.9,-10.6,0.7280919661733614
2758,7RDY-no-extra,Mrv0541-02231219122D,-9.743181818181817,-9.75,-8.3,-11.1,1.7755338266384788
2759,7RDY-zinc,1IG,-9.743181818181817,-9.75,-9.5,-9.9,0.025766384778012876
2760,7RDY-no-extra,Mrv1652310201623112D-1704021546315,-9.743181818181817,-9.7,-9.6,-9.9,0.021580338266385155
2761,7RDY-zinc,468,-9.743181818181817,-9.75,-9.3,-10.1,0.13088266384778005
2762,7RDY-zinc,Mrv1909-05201915112D,-9.740909090909092,-9.85,-8.9,-10.3,0.32154334038055016
2763,7RDY-no-extra,Mrv1909-01072022182D,-9.738636363636363,-9.65,-9.3,-10.3,0.19917019027484095
2764,7RDY-no-extra,Mrv1652310201622462D-1704021546006,-9.738636363636363,-9.7,-8.6,-10.8,1.1438213530655401
2765,7RDY-zinc,Mrv0541-02241214192D-1704021542325,-9.736363636363636,-9.7,-9.2,-10.3,0.29539112050740074
2766,7RDY-no-extra,Mrv1718003271813482D,-9.736363636363636,-9.75,-9.6,-9.8,0.0051585623678647875
2767,7RDY-zinc,Mrv1909-05201915332D-1704021549671,-9.73409090909091,-9.75,-8.3,-11.0,1.6185782241014814
2768,7RDY-zinc,Mrv1652310201623052D-1704021546244,-9.73409090909091,-9.7,-9.6,-9.8,0.003229386892177655
