proteinID,ligandID,mean,median,max,min,var
7RDY-no-extra,497,-8.228409090909091,-8.2,-6.8,-8.8,0.13102272727272685
7RDY-no-extra,71,-8.227272727272727,-8.15,-7.7,-8.9,0.19235109717868376
7RDY-no-extra,577,-8.227272727272727,-8.2,-6.0,-9.6,0.8068338557993723
7RDY-no-extra,926,-8.227272727272727,-8.149999999999999,-6.8,-9.6,0.7762591431556947
7RDY-zinc,39,-8.226136363636364,-8.5,-7.0,-8.9,0.32310214211076355
7RDY-zinc,346,-8.225,-7.8,-7.4,-9.7,0.7241954022988549
7RDY-zinc,290,-8.222727272727273,-8.05,-7.8,-8.7,0.1468338557993723
7RDY-zinc,62,-8.222727272727273,-8.4,-7.6,-8.6,0.11327063740856871
7RDY-no-extra,654,-8.220454545454546,-8.15,-7.5,-8.9,0.19888714733542304
7RDY-zinc,975,-8.220454545454546,-8.149999999999999,-8.0,-8.6,0.028082549634274135
7RDY-no-extra,636,-8.219318181818181,-8.3,-7.7,-8.7,0.09146159874608167
7RDY-zinc,842,-8.217045454545454,-8.4,-7.4,-8.7,0.1851084117032405
7RDY-no-extra,604,-8.215909090909092,-8.3,-6.3,-9.0,0.27928422152560134
7RDY-no-extra,218,-8.213636363636365,-8.0,-7.5,-9.0,0.1850992685475443
7RDY-zinc,102,-8.213636363636363,-8.3,-7.1,-8.6,0.19107628004179714
7RDY-zinc,900,-8.211363636363636,-8.45,-7.0,-9.2,0.519869383490072
7RDY-no-extra,206,-8.210227272727273,-8.0,-7.0,-9.3,0.3956413270637401
7RDY-no-extra,768,-8.209090909090909,-8.1,-7.6,-8.7,0.16290491118077263
7RDY-no-extra,377,-8.207954545454546,-8.3,-7.5,-8.5,0.03890151515151465
7RDY-zinc,196,-8.206818181818182,-8.4,-7.1,-8.9,0.4098380355276902
7RDY-no-extra,274,-8.206818181818182,-8.3,-6.5,-8.9,0.5107575757575761
7RDY-zinc,825,-8.20681818181818,-8.25,-7.4,-8.7,0.14409090909090913
7RDY-no-extra,547,-8.205681818181818,-8.3,-7.1,-9.1,0.5000822884012542
7RDY-no-extra,525,-8.204545454545455,-8.0,-7.7,-8.8,0.15423197492162996
7RDY-no-extra,619,-8.204545454545455,-8.2,-7.4,-8.8,0.18135841170323952
7RDY-zinc,927,-8.202272727272726,-8.4,-6.8,-8.7,0.26735109717868416
7RDY-zinc,749,-8.201136363636364,-8.0,-7.2,-8.9,0.1936768547544404
7RDY-zinc,572,-8.201136363636364,-8.350000000000001,-7.3,-8.8,0.17988375130616555
7RDY-zinc,723,-8.201136363636364,-8.2,-7.7,-8.5,0.041492946708463915
7RDY-zinc,402,-8.198863636363637,-8.05,-7.3,-8.9,0.2191940961337518
7RDY-no-extra,227,-8.197727272727272,-8.0,-7.3,-9.3,0.43033960292581064
7RDY-zinc,679,-8.196590909090908,-8.5,-6.5,-8.6,0.2007928422152555
7RDY-no-extra,481,-8.193181818181818,-8.3,-6.5,-9.5,0.9330564263322866
7RDY-no-extra,624,-8.192045454545454,-8.2,-7.4,-9.3,0.46051071055381465
7RDY-zinc,752,-8.19090909090909,-8.1,-7.4,-9.1,0.28014629049112033
7RDY-no-extra,293,-8.188636363636364,-8.25,-7.1,-8.7,0.08561650992685502
7RDY-zinc,994,-8.188636363636364,-8.15,-7.4,-9.0,0.20561650992685518
7RDY-zinc,306,-8.188636363636364,-8.6,-6.9,-8.7,0.518949843260186
7RDY-no-extra,311,-8.182954545454546,-8.4,-6.7,-8.8,0.46120036572622747
7RDY-zinc,950,-8.180681818181817,-8.0,-7.0,-8.7,0.16272596656217322
7RDY-no-extra,584,-8.180681818181817,-8.25,-7.1,-8.9,0.22640412748171407
7RDY-no-extra,836,-8.176136363636363,-8.149999999999999,-7.6,-8.5,0.048964211076279796
7RDY-zinc,670,-8.17159090909091,-8.2,-7.1,-8.4,0.020907784743991735
7RDY-no-extra,313,-8.169318181818182,-8.3,-7.4,-8.8,0.2354845872518294
7RDY-zinc,466,-8.168181818181818,-8.1,-7.0,-8.8,0.21966562173458748
7RDY-zinc,178,-8.168181818181818,-8.4,-7.1,-8.8,0.2805851619644723
7RDY-zinc,765,-8.167045454545455,-8.3,-7.1,-9.3,0.41648772204806794
7RDY-no-extra,15,-8.165909090909091,-7.9,-6.9,-9.4,0.8376750261232994
7RDY-zinc,72,-8.164772727272727,-7.95,-7.2,-9.1,0.3551815569487988
7RDY-zinc,544,-8.164772727272727,-8.2,-7.4,-8.9,0.2521930512016725
7RDY-no-extra,744,-8.163636363636364,-8.1,-7.4,-8.9,0.2745245559038662
7RDY-no-extra,141,-8.163636363636364,-8.2,-7.3,-8.5,0.06394984326018785
7RDY-no-extra,470,-8.157954545454546,-7.7,-7.2,-9.5,0.716257836990595
7RDY-no-extra,152,-8.156818181818183,-8.1,-7.2,-8.8,0.14845872518286188
7RDY-zinc,852,-8.153409090909092,-8.3,-7.0,-8.9,0.4372296238244521
7RDY-no-extra,376,-8.153409090909092,-8.25,-6.9,-8.8,0.10274686520376174
7RDY-no-extra,735,-8.152272727272727,-8.2,-7.9,-8.5,0.02528213166144228
7RDY-zinc,49,-8.15,-8.0,-7.1,-8.8,0.1671264367816091
7RDY-zinc,435,-8.15,-7.9,-7.3,-9.3,0.4988505747126428
7RDY-zinc,902,-8.144318181818182,-8.2,-7.1,-8.8,0.18732366771159906
7RDY-no-extra,46,-8.142045454545455,-8.0,-6.4,-9.8,1.1799359979101343
7RDY-no-extra,630,-8.142045454545455,-8.1,-7.7,-8.5,0.04867163009404369
7RDY-zinc,362,-8.138636363636364,-8.25,-7.5,-8.6,0.16239811912225696
7RDY-no-extra,83,-8.137500000000001,-8.3,-6.2,-8.8,0.3317959770114946
7RDY-zinc,829,-8.134090909090908,-8.149999999999999,-7.7,-8.7,0.06641065830720978
7RDY-zinc,880,-8.132954545454545,-8.1,-6.8,-8.9,0.5323497910135846
7RDY-zinc,421,-8.132954545454545,-8.2,-7.9,-8.3,0.010740595611285214
7RDY-zinc,542,-8.131818181818183,-8.2,-6.9,-8.9,0.271159874608151
7RDY-zinc,388,-8.127272727272727,-8.15,-7.4,-8.7,0.15189132706374112
7RDY-zinc,696,-8.126136363636364,-8.05,-7.7,-8.6,0.10448145245559069
7RDY-no-extra,925,-8.125,-8.45,-6.5,-9.2,0.7924712643678159
7RDY-no-extra,55,-8.122727272727273,-8.1,-7.9,-8.6,0.03855799373040782
7RDY-no-extra,283,-8.120454545454546,-8.0,-7.3,-8.9,0.20624346917450342
7RDY-zinc,101,-8.118181818181817,-8.2,-6.7,-9.3,0.4304702194357369
7RDY-no-extra,847,-8.118181818181817,-8.25,-7.1,-8.9,0.4173667711598736
7RDY-zinc,210,-8.117045454545455,-8.05,-7.3,-8.8,0.22694749216300872
7RDY-zinc,515,-8.117045454545455,-8.0,-7.0,-9.0,0.21959117032392986
7RDY-zinc,895,-8.115909090909092,-8.2,-6.4,-9.2,0.5850313479623861
7RDY-zinc,622,-8.114772727272728,-8.4,-6.6,-8.7,0.5589746603970742
7RDY-no-extra,489,-8.113636363636363,-8.2,-7.0,-8.6,0.12234064785788919
7RDY-zinc,700,-8.10909090909091,-8.1,-7.0,-9.2,0.550261233019851
7RDY-zinc,441,-8.107954545454545,-8.2,-7.0,-8.5,0.11614289446185921
7RDY-no-extra,623,-8.106818181818182,-8.05,-7.0,-8.6,0.13604493207941487
7RDY-no-extra,580,-8.106818181818182,-8.2,-7.4,-8.6,0.11213688610240363
7RDY-no-extra,182,-8.105681818181818,-8.05,-7.6,-8.8,0.1327259665621738
7RDY-zinc,279,-8.104545454545454,-8.45,-6.8,-8.8,0.40664576802507885
7RDY-no-extra,368,-8.1,-8.2,-7.4,-8.6,0.07793103448275837
7RDY-no-extra,476,-8.1,-8.2,-6.9,-8.7,0.38712643678160935
7RDY-no-extra,734,-8.098863636363637,-8.3,-6.9,-8.6,0.1541366248693827
7RDY-zinc,412,-8.098863636363637,-8.0,-7.0,-8.4,0.061033176593521296
7RDY-no-extra,111,-8.098863636363637,-8.0,-7.0,-8.6,0.10746995820271661
7RDY-zinc,741,-8.097727272727273,-8.1,-7.2,-9.3,0.2411442006269604
7RDY-zinc,51,-8.097727272727273,-8.15,-6.6,-8.7,0.3117189132706365
7RDY-no-extra,585,-8.096590909090908,-8.05,-7.3,-8.9,0.3665399686520373
7RDY-zinc,667,-8.094318181818181,-8.05,-7.4,-8.7,0.1170937826541274
7RDY-zinc,429,-8.094318181818181,-8.0,-7.1,-8.4,0.056863897596656617
7RDY-no-extra,11,-8.094318181818181,-8.0,-7.0,-8.8,0.21502481713688654
7RDY-no-extra,252,-8.093181818181819,-8.5,-6.7,-8.9,0.6463897596656237
7RDY-zinc,779,-8.090909090909092,-8.25,-6.9,-9.0,0.49118077324973775
7RDY-no-extra,587,-8.089772727272727,-8.2,-6.6,-8.5,0.20828500522466067
7RDY-no-extra,550,-8.088636363636363,-8.4,-6.9,-8.5,0.2617084639498434
7RDY-no-extra,979,-8.088636363636363,-8.1,-7.4,-8.8,0.23871995820271696
7RDY-no-extra,338,-8.086363636363636,-8.3,-7.0,-8.8,0.37360501567398213
7RDY-zinc,75,-8.085227272727273,-8.0,-7.1,-8.9,0.3564459247648904
7RDY-zinc,697,-8.082954545454546,-8.2,-7.4,-8.6,0.18602795193312474
7RDY-no-extra,322,-8.082954545454545,-8.350000000000001,-6.7,-8.8,0.5628095611285269
7RDY-no-extra,386,-8.081818181818182,-8.15,-6.9,-8.9,0.3794357366771166
7RDY-no-extra,53,-8.081818181818182,-8.4,-6.7,-9.2,0.5192058516196443
7RDY-zinc,695,-8.080681818181818,-8.1,-7.1,-9.3,0.21973746081504694
7RDY-zinc,782,-8.076136363636364,-8.05,-6.9,-8.8,0.4912630616509932
7RDY-no-extra,415,-8.075000000000001,-8.2,-7.0,-8.9,0.3690229885057482
7RDY-no-extra,527,-8.072727272727272,-8.2,-7.0,-8.6,0.2778683385579924
7RDY-no-extra,176,-8.07159090909091,-8.1,-7.3,-8.5,0.06205721003134823
7RDY-zinc,803,-8.071590909090908,-8.25,-6.7,-8.7,0.2478043364681296
7RDY-no-extra,996,-8.069318181818183,-8.149999999999999,-7.3,-8.6,0.18123171368860966
7RDY-no-extra,161,-8.068181818181818,-7.95,-7.6,-8.9,0.19506792058516284
7RDY-no-extra,971,-8.068181818181818,-8.5,-6.7,-8.7,0.5527690700104491
7RDY-no-extra,208,-8.067045454545454,-7.9,-7.5,-8.8,0.15763714733542364
7RDY-zinc,499,-8.065822784810127,-8.0,-7.8,-8.4,0.035355404089581655
7RDY-zinc,169,-8.061363636363636,-8.149999999999999,-7.6,-8.5,0.12170846394984267
7RDY-zinc,424,-8.05909090909091,-8.05,-6.9,-8.8,0.2435945663531877
7RDY-zinc,45,-8.057954545454546,-8.05,-7.6,-8.5,0.1203957680250789
7RDY-zinc,778,-8.057954545454546,-8.1,-6.9,-8.4,0.08568312434691809
7RDY-no-extra,334,-8.056818181818182,-8.1,-6.3,-8.8,0.2167345872518283
7RDY-zinc,780,-8.056818181818182,-8.0,-7.6,-8.5,0.07558516196447235
7RDY-zinc,764,-8.055681818181817,-8.0,-7.1,-8.7,0.20617424242424193
7RDY-no-extra,918,-8.055339805825243,-8.1,-7.5,-8.9,0.10328003045878534
7RDY-no-extra,523,-8.054545454545455,-7.9,-7.7,-8.5,0.08319749216300895
7RDY-zinc,474,-8.052272727272728,-8.15,-7.3,-8.6,0.24344305120167192
7RDY-no-extra,534,-8.051136363636363,-7.949999999999999,-7.3,-8.7,0.18252742946708383
7RDY-no-extra,733,-8.051136363636363,-8.0,-6.9,-8.4,0.03241248693834899
7RDY-no-extra,399,-8.049999999999999,-8.100000000000001,-7.1,-8.8,0.3009195402298853
7RDY-no-extra,452,-8.049999999999999,-7.9,-7.4,-8.9,0.2531034482758655
7RDY-no-extra,201,-8.049999999999999,-7.9,-7.0,-9.2,0.3719540229885041
7RDY-zinc,944,-8.048863636363636,-8.0,-7.2,-8.9,0.33746995820271686
7RDY-zinc,90,-8.047727272727274,-8.2,-7.2,-8.3,0.0930982236154651
7RDY-zinc,410,-8.047727272727274,-8.0,-7.7,-8.8,0.08597178683385605
7RDY-no-extra,558,-8.047727272727274,-8.05,-6.4,-9.0,0.6547074190177637
7RDY-zinc,265,-8.047727272727274,-8.4,-7.1,-8.7,0.2864315569487986
7RDY-zinc,620,-8.047727272727274,-8.0,-6.8,-8.8,0.1429832810867294
7RDY-zinc,48,-8.047727272727272,-8.2,-7.3,-8.6,0.1862016718913271
7RDY-no-extra,611,-8.045454545454545,-8.2,-7.4,-8.5,0.16089864158829725
7RDY-zinc,953,-8.045454545454545,-7.9,-7.4,-8.7,0.16986415882967595
7RDY-zinc,96,-8.045454545454545,-8.3,-6.3,-8.9,0.719749216300942
7RDY-zinc,757,-8.044318181818182,-8.0,-7.5,-8.6,0.12709378265412766
7RDY-zinc,445,-8.044318181818182,-8.2,-6.6,-8.6,0.3790478056426322
7RDY-zinc,978,-8.043181818181818,-8.1,-7.5,-8.7,0.18937826541274724
7RDY-zinc,920,-8.040909090909091,-8.1,-7.3,-8.5,0.10198537095088793
7RDY-zinc,316,-8.039772727272727,-8.0,-6.6,-8.5,0.15943443051201642
7RDY-no-extra,869,-8.039772727272727,-8.100000000000001,-7.0,-8.6,0.22104362591431573
7RDY-zinc,186,-8.038636363636364,-8.15,-7.1,-8.8,0.2571107628004179
7RDY-zinc,31,-8.038636363636364,-8.05,-7.6,-8.6,0.06538662486938301
7RDY-no-extra,844,-8.0375,-7.9,-6.8,-9.1,0.41041666666666654
7RDY-no-extra,931,-8.0375,-7.65,-6.6,-9.9,1.1163936781609187
7RDY-no-extra,533,-8.036363636363637,-8.1,-7.7,-8.4,0.06486938349007328
7RDY-no-extra,416,-8.036363636363637,-7.8,-7.2,-8.8,0.17797283176593592
7RDY-zinc,482,-8.036363636363635,-8.0,-7.6,-8.9,0.1159038662486939
7RDY-zinc,303,-8.036363636363635,-8.1,-7.1,-8.7,0.36027168234064705
7RDY-no-extra,375,-8.035227272727273,-8.15,-7.0,-8.8,0.37035397074190235
7RDY-zinc,943,-8.035227272727273,-8.05,-6.5,-8.8,0.5032275339602891
7RDY-no-extra,966,-8.035227272727273,-8.149999999999999,-7.4,-8.4,0.10529649947753442
7RDY-no-extra,64,-8.031818181818181,-8.1,-7.4,-8.6,0.15575757575757576
7RDY-zinc,205,-8.030681818181819,-7.9,-7.3,-8.8,0.1667489550679204
7RDY-zinc,655,-8.030681818181817,-7.95,-7.3,-8.8,0.24399033437826492
7RDY-no-extra,890,-8.028409090909092,-8.149999999999999,-6.7,-9.2,0.5878043364681298
7RDY-zinc,834,-8.027272727272727,-8.1,-7.5,-8.2,0.04621564482029585
7RDY-no-extra,244,-8.023863636363636,-8.05,-7.2,-8.9,0.33655041797283136
7RDY-no-extra,699,-8.023863636363636,-8.149999999999999,-6.8,-8.7,0.36321708463949814
7RDY-no-extra,450,-8.022727272727273,-8.1,-6.9,-8.5,0.14315569487983562
7RDY-zinc,552,-8.021590909090909,-8.3,-6.4,-9.3,1.1072296238244517
7RDY-zinc,559,-8.021590909090909,-8.1,-6.9,-8.8,0.4417123824451405
7RDY-no-extra,23,-8.019318181818182,-8.0,-6.8,-8.9,0.28134665621734667
7RDY-zinc,548,-8.018181818181818,-8.1,-7.0,-8.8,0.2966771159874611
7RDY-zinc,930,-8.018181818181818,-7.95,-6.6,-8.8,0.3201253918495304
7RDY-zinc,669,-8.01590909090909,-8.0,-7.0,-8.7,0.2238819226750252
7RDY-zinc,420,-8.01590909090909,-7.95,-7.1,-8.8,0.2091692789968652
7RDY-zinc,691,-8.014772727272726,-8.05,-7.4,-8.7,0.21276776384535034
7RDY-no-extra,3,-8.013636363636364,-8.0,-7.6,-8.9,0.11682340647857849
7RDY-no-extra,546,-8.012500000000001,-8.2,-7.3,-8.4,0.1985775862068961
7RDY-zinc,220,-8.012500000000001,-8.0,-6.8,-8.6,0.2730603448275857
7RDY-zinc,344,-8.011363636363637,-8.1,-6.8,-9.0,0.5555015673981193
7RDY-zinc,254,-8.011363636363637,-8.1,-6.8,-8.5,0.278719958202717
7RDY-no-extra,980,-8.006818181818183,-7.9,-7.3,-8.6,0.14041274817136895
7RDY-zinc,223,-8.006818181818183,-8.2,-7.6,-8.5,0.08776907001044916
7RDY-no-extra,618,-8.005681818181818,-8.0,-7.2,-8.4,0.0410018286311389
7RDY-zinc,772,-8.004545454545454,-8.1,-6.5,-8.4,0.1691745036572621
7RDY-zinc,599,-8.00340909090909,-8.1,-7.2,-8.9,0.17619514106583048
7RDY-zinc,372,-7.999019607843137,-8.2,-7.0,-8.5,0.16920695010677544
7RDY-zinc,914,-7.9988636363636365,-7.8,-7.6,-8.8,0.17114811912225708
7RDY-no-extra,278,-7.9988636363636365,-7.85,-7.3,-8.4,0.12011363636363677
7RDY-zinc,893,-7.9965909090909095,-8.1,-6.8,-8.7,0.38079284221525517
7RDY-zinc,383,-7.994318181818182,-8.0,-6.3,-8.9,0.42973746081504716
7RDY-no-extra,309,-7.993181818181818,-8.1,-7.0,-8.4,0.1567345872518279
7RDY-zinc,143,-7.990909090909091,-8.0,-6.9,-8.7,0.3518704284221524
7RDY-zinc,382,-7.989772727272728,-7.95,-6.8,-8.8,0.4303539707419014
7RDY-no-extra,191,-7.989772727272728,-8.05,-7.1,-8.8,0.360239028213166
7RDY-zinc,166,-7.9875,-8.0,-7.1,-8.7,0.22777298850574726
7RDY-zinc,328,-7.9875,-8.0,-6.9,-8.5,0.14340517241379272
7RDY-no-extra,411,-7.982954545454546,-7.9,-7.4,-8.7,0.15430381400208978
7RDY-no-extra,353,-7.982954545454546,-7.9,-6.8,-8.6,0.11798197492163016
7RDY-zinc,174,-7.982954545454546,-8.05,-7.2,-8.5,0.2136141588296758
7RDY-zinc,266,-7.9818181818181815,-8.1,-7.1,-8.9,0.2649529780564269
7RDY-zinc,862,-7.9818181818181815,-8.0,-6.8,-9.1,0.676907001044932
7RDY-no-extra,538,-7.980681818181819,-7.5,-6.5,-9.3,0.6418064263322911
7RDY-no-extra,805,-7.980681818181819,-8.1,-6.8,-8.4,0.21743861024033417
7RDY-no-extra,272,-7.980681818181818,-8.4,-7.1,-8.6,0.3149098746081508
7RDY-no-extra,118,-7.979545454545455,-7.9,-6.0,-9.2,0.5299216300940439
7RDY-no-extra,291,-7.979545454545455,-7.65,-6.6,-8.9,0.3952089864158825
7RDY-no-extra,396,-7.978409090909091,-7.8,-6.4,-9.0,0.35159743991640546
7RDY-no-extra,954,-7.9772727272727275,-8.4,-6.7,-8.6,0.4348798328108678
7RDY-no-extra,106,-7.9772727272727275,-8.1,-7.4,-8.6,0.12338557993730283
7RDY-no-extra,945,-7.976136363636363,-8.1,-6.9,-8.3,0.10873432601880852
7RDY-zinc,447,-7.975,-8.1,-6.8,-8.7,0.21247126436781605
7RDY-zinc,300,-7.972727272727273,-8.15,-6.9,-9.0,0.3516614420062696
7RDY-no-extra,879,-7.972727272727273,-8.0,-7.1,-8.7,0.22844305120167213
7RDY-zinc,612,-7.972727272727273,-8.05,-6.6,-8.7,0.3291327063740859
7RDY-no-extra,593,-7.970454545454545,-8.0,-7.4,-8.3,0.0331400208986416
7RDY-zinc,957,-7.970454545454545,-8.0,-7.0,-8.4,0.11061128526645721
7RDY-no-extra,171,-7.970454545454545,-8.2,-7.0,-8.9,0.3400365726227797
7RDY-zinc,357,-7.969318181818182,-7.7,-7.4,-8.9,0.319852403343784
7RDY-no-extra,532,-7.969318181818181,-8.0,-6.5,-9.1,0.8957144723093026
7RDY-zinc,529,-7.968181818181818,-7.85,-7.3,-8.8,0.1934587251828637
7RDY-zinc,707,-7.967045454545455,-8.05,-7.1,-8.5,0.20292450365726242
7RDY-no-extra,579,-7.967045454545455,-8.2,-6.4,-8.7,0.4033842737722042
7RDY-zinc,288,-7.965909090909091,-7.949999999999999,-7.3,-8.7,0.17836468129571567
7RDY-zinc,103,-7.964772727272727,-8.05,-7.2,-8.6,0.1395493730407527
7RDY-zinc,887,-7.964772727272727,-8.3,-6.8,-8.7,0.371733281086729
