proteinID,ligandID,mean,median,max,min,var
7RDY-no-extra,899,-7.963636363636363,-7.9,-7.7,-8.3,0.037742946708463745
7RDY-zinc,912,-7.962962962962963,-7.7,-7.4,-8.6,0.14286111111111088
7RDY-no-extra,562,-7.9625,-7.95,-7.2,-8.9,0.33087643678160933
7RDY-zinc,509,-7.9625,-8.05,-7.6,-8.3,0.08926724137931011
7RDY-no-extra,154,-7.9625,-7.949999999999999,-7.2,-8.6,0.21547413793103457
7RDY-no-extra,815,-7.961363636363637,-7.949999999999999,-7.3,-8.7,0.1745820271682339
7RDY-zinc,139,-7.9602272727272725,-7.8,-6.9,-8.6,0.1261010971786832
7RDY-zinc,795,-7.9602272727272725,-7.9,-7.3,-8.8,0.2732275339602926
7RDY-no-extra,839,-7.959090909090909,-8.0,-7.3,-8.6,0.17118077324973885
7RDY-zinc,776,-7.959090909090909,-8.05,-7.2,-8.5,0.17118077324973827
7RDY-no-extra,878,-7.959090909090909,-8.0,-7.1,-8.5,0.15485893416927915
7RDY-no-extra,135,-7.959090909090909,-7.9,-7.3,-8.4,0.07807732497387739
7RDY-zinc,565,-7.956818181818181,-8.1,-6.0,-8.5,0.324780564263323
7RDY-no-extra,260,-7.9556818181818185,-8.1,-7.1,-8.6,0.2339903343782653
7RDY-zinc,586,-7.954545454545454,-8.0,-7.5,-8.2,0.0505538140020894
7RDY-zinc,215,-7.954545454545454,-7.8,-7.4,-8.9,0.13791013584117065
7RDY-zinc,884,-7.953409090909091,-8.1,-6.9,-8.3,0.10205721003134802
7RDY-no-extra,351,-7.953409090909091,-8.25,-6.6,-8.6,0.5291836468129579
7RDY-zinc,56,-7.952272727272727,-7.9,-7.1,-8.7,0.25378787878787795
7RDY-zinc,610,-7.952272727272727,-7.6,-7.2,-9.4,0.6707993730407541
7RDY-no-extra,712,-7.948863636363637,-8.1,-6.5,-8.9,0.16988375130616507
7RDY-no-extra,36,-7.947727272727272,-7.9,-7.4,-8.5,0.09378787878787893
7RDY-zinc,883,-7.947727272727272,-7.9,-7.2,-8.3,0.06298328108672896
7RDY-zinc,949,-7.947727272727272,-8.2,-6.9,-8.7,0.2514890282131674
7RDY-zinc,935,-7.946590909090909,-8.4,-6.5,-9.0,0.740677899686521
7RDY-no-extra,677,-7.945454545454546,-7.8,-7.2,-8.8,0.2372204806687562
7RDY-zinc,124,-7.944318181818182,-8.2,-7.0,-8.4,0.27582941483803664
7RDY-no-extra,819,-7.942045454545454,-7.8,-7.3,-8.8,0.29740726227795156
7RDY-no-extra,105,-7.940909090909091,-7.949999999999999,-7.1,-8.5,0.23554858934169307
7RDY-no-extra,520,-7.9409090909090905,-7.800000000000001,-7.1,-8.7,0.23899686520376226
7RDY-no-extra,250,-7.9409090909090905,-8.2,-6.6,-8.6,0.32175548589341596
7RDY-zinc,511,-7.9386363636363635,-8.1,-7.3,-8.3,0.11917972831766001
7RDY-no-extra,553,-7.935227272727272,-8.0,-7.2,-8.6,0.2515033960292599
7RDY-no-extra,297,-7.9340909090909095,-7.8,-7.4,-8.6,0.09215778474399176
7RDY-no-extra,602,-7.9340909090909095,-7.949999999999999,-7.0,-8.7,0.3498589341692791
7RDY-zinc,660,-7.931818181818182,-7.9,-7.0,-8.5,0.15943573667711639
7RDY-zinc,571,-7.931818181818182,-7.9,-6.5,-9.2,0.7286311389759662
7RDY-no-extra,999,-7.930681818181818,-7.9,-7.0,-8.6,0.19985240334378257
7RDY-no-extra,737,-7.929545454545454,-8.0,-7.0,-8.6,0.1310710553814002
7RDY-no-extra,556,-7.928409090909091,-8.1,-7.1,-8.5,0.2229767502612331
7RDY-zinc,789,-7.927272727272728,-8.149999999999999,-6.6,-9.0,0.39740856844305017
7RDY-zinc,437,-7.925,-8.2,-7.1,-8.3,0.17155172413793068
7RDY-zinc,808,-7.925,-7.6,-7.0,-8.7,0.43454022988505575
7RDY-no-extra,404,-7.923863636363635,-8.05,-6.7,-8.6,0.33517110762800423
7RDY-no-extra,426,-7.923863636363635,-8.3,-6.3,-8.6,0.7245963949843257
7RDY-no-extra,117,-7.923863636363635,-8.1,-6.2,-8.6,0.4770101880877734
7RDY-zinc,16,-7.923863636363635,-7.85,-7.5,-8.8,0.2199986938349008
7RDY-no-extra,21,-7.921590909090909,-8.05,-6.9,-8.6,0.10883881922674975
7RDY-no-extra,506,-7.921590909090909,-7.9,-7.5,-8.3,0.06148249738766991
7RDY-no-extra,47,-7.9193181818181815,-7.949999999999999,-6.7,-8.8,0.4339903343782673
7RDY-no-extra,951,-7.9193181818181815,-8.0,-7.1,-8.6,0.24502481713688654
7RDY-zinc,259,-7.9193181818181815,-7.9,-7.4,-8.7,0.04847309299895494
7RDY-no-extra,464,-7.9147727272727275,-8.0,-6.5,-8.7,0.30104362591431627
7RDY-zinc,131,-7.913636363636363,-7.9,-7.4,-8.5,0.12923719958202728
7RDY-no-extra,504,-7.913636363636363,-7.9,-7.5,-8.3,0.07705329153605
7RDY-no-extra,503,-7.9125000000000005,-7.8,-7.0,-8.8,0.32547413793103486
7RDY-zinc,397,-7.911363636363637,-7.949999999999999,-7.2,-8.5,0.23986938349007345
7RDY-no-extra,502,-7.910227272727273,-8.0,-6.6,-8.6,0.34575626959247613
7RDY-no-extra,236,-7.910227272727273,-8.1,-6.8,-8.7,0.4326528213166145
7RDY-zinc,41,-7.909090909090909,-7.9,-7.0,-8.3,0.06497387669801453
7RDY-no-extra,459,-7.907954545454545,-8.1,-6.5,-8.7,0.45499346917450345
7RDY-no-extra,870,-7.906818181818181,-8.1,-6.8,-8.7,0.4627115987460807
7RDY-zinc,237,-7.906818181818181,-8.0,-7.1,-8.2,0.07535527690700097
7RDY-no-extra,755,-7.905681818181819,-7.8,-7.0,-9.3,0.235254702194357
7RDY-zinc,249,-7.904545454545455,-8.0,-6.9,-8.7,0.4422779519331228
7RDY-no-extra,526,-7.903409090909091,-7.9,-7.0,-8.7,0.17757445141065833
7RDY-no-extra,325,-7.903409090909091,-8.05,-7.0,-8.5,0.31182732497387716
7RDY-zinc,714,-7.902272727272727,-7.9,-7.0,-8.5,0.31263845350052244
7RDY-no-extra,645,-7.901941747572815,-7.8,-7.1,-9.3,0.31744717304397635
7RDY-no-extra,512,-7.9,-7.9,-7.1,-8.6,0.21632183908046002
7RDY-zinc,475,-7.898863636363637,-7.9,-7.1,-8.6,0.21919409613375135
7RDY-no-extra,774,-7.898863636363637,-8.1,-6.9,-8.4,0.22080329153605058
7RDY-zinc,924,-7.8977272727272725,-8.2,-6.7,-8.5,0.4337878787878787
7RDY-zinc,675,-7.8977272727272725,-7.7,-6.9,-8.6,0.3556269592476493
7RDY-zinc,896,-7.8977272727272725,-8.1,-6.6,-8.4,0.17999477533960312
7RDY-zinc,561,-7.8977272727272725,-7.8,-7.2,-8.6,0.25355799373040705
7RDY-no-extra,88,-7.896590909090909,-7.65,-6.7,-9.0,0.39458594566353294
7RDY-zinc,13,-7.895454545454545,-7.8,-7.4,-8.6,0.11722048066875719
7RDY-zinc,770,-7.895454545454545,-7.7,-7.2,-8.7,0.2845768025078373
7RDY-zinc,969,-7.894318181818182,-8.149999999999999,-6.9,-8.4,0.30628918495297847
7RDY-zinc,129,-7.894318181818182,-7.85,-7.3,-8.4,0.18284090909090905
7RDY-zinc,705,-7.8931818181818185,-7.8,-6.9,-8.6,0.2296081504702195
7RDY-no-extra,381,-7.8931818181818185,-8.05,-7.1,-9.0,0.23397596656217387
7RDY-no-extra,956,-7.8931818181818185,-8.1,-6.8,-8.4,0.22753918495297815
7RDY-zinc,851,-7.892045454545454,-7.9,-7.1,-8.3,0.12625783699059645
7RDY-zinc,652,-7.889772727272728,-7.95,-6.3,-8.6,0.18713557993730404
7RDY-no-extra,889,-7.889772727272727,-7.7,-6.6,-8.7,0.265986154649946
7RDY-zinc,374,-7.889772727272727,-7.8,-7.4,-8.4,0.0698942006269592
7RDY-zinc,982,-7.8875,-7.9,-7.0,-8.5,0.2799568965517241
7RDY-zinc,653,-7.885227272727272,-8.0,-7.0,-8.5,0.17690569487983357
7RDY-no-extra,495,-7.885227272727272,-8.0,-7.3,-8.6,0.10610109717868302
7RDY-no-extra,922,-7.88409090909091,-7.9,-7.3,-8.6,0.127789968652037
7RDY-no-extra,775,-7.882954545454546,-7.9,-7.0,-8.3,0.0637291013584115
7RDY-zinc,287,-7.8825,-7.8,-6.3,-9.2,0.8184240506329115
7RDY-no-extra,824,-7.881818181818182,-7.9,-7.0,-8.7,0.2465621734587238
7RDY-zinc,179,-7.879545454545454,-7.85,-6.6,-8.7,0.37084117032392855
7RDY-no-extra,793,-7.878409090909091,-7.9,-6.9,-8.4,0.11113766980146267
7RDY-zinc,613,-7.877272727272728,-8.3,-6.4,-8.6,0.6238453500522473
7RDY-zinc,60,-7.877272727272728,-7.800000000000001,-7.4,-8.4,0.15074190177638455
7RDY-zinc,315,-7.877272727272728,-7.9,-6.8,-8.4,0.18154649947753296
7RDY-zinc,806,-7.8761363636363635,-8.05,-6.6,-8.2,0.11907915360501538
7RDY-zinc,200,-7.8761363636363635,-7.8,-7.1,-8.7,0.23310214211076244
7RDY-no-extra,663,-7.8761363636363635,-7.8,-7.5,-8.2,0.03494122257053214
7RDY-no-extra,319,-7.875,-8.2,-6.6,-8.3,0.29614942528735594
7RDY-no-extra,833,-7.8738636363636365,-7.4,-7.0,-8.7,0.4550561650992685
7RDY-zinc,882,-7.8738636363636365,-7.949999999999999,-6.6,-8.9,0.5778147857889241
7RDY-no-extra,187,-7.872727272727272,-7.8,-7.5,-8.2,0.045454545454545615
7RDY-no-extra,487,-7.8715909090909095,-7.85,-7.1,-8.5,0.2930916927899686
7RDY-no-extra,217,-7.871590909090909,-7.949999999999999,-7.4,-8.3,0.12366640543364604
7RDY-zinc,682,-7.870454545454546,-7.7,-6.9,-9.2,0.7216457680250796
7RDY-zinc,63,-7.870454545454546,-7.9,-7.2,-8.2,0.044404388714733456
7RDY-zinc,153,-7.869318181818182,-7.9,-7.1,-8.5,0.29640412748171363
7RDY-no-extra,751,-7.868181818181818,-7.8,-7.2,-8.4,0.10449320794148415
7RDY-no-extra,952,-7.867045454545454,-7.75,-6.5,-8.7,0.40660266457680244
7RDY-zinc,719,-7.867045454545454,-8.100000000000001,-6.8,-8.6,0.45924634273772236
7RDY-zinc,183,-7.865909090909091,-7.8,-7.4,-8.4,0.043422152560083735
7RDY-zinc,615,-7.865909090909091,-8.25,-6.6,-8.5,0.5250313479623856
7RDY-no-extra,937,-7.865909090909091,-7.9,-6.7,-8.6,0.353307210031348
7RDY-zinc,802,-7.86590909090909,-7.8,-7.2,-8.7,0.08572100313479612
7RDY-no-extra,855,-7.864772727272728,-7.9,-7.1,-8.2,0.09587121212121232
7RDY-no-extra,34,-7.863636363636363,-7.9,-6.8,-8.4,0.1506165099268549
7RDY-zinc,367,-7.863636363636363,-7.8999999999999995,-6.4,-8.6,0.26234064785788963
7RDY-no-extra,769,-7.861363636363637,-7.65,-6.8,-8.8,0.5327429467084679
7RDY-no-extra,350,-7.861363636363635,-7.9,-7.5,-8.1,0.02216823406478544
7RDY-zinc,10,-7.860227272727273,-7.8,-7.3,-8.4,0.22518155694879824
7RDY-no-extra,109,-7.860227272727273,-8.100000000000001,-6.5,-8.8,0.6506987983281086
7RDY-zinc,754,-7.860227272727273,-7.75,-7.0,-8.7,0.18150339602925714
7RDY-no-extra,830,-7.860227272727273,-7.8999999999999995,-7.1,-8.5,0.2996643155694856
7RDY-zinc,116,-7.860227272727273,-8.0,-6.2,-8.3,0.2403539707419019
7RDY-no-extra,458,-7.859090909090909,-7.9,-6.7,-8.9,0.2564681295715778
7RDY-no-extra,701,-7.859090909090909,-8.05,-6.8,-8.7,0.40934169278996946
7RDY-zinc,18,-7.857954545454546,-8.2,-6.5,-8.3,0.3084417450365737
7RDY-no-extra,390,-7.857954545454546,-7.85,-6.9,-8.7,0.161085423197492
7RDY-zinc,335,-7.8568181818181815,-7.9,-7.0,-8.3,0.13650470219435695
7RDY-no-extra,916,-7.8568181818181815,-7.7,-7.2,-8.9,0.28478056426332193
7RDY-zinc,378,-7.85625,-8.149999999999999,-6.6,-8.2,0.27439082278481
7RDY-zinc,791,-7.855681818181818,-7.7,-6.6,-8.5,0.23307079414837945
7RDY-zinc,304,-7.855681818181818,-7.800000000000001,-6.6,-8.7,0.6857144723093002
7RDY-zinc,704,-7.853409090909091,-7.7,-6.3,-8.6,0.42228709508882023
7RDY-zinc,240,-7.8522727272727275,-7.9,-7.4,-8.3,0.081603970741902
7RDY-zinc,54,-7.851136363636363,-7.65,-6.9,-9.0,0.28712513061650863
7RDY-no-extra,589,-7.851136363636363,-7.65,-6.3,-8.8,0.4390791536050136
7RDY-zinc,597,-7.848863636363637,-7.9,-7.3,-8.3,0.12321708463949867
7RDY-zinc,222,-7.847727272727273,-7.9,-6.9,-8.4,0.1507993730407529
7RDY-zinc,576,-7.846590909090909,-8.0,-6.7,-8.8,0.47722962382445067
7RDY-no-extra,181,-7.845454545454545,-7.75,-6.5,-8.7,0.2928526645768028
7RDY-no-extra,112,-7.844318181818181,-7.65,-7.1,-8.7,0.36640412748171336
7RDY-no-extra,136,-7.844318181818181,-8.05,-7.0,-8.3,0.217208725182863
7RDY-zinc,600,-7.843181818181819,-7.75,-7.2,-8.5,0.18983803552769102
7RDY-zinc,443,-7.843181818181819,-7.6,-6.8,-8.8,0.3181138975966549
7RDY-zinc,312,-7.843181818181819,-7.8,-6.7,-8.4,0.15052769070010408
7RDY-no-extra,355,-7.840909090909091,-8.1,-6.6,-8.6,0.4801462904911184
7RDY-no-extra,800,-7.838636363636365,-7.9,-6.6,-8.7,0.37366248693834925
7RDY-zinc,168,-7.838636363636363,-7.9,-7.1,-8.6,0.2952716823406457
7RDY-zinc,908,-7.8375,-7.8,-7.3,-8.4,0.10397988505747127
7RDY-zinc,961,-7.8375,-7.800000000000001,-6.7,-8.5,0.1722557471264368
7RDY-no-extra,226,-7.836363636363637,-7.8999999999999995,-6.8,-8.3,0.19751306165099228
7RDY-zinc,853,-7.836363636363637,-7.95,-7.3,-8.5,0.10831765935214197
7RDY-no-extra,718,-7.8352272727272725,-7.9,-7.0,-8.5,0.18460684430511956
7RDY-zinc,642,-7.834090909090909,-7.9,-7.0,-8.2,0.10916927899686572
7RDY-no-extra,861,-7.834090909090909,-7.8500000000000005,-6.6,-8.5,0.33399686520376143
7RDY-zinc,349,-7.832954545454546,-7.65,-7.2,-8.8,0.33970611285266367
7RDY-no-extra,621,-7.832954545454545,-7.85,-7.5,-8.4,0.035108411703239306
7RDY-no-extra,163,-7.832954545454545,-7.6,-6.9,-8.7,0.35441875653082533
7RDY-zinc,408,-7.832954545454545,-7.7,-7.2,-8.6,0.21189002089864073
7RDY-zinc,866,-7.831818181818181,-7.9,-6.7,-8.7,0.5120794148380343
7RDY-no-extra,564,-7.8306818181818185,-7.800000000000001,-7.0,-8.5,0.2598524033437828
7RDY-no-extra,666,-7.8306818181818185,-7.8,-7.1,-8.4,0.19180642633228828
7RDY-no-extra,539,-7.829545454545454,-7.85,-7.2,-8.4,0.10992163009404386
7RDY-no-extra,560,-7.829545454545454,-7.8,-6.8,-8.8,0.39130094043887054
7RDY-no-extra,9,-7.828409090909091,-7.9,-7.3,-8.3,0.09745950888192263
7RDY-zinc,238,-7.827272727272728,-7.9,-6.9,-8.3,0.17717868338558102
7RDY-zinc,960,-7.827272727272727,-7.85,-6.9,-8.6,0.3031556948798329
7RDY-zinc,107,-7.826136363636365,-7.8,-7.1,-8.6,0.26517110762800383
7RDY-zinc,648,-7.825,-8.05,-6.1,-8.9,1.1313218390804616
7RDY-zinc,248,-7.825,-7.9,-7.3,-8.3,0.13798850574712648
7RDY-no-extra,596,-7.823863636363637,-7.75,-6.9,-8.5,0.08597570532915355
7RDY-zinc,616,-7.822727272727272,-8.3,-6.6,-9.0,0.6070637408568443
7RDY-zinc,583,-7.822727272727272,-8.0,-7.2,-8.2,0.17143155694879794
7RDY-no-extra,784,-7.822727272727272,-7.8,-7.2,-8.4,0.1884430512016723
7RDY-no-extra,985,-7.82159090909091,-7.800000000000001,-6.7,-9.0,0.679413531870429
7RDY-zinc,637,-7.821590909090909,-7.9,-7.1,-8.6,0.2971146812957159
7RDY-no-extra,264,-7.821590909090909,-7.7,-7.0,-8.4,0.0692985893416927
7RDY-no-extra,812,-7.821590909090909,-7.6,-7.2,-8.6,0.15665491118077385
7RDY-zinc,17,-7.820454545454546,-7.8,-6.8,-8.3,0.17359979101358428
7RDY-zinc,361,-7.817045454545454,-7.800000000000001,-6.4,-8.6,0.362579676071055
7RDY-zinc,494,-7.817045454545454,-8.05,-6.6,-8.6,0.44395898641588255
7RDY-zinc,939,-7.8159090909090905,-7.65,-7.1,-8.8,0.3174451410658311
7RDY-no-extra,251,-7.8159090909090905,-7.699999999999999,-6.7,-9.0,0.49652560083594627
7RDY-zinc,262,-7.8159090909090905,-7.6,-7.0,-8.7,0.35583594566353
7RDY-no-extra,343,-7.8159090909090905,-7.8,-7.4,-8.3,0.08778996865203764
7RDY-zinc,461,-7.8136363636363635,-7.65,-5.8,-8.7,0.31038662486938345
7RDY-zinc,591,-7.8125,-7.95,-6.5,-8.5,0.32524425287356346
7RDY-no-extra,888,-7.8113636363636365,-7.75,-7.3,-8.5,0.19711076280041814
7RDY-zinc,32,-7.8113636363636365,-8.1,-6.6,-8.3,0.26906478578892307
7RDY-zinc,363,-7.8113636363636365,-7.8,-7.1,-8.5,0.339179728317659
7RDY-zinc,241,-7.8113636363636365,-8.1,-6.5,-8.7,0.4909038662486933
7RDY-no-extra,594,-7.810227272727274,-7.699999999999999,-7.3,-8.4,0.12069879832810884
7RDY-no-extra,811,-7.8090909090909095,-8.0,-6.7,-8.6,0.4366980146290488
7RDY-no-extra,777,-7.807954545454546,-8.1,-6.9,-8.7,0.35177507836990585
7RDY-zinc,549,-7.807954545454546,-7.8,-7.1,-8.2,0.05637277951933105
7RDY-no-extra,822,-7.806818181818182,-7.6,-6.5,-8.7,0.3144357366771148
7RDY-zinc,38,-7.806818181818182,-7.85,-6.9,-8.4,0.2886886102403351
7RDY-zinc,518,-7.806818181818182,-8.0,-6.9,-8.2,0.1879989550679205
7RDY-zinc,268,-7.805681818181818,-7.6,-7.1,-8.3,0.12238113897596635
7RDY-no-extra,68,-7.805681818181818,-8.05,-6.5,-8.4,0.2911167711598728
7RDY-zinc,698,-7.805681818181818,-7.65,-7.1,-9.0,0.1911167711598737
7RDY-no-extra,659,-7.804545454545454,-7.85,-7.0,-8.5,0.29170323928944397
7RDY-no-extra,231,-7.802272727272728,-7.75,-7.0,-8.4,0.2602246603970726
7RDY-zinc,400,-7.801136363636363,-7.800000000000001,-6.9,-8.6,0.32218260188087766
7RDY-no-extra,874,-7.801136363636363,-8.0,-6.8,-9.1,0.39827455590386623
7RDY-no-extra,189,-7.798863636363637,-7.9,-6.8,-8.4,0.2603435214211088
7RDY-no-extra,247,-7.798863636363635,-7.65,-7.0,-8.5,0.3178147857889224
7RDY-zinc,491,-7.796590909090909,-7.8,-6.7,-8.5,0.28217215256008377
7RDY-zinc,797,-7.795454545454546,-7.8,-6.8,-8.5,0.19170323928944616
7RDY-no-extra,479,-7.795454545454546,-7.8,-6.5,-9.0,0.7698641588296756
7RDY-zinc,905,-7.795454545454546,-7.6,-6.9,-8.9,0.44204806687565174
7RDY-no-extra,269,-7.7943181818181815,-7.75,-6.6,-8.3,0.14261102403343787
7RDY-no-extra,295,-7.793181818181818,-7.8,-7.1,-8.4,0.19558516196447248
7RDY-zinc,406,-7.793181818181818,-7.95,-6.7,-8.5,0.15512539184952978
7RDY-zinc,156,-7.7897727272727275,-7.8,-7.6,-8.3,0.022537878787878895
7RDY-no-extra,394,-7.788636363636363,-7.7,-7.3,-8.5,0.11412225705329093
7RDY-zinc,302,-7.788636363636363,-7.7,-6.8,-8.6,0.401018808777429
7RDY-zinc,703,-7.786363636363637,-7.6,-7.0,-9.5,0.31383490073145254
7RDY-no-extra,668,-7.786363636363637,-8.1,-6.1,-8.8,1.0701567398119127
7RDY-no-extra,373,-7.785227272727273,-7.9,-6.9,-8.7,0.27920454545454526
7RDY-zinc,517,-7.785227272727273,-7.800000000000001,-7.3,-8.4,0.13046891327063734
7RDY-no-extra,940,-7.785227272727273,-7.95,-6.8,-8.3,0.2389746603970743
7RDY-no-extra,84,-7.785227272727273,-7.35,-7.1,-8.6,0.36633098223615435
7RDY-no-extra,164,-7.785227272727273,-7.800000000000001,-6.8,-8.4,0.2056413270637393
7RDY-zinc,510,-7.782954545454545,-7.949999999999999,-6.5,-8.4,0.26993599791013606
7RDY-no-extra,1,-7.782954545454545,-7.75,-6.9,-8.5,0.3674072622779522
7RDY-zinc,468,-7.782954545454545,-7.7,-7.1,-8.6,0.10855668756530815
7RDY-zinc,818,-7.781818181818181,-7.8,-7.1,-8.6,0.22541274817136803
7RDY-zinc,785,-7.781818181818181,-7.7,-6.9,-8.3,0.09414838035527677
7RDY-zinc,746,-7.780681818181819,-7.9,-6.2,-8.2,0.09651907001044946
7RDY-no-extra,557,-7.780681818181819,-7.75,-6.8,-8.6,0.3323811389759673
7RDY-zinc,590,-7.780681818181819,-8.15,-6.1,-8.5,0.49008228840125395
7RDY-zinc,473,-7.780681818181819,-7.9,-6.6,-8.6,0.4916914838035521
7RDY-no-extra,392,-7.779545454545455,-7.8999999999999995,-7.1,-8.5,0.31314002089864196
7RDY-zinc,904,-7.779545454545455,-7.8,-6.9,-8.4,0.287163009404389
7RDY-zinc,257,-7.779545454545455,-7.7,-7.1,-8.3,0.2663160676532769
7RDY-zinc,339,-7.778409090909091,-7.9,-6.7,-8.5,0.286769853709509
7RDY-no-extra,486,-7.778409090909091,-7.8,-7.4,-8.3,0.06998824451410639
7RDY-no-extra,693,-7.778409090909091,-7.800000000000001,-6.5,-8.8,0.6469997387669796
7RDY-zinc,305,-7.777272727272727,-7.6,-7.3,-8.7,0.1272936259143153
7RDY-no-extra,267,-7.776136363636365,-7.9,-6.8,-8.3,0.2101136363636373
7RDY-zinc,798,-7.775,-7.9,-7.1,-8.0,0.10488505747126427
7RDY-no-extra,393,-7.775,-7.9,-6.7,-8.2,0.22488505747126433
7RDY-no-extra,687,-7.773863636363637,-8.0,-6.6,-8.4,0.3476998432601886
7RDY-zinc,385,-7.773863636363637,-7.800000000000001,-7.0,-8.5,0.16632053291536078
7RDY-no-extra,907,-7.7727272727272725,-7.8,-6.5,-8.7,0.49947753396029454
7RDY-zinc,665,-7.770454545454545,-8.05,-6.5,-8.4,0.3903814002089865
7RDY-zinc,543,-7.770454545454545,-7.9,-6.6,-8.4,0.320496342737722
7RDY-zinc,826,-7.769318181818182,-8.0,-6.5,-8.3,0.4251397596656222
7RDY-no-extra,977,-7.7681818181818185,-7.8,-7.1,-8.7,0.3573667711598744
7RDY-zinc,419,-7.7681818181818185,-7.8,-7.0,-8.4,0.13253918495297803
7RDY-no-extra,892,-7.765909090909091,-7.95,-6.9,-8.4,0.2677899686520373
7RDY-zinc,67,-7.765909090909091,-7.75,-7.2,-8.3,0.09215778474399158
7RDY-zinc,281,-7.765686274509804,-7.75,-7.3,-8.1,0.05831586099786439
7RDY-zinc,203,-7.764772727272727,-7.7,-7.5,-8.2,0.020009143155694967
7RDY-no-extra,783,-7.764772727272727,-7.7,-6.7,-8.7,0.24230799373040798
7RDY-no-extra,689,-7.764772727272727,-7.7,-7.5,-8.3,0.07839994775339607
7RDY-zinc,773,-7.763636363636365,-7.949999999999999,-6.6,-8.4,0.2841797283176594
7RDY-zinc,662,-7.763636363636365,-8.0,-6.5,-8.3,0.4798119122257059
7RDY-no-extra,292,-7.763636363636365,-7.8999999999999995,-6.5,-8.5,0.4255590386624873
7RDY-no-extra,570,-7.763636363636365,-8.100000000000001,-6.9,-8.5,0.38188087774294766
7RDY-zinc,540,-7.763636363636365,-8.05,-6.4,-8.5,0.45659352142110765
7RDY-no-extra,246,-7.7625,-7.9,-6.9,-8.8,0.3508764367816101
7RDY-no-extra,743,-7.7625,-7.6,-7.3,-8.3,0.10260057471264374
7RDY-zinc,514,-7.7625,-7.9,-7.3,-8.1,0.058462643678161154
7RDY-zinc,121,-7.761363636363637,-8.0,-6.4,-8.5,0.34860501567398156
7RDY-no-extra,827,-7.760674157303371,-7.7,-6.5,-8.4,0.17173135852911184
7RDY-zinc,190,-7.7593749999999995,-7.9,-7.0,-8.4,0.22370065789473656
7RDY-zinc,307,-7.757954545454546,-7.699999999999999,-6.9,-8.7,0.5029245036572623
7RDY-no-extra,756,-7.757954545454546,-7.75,-7.1,-8.4,0.20844174503657245
7RDY-zinc,505,-7.756818181818182,-7.85,-7.3,-8.1,0.0620219435736678
7RDY-no-extra,710,-7.756818181818182,-7.8,-6.8,-8.5,0.24615987460815025
7RDY-zinc,813,-7.755681818181818,-7.6,-7.0,-9.0,0.40042711598746145
7RDY-no-extra,715,-7.754545454545454,-7.65,-7.0,-8.5,0.19101358411703226
7RDY-no-extra,194,-7.754545454545454,-7.9,-7.0,-8.3,0.18181818181818332
7RDY-no-extra,991,-7.754545454545454,-7.9,-6.6,-8.7,0.4344618599791011
7RDY-zinc,963,-7.753409090909091,-7.7,-7.0,-8.6,0.17309169278996894
7RDY-zinc,840,-7.7534090909090905,-8.0,-6.7,-8.5,0.4011376698014629
7RDY-zinc,684,-7.7511363636363635,-7.6,-6.7,-8.7,0.3234469696969697
7RDY-zinc,80,-7.7511363636363635,-7.65,-6.8,-9.0,0.41632053291536114
7RDY-no-extra,284,-7.7511363636363635,-7.7,-6.8,-8.4,0.1604584639498435
7RDY-zinc,286,-7.7511363636363635,-7.7,-6.6,-8.8,0.4298837513061646
7RDY-zinc,25,-7.75,-7.6,-7.0,-8.7,0.22873563218390852
7RDY-no-extra,185,-7.7465909090909095,-7.7,-7.2,-8.6,0.24642502612330094
7RDY-zinc,762,-7.7465909090909095,-7.85,-6.8,-8.4,0.31585031347962333
7RDY-no-extra,37,-7.745454545454546,-7.949999999999999,-6.3,-8.3,0.4579101358411712
7RDY-zinc,110,-7.745454545454546,-7.8,-6.6,-8.4,0.4312434691745045
7RDY-zinc,554,-7.745,-7.9,-6.5,-9.0,0.43179292929292923
7RDY-zinc,125,-7.744318181818182,-7.75,-6.9,-8.3,0.15881792058516242
7RDY-no-extra,608,-7.744318181818182,-7.699999999999999,-7.4,-8.2,0.08939263322883996
7RDY-zinc,398,-7.742045454545454,-7.7,-6.6,-8.7,0.41211990595611175
7RDY-no-extra,228,-7.738636363636363,-7.85,-6.0,-8.4,0.25849007314524536
7RDY-no-extra,7,-7.738636363636363,-7.8,-6.8,-8.1,0.13412225705329173
7RDY-zinc,651,-7.7375,-7.9,-6.5,-8.7,0.5717959770114944
7RDY-no-extra,759,-7.7375,-7.65,-6.9,-8.8,0.40076149425287316
7RDY-no-extra,327,-7.736363636363637,-7.7,-6.8,-8.3,0.136823406478579
7RDY-zinc,629,-7.736363636363635,-7.5,-6.1,-9.6,1.4117659352142091
7RDY-zinc,331,-7.736363636363635,-7.9,-6.3,-8.2,0.24417972831765972
7RDY-zinc,82,-7.734090909090909,-7.8,-6.8,-8.1,0.14112330198537135
7RDY-zinc,992,-7.734090909090909,-7.9,-6.6,-8.3,0.34250261233019835
7RDY-zinc,108,-7.734090909090909,-7.7,-6.6,-8.4,0.1854911180773252
7RDY-no-extra,85,-7.732954545454546,-7.5,-6.9,-8.6,0.30499346917450354
7RDY-no-extra,932,-7.732954545454546,-7.7,-7.2,-8.3,0.11993599791013596
7RDY-no-extra,717,-7.7318181818181815,-7.6,-7.1,-8.5,0.23437826541274828
7RDY-no-extra,270,-7.730681818181818,-7.6,-7.2,-8.2,0.14789838035527653
