proteinID,ligandID,runID,affinity,rmsdLB,rmsdUB
7RE0-zinc,Mrv1572012161520342D,0,-12.3,0.000,0.000
7RE0-zinc,Mrv1572012161520342D,1,-12.3,0.000,0.000
7RE0-zinc,Mrv1572012161520342D,2,-12.3,0.000,0.000
7RE0-zinc,Mrv1572012161520342D,3,-12.3,0.000,0.000
7RE0-zinc,Mrv1572012161520342D,4,-12.3,0.000,0.000
7RE0-zinc,Mrv1572012161520342D,5,-12.3,0.000,0.000
7RE0-zinc,Mrv1572012161520342D,6,-12.3,0.000,0.000
7RE0-zinc,Mrv1572012161520342D,7,-12.3,0.000,0.000
7RE0-zinc,Mrv1572012161520342D,8,-12.3,0.000,0.000
7RE0-zinc,Mrv1572012161520342D,9,-12.3,0.000,0.000
7RE0-zinc,Mrv1572012161520342D,10,-12.3,0.000,0.000
7RE0-no-extra,Mrv1652310201623072D-1704021546258,0,-12.5,0.000,0.000
7RE0-no-extra,Mrv1652310201623072D-1704021546258,1,-12.5,0.000,0.000
7RE0-no-extra,Mrv1652310201623072D-1704021546258,2,-12.5,0.000,0.000
7RE0-no-extra,Mrv1652310201623072D-1704021546258,3,-12.5,0.000,0.000
7RE0-no-extra,Mrv1652310201623072D-1704021546258,4,-12.5,0.000,0.000
7RE0-no-extra,Mrv1652310201623072D-1704021546258,5,-12.5,0.000,0.000
7RE0-no-extra,Mrv1652310201623072D-1704021546258,6,-12.5,0.000,0.000
7RE0-no-extra,Mrv1652310201623072D-1704021546258,7,-12.5,0.000,0.000
7RE0-no-extra,Mrv1652310201623072D-1704021546258,8,-12.5,0.000,0.000
7RE0-no-extra,Mrv1652310201623072D-1704021546258,9,-12.5,0.000,0.000
7RE0-no-extra,Mrv1652310201623072D-1704021546258,10,-12.5,0.000,0.000
7RE0-no-extra,Mrv1652310201623012D-1704021546192,0,-11.7,0.000,0.000
7RE0-no-extra,Mrv1652310201623012D-1704021546192,1,-11.7,0.000,0.000
7RE0-no-extra,Mrv1652310201623012D-1704021546192,2,-11.7,0.000,0.000
7RE0-no-extra,Mrv1652310201623012D-1704021546192,3,-11.7,0.000,0.000
7RE0-no-extra,Mrv1652310201623012D-1704021546192,4,-11.7,0.000,0.000
7RE0-no-extra,Mrv1652310201623012D-1704021546192,5,-11.7,0.000,0.000
7RE0-no-extra,Mrv1652310201623012D-1704021546192,6,-11.7,0.000,0.000
7RE0-no-extra,Mrv1652310201623012D-1704021546192,7,-11.7,0.000,0.000
7RE0-no-extra,Mrv1652310201623012D-1704021546192,8,-11.7,0.000,0.000
7RE0-no-extra,Mrv1652310201623012D-1704021546192,9,-11.7,0.000,0.000
7RE0-no-extra,Mrv1652310201623012D-1704021546192,10,-11.7,0.000,0.000
7RE0-no-extra,Mrv1572004101615042D,0,-13.8,0.000,0.000
7RE0-no-extra,Mrv1572004101615042D,1,-13.8,0.000,0.000
7RE0-no-extra,Mrv1572004101615042D,2,-13.8,0.000,0.000
7RE0-no-extra,Mrv1572004101615042D,3,-13.8,0.000,0.000
7RE0-no-extra,Mrv1572004101615042D,4,-13.8,0.000,0.000
7RE0-no-extra,Mrv1572004101615042D,5,-13.8,0.000,0.000
7RE0-no-extra,Mrv1572004101615042D,6,-13.8,0.000,0.000
7RE0-no-extra,Mrv1572004101615042D,7,-13.8,0.000,0.000
7RE0-no-extra,Mrv1572004101615042D,8,-13.8,0.000,0.000
7RE0-no-extra,Mrv1572004101615042D,9,-13.8,0.000,0.000
7RE0-no-extra,Mrv1572004101615042D,10,-13.8,0.000,0.000
7RE0-no-extra,Mrv1572004111623132D,0,-13.9,0.000,0.000
7RE0-no-extra,Mrv1572004111623132D,1,-13.8,0.000,0.000
7RE0-no-extra,Mrv1572004111623132D,2,-13.8,0.000,0.000
7RE0-no-extra,Mrv1572004111623132D,3,-13.8,0.000,0.000
7RE0-no-extra,Mrv1572004111623132D,4,-13.9,0.000,0.000
