proteinID,ligandID,runID,affinity,rmsdLB,rmsdUB
7RDX-zinc,Mrv1652310211600202D-1704021546784,0,-12.8,0.000,0.000
7RDX-zinc,Mrv1652310211600202D-1704021546784,1,-12.8,0.000,0.000
7RDX-zinc,Mrv1652310211600202D-1704021546784,2,-12.9,0.000,0.000
7RDX-zinc,Mrv1652310211600202D-1704021546784,3,-12.9,0.000,0.000
7RDX-zinc,Mrv1652310211600202D-1704021546784,4,-12.9,0.000,0.000
7RDX-zinc,Mrv1652310211600202D-1704021546784,5,-12.9,0.000,0.000
7RDX-zinc,Mrv1652310211600202D-1704021546784,6,-12.9,0.000,0.000
7RDX-zinc,Mrv1652310211600202D-1704021546784,7,-13.1,0.000,0.000
7RDX-zinc,Mrv1652310211600202D-1704021546784,8,-12.9,0.000,0.000
7RDX-zinc,Mrv1652310211600202D-1704021546784,9,-12.9,0.000,0.000
7RDX-zinc,Mrv1652310211600202D-1704021546784,10,-12.8,0.000,0.000
7RDX-no-extra,Mrv1652310211600172D,0,-14.7,0.000,0.000
7RDX-no-extra,Mrv1652310211600172D,1,-14.7,0.000,0.000
7RDX-no-extra,Mrv1652310211600172D,2,-14.7,0.000,0.000
7RDX-no-extra,Mrv1652310211600172D,3,-14.7,0.000,0.000
7RDX-no-extra,Mrv1652310211600172D,4,-14.7,0.000,0.000
7RDX-no-extra,Mrv1652310211600172D,5,-14.7,0.000,0.000
7RDX-no-extra,Mrv1652310211600172D,6,-14.7,0.000,0.000
7RDX-no-extra,Mrv1652310211600172D,7,-14.6,0.000,0.000
7RDX-no-extra,Mrv1652310211600172D,8,-14.7,0.000,0.000
7RDX-no-extra,Mrv1652310211600172D,9,-14.7,0.000,0.000
7RDX-no-extra,Mrv1652310211600172D,10,-14.7,0.000,0.000
7RDX-no-extra,Mrv1718009221814542D,0,-11.5,0.000,0.000
7RDX-no-extra,Mrv1718009221814542D,1,-11.5,0.000,0.000
7RDX-no-extra,Mrv1718009221814542D,2,-11.5,0.000,0.000
7RDX-no-extra,Mrv1718009221814542D,3,-11.5,0.000,0.000
7RDX-no-extra,Mrv1718009221814542D,4,-11.5,0.000,0.000
7RDX-no-extra,Mrv1718009221814542D,5,-11.5,0.000,0.000
7RDX-no-extra,Mrv1718009221814542D,6,-11.5,0.000,0.000
7RDX-no-extra,Mrv1718009221814542D,7,-11.5,0.000,0.000
7RDX-no-extra,Mrv1718009221814542D,8,-11.5,0.000,0.000
7RDX-no-extra,Mrv1718009221814542D,9,-11.5,0.000,0.000
7RDX-no-extra,Mrv1718009221814542D,10,-11.5,0.000,0.000
7RDX-no-extra,Mrv1652310211601282D,0,-14.1,0.000,0.000
7RDX-no-extra,Mrv1652310211601282D,1,-14.1,0.000,0.000
7RDX-no-extra,Mrv1652310211601282D,2,-14.1,0.000,0.000
7RDX-no-extra,Mrv1652310211601282D,3,-14.1,0.000,0.000
