proteinID,ligandID,mean,median,max,min,var
7RDY-zinc,233,-7.0659090909090905,-7.05,-6.7,-7.5,0.1241596194503171
7RDY-no-extra,854,-7.090909090909091,-7.1,-6.9,-7.2,0.005961945031712469
7RDY-zinc,627,-7.1,-7.05,-6.7,-7.5,0.10093023255813957
7RDY-no-extra,873,-7.1068181818181815,-7.15,-6.4,-7.8,0.36669661733615244
7RDY-no-extra,532,-7.118181818181818,-7.35,-6.5,-7.6,0.24663847780126896
7RDY-no-extra,204,-7.118181818181818,-7.1,-6.2,-7.9,0.1601268498942917
7RDY-no-extra,835,-7.120454545454546,-7.15,-6.4,-7.8,0.11980443974630024
7RDY-zinc,871,-7.120454545454546,-7.0,-6.6,-7.4,0.04445560253699796
7RDY-zinc,304,-7.131818181818182,-7.05,-6.6,-7.7,0.2919873150105712
7RDY-no-extra,467,-7.134090909090909,-7.3,-6.4,-7.8,0.45764799154334046
7RDY-no-extra,658,-7.134090909090909,-7.15,-6.8,-7.4,0.035787526427061254
7RDY-no-extra,990,-7.136363636363637,-7.2,-6.3,-8.3,0.22050739957716683
7RDY-no-extra,898,-7.136363636363637,-7.1,-7.0,-7.2,0.0037632135306554316
7RDY-zinc,65,-7.15,-7.15,-6.5,-7.8,0.4323255813953491
7RDY-zinc,493,-7.156818181818181,-7.15,-6.5,-7.9,0.39878964059196675
7RDY-zinc,299,-7.156818181818181,-7.2,-6.3,-7.9,0.10623150105708254
7RDY-zinc,567,-7.159090909090909,-7.15,-6.2,-7.8,0.39084566596194525
7RDY-zinc,846,-7.163636363636363,-7.3,-6.5,-7.7,0.11911205073995772
7RDY-no-extra,635,-7.165909090909091,-7.15,-6.5,-7.6,0.16974101479915452
7RDY-zinc,324,-7.172727272727273,-7.2,-6.6,-7.7,0.07505285412262157
7RDY-no-extra,769,-7.175,-7.2,-6.8,-7.6,0.034476744186046536
7RDY-zinc,317,-7.179545454545454,-7.2,-6.7,-7.6,0.10399048625792816
7RDY-no-extra,804,-7.179545454545454,-7.2,-7.0,-7.4,0.008641649048625867
7RDY-zinc,494,-7.1840909090909095,-7.25,-6.6,-7.8,0.05532241014799151
7RDY-zinc,848,-7.1863636363636365,-6.9,-6.7,-7.7,0.1821353065539114
7RDY-zinc,683,-7.1909090909090905,-7.35,-6.6,-7.9,0.19293868921775886
7RDY-no-extra,766,-7.193181818181818,-7.25,-6.3,-7.9,0.5025105708245247
7RDY-zinc,928,-7.195454545454546,-7.25,-6.8,-7.4,0.04416490486257929
7RDY-zinc,661,-7.206818181818182,-7.1,-6.9,-7.6,0.07320824524312897
7RDY-no-extra,519,-7.211363636363637,-7.25,-5.9,-7.9,0.42149577167018987
7RDY-no-extra,716,-7.215909090909091,-7.25,-6.5,-8.0,0.4995084566596193
7RDY-zinc,816,-7.215909090909091,-7.449999999999999,-6.4,-8.0,0.47904334038055013
7RDY-zinc,617,-7.218181818181819,-7.2,-6.8,-7.6,0.04152219873150098
7RDY-zinc,78,-7.225,-7.4,-6.7,-8.0,0.10982558139534877
7RDY-no-extra,234,-7.2272727272727275,-7.25,-6.7,-7.7,0.2299365750528546
7RDY-zinc,643,-7.229545454545454,-7.3,-6.6,-7.8,0.3356183932346727
7RDY-zinc,948,-7.229545454545455,-7.25,-6.3,-8.0,0.6030602536997883
7RDY-no-extra,160,-7.2318181818181815,-7.2,-6.8,-7.8,0.16966173361522213
7RDY-zinc,910,-7.2318181818181815,-7.4,-6.5,-7.7,0.1547780126849894
7RDY-no-extra,12,-7.236363636363635,-7.25,-7.0,-7.3,0.006553911205073954
7RDY-no-extra,989,-7.238636363636363,-7.35,-6.2,-8.0,0.27265856236786484
7RDY-no-extra,708,-7.240909090909091,-7.15,-6.5,-8.0,0.3164270613107821
7RDY-zinc,50,-7.243181818181818,-7.25,-6.6,-7.8,0.17088266384777995
7RDY-zinc,363,-7.243181818181818,-7.2,-7.1,-7.4,0.009487315010570867
7RDY-zinc,571,-7.245454545454546,-7.300000000000001,-6.5,-8.0,0.36160676532769553
7RDY-no-extra,219,-7.245454545454546,-7.25,-6.7,-7.8,0.2304439746300205
7RDY-no-extra,245,-7.247727272727272,-7.5,-6.7,-7.7,0.18766913319238884
7RDY-no-extra,158,-7.25,-7.6,-6.1,-7.9,0.3225581395348842
7RDY-no-extra,681,-7.259090909090909,-7.45,-6.4,-7.9,0.30526427061310785
7RDY-no-extra,431,-7.259090909090909,-7.1,-7.1,-7.6,0.048054968287526686
7RDY-no-extra,875,-7.261363636363637,-7.35,-6.5,-7.9,0.29079809725158534
7RDY-no-extra,753,-7.261363636363637,-7.3,-6.3,-8.2,0.90242600422833
7RDY-no-extra,931,-7.263636363636365,-7.3,-6.6,-7.5,0.04050739957716702
7RDY-zinc,790,-7.265909090909091,-7.4,-6.4,-8.0,0.5446247357293874
7RDY-zinc,341,-7.265909090909091,-7.3,-7.2,-7.3,0.0022991543340380545
7RDY-zinc,360,-7.2681818181818185,-7.25,-6.7,-8.5,0.15849894291754793
7RDY-no-extra,614,-7.277272727272727,-7.300000000000001,-6.3,-8.2,0.5692389006342491
7RDY-zinc,906,-7.277272727272727,-7.4,-6.4,-8.0,0.1487737843551798
7RDY-zinc,165,-7.279545454545455,-7.3,-6.7,-7.7,0.18306025369978846
7RDY-zinc,86,-7.281818181818181,-7.300000000000001,-6.5,-8.0,0.5164059196617334
7RDY-no-extra,894,-7.281818181818181,-7.2,-6.5,-7.9,0.07640591966173338
7RDY-zinc,333,-7.284090909090909,-7.25,-6.6,-8.0,0.4799735729386898
7RDY-zinc,232,-7.284090909090909,-7.1,-6.9,-7.7,0.0892758985200844
7RDY-zinc,555,-7.288636363636363,-7.55,-5.9,-8.1,0.608472515856238
7RDY-zinc,425,-7.288636363636363,-7.25,-6.5,-8.1,0.637309725158563
7RDY-zinc,992,-7.288636363636363,-7.35,-6.6,-7.8,0.2707980972515854
7RDY-no-extra,817,-7.290909090909091,-7.3,-6.2,-8.2,0.838985200845665
7RDY-zinc,496,-7.290909090909091,-7.3,-7.1,-7.6,0.029682875264270624
7RDY-no-extra,261,-7.290909090909091,-7.25,-7.1,-7.5,0.021775898520084568
7RDY-zinc,127,-7.290909090909091,-7.3,-6.3,-7.9,0.10596194503171256
7RDY-zinc,262,-7.297727272727273,-7.35,-7.0,-7.5,0.028134249471458823
7RDY-no-extra,175,-7.3,-7.300000000000001,-6.8,-7.8,0.21395348837209255
7RDY-no-extra,122,-7.302272727272728,-7.15,-6.5,-8.3,0.4030179704016913
7RDY-no-extra,47,-7.304545454545454,-7.4,-6.7,-7.7,0.06881606765327684
7RDY-no-extra,239,-7.304545454545454,-7.4,-6.5,-7.8,0.09858350951374209
7RDY-no-extra,801,-7.304545454545454,-7.35,-6.5,-7.7,0.10230443974630005
7RDY-zinc,569,-7.3090909090909095,-7.4,-6.4,-7.6,0.07758985200845664
7RDY-no-extra,659,-7.3136363636363635,-7.3,-7.0,-7.6,0.08260042283298111
7RDY-no-extra,934,-7.3136363636363635,-7.25,-7.0,-7.7,0.05934460887949264
7RDY-zinc,513,-7.320454545454544,-7.4,-6.9,-7.6,0.07840909090909112
7RDY-no-extra,321,-7.320454545454546,-7.3,-6.6,-7.8,0.0691067653276955
7RDY-no-extra,289,-7.320454545454546,-7.3,-6.8,-7.8,0.19282769556025323
7RDY-no-extra,212,-7.322727272727272,-7.2,-7.0,-7.6,0.03528541226215649
7RDY-zinc,728,-7.325,-7.45,-6.2,-8.4,1.1186627906976752
7RDY-zinc,348,-7.329545454545454,-7.4,-6.0,-8.6,0.3556183932346725
7RDY-zinc,398,-7.334090909090909,-7.4,-6.6,-7.8,0.1920665961945032
7RDY-no-extra,671,-7.334090909090909,-7.45,-6.8,-7.8,0.08369450317124733
7RDY-no-extra,998,-7.334090909090909,-7.300000000000001,-7.0,-7.6,0.058113107822410213
7RDY-no-extra,830,-7.336363636363637,-7.2,-7.1,-7.6,0.032600422832980855
7RDY-no-extra,243,-7.336363636363637,-7.25,-6.7,-7.8,0.20562367864693426
7RDY-no-extra,993,-7.340909090909091,-7.3,-6.6,-8.1,0.5624735729386899
7RDY-no-extra,747,-7.343181818181819,-7.8,-6.7,-8.0,0.3290221987315008
7RDY-no-extra,146,-7.345454545454545,-7.25,-6.7,-8.5,0.2411416490486257
7RDY-no-extra,863,-7.345454545454545,-7.2,-7.0,-8.0,0.06067653276955585
7RDY-no-extra,850,-7.345454545454545,-7.3,-7.1,-7.8,0.02439746300211413
7RDY-no-extra,598,-7.347727272727273,-7.449999999999999,-5.9,-7.8,0.24115750528541238
7RDY-zinc,44,-7.347727272727273,-7.3,-6.9,-7.6,0.014645877378435515
7RDY-zinc,507,-7.35,-7.35,-7.3,-7.4,0.0025581395348837203
7RDY-no-extra,68,-7.35,-7.45,-6.5,-7.9,0.16069767441860447
7RDY-no-extra,628,-7.3522727272727275,-7.35,-6.7,-8.1,0.4355761099365751
7RDY-zinc,145,-7.354545454545454,-7.449999999999999,-6.5,-8.1,0.5727695560253699
7RDY-no-extra,560,-7.3568181818181815,-7.4,-6.8,-7.8,0.15646405919661752
7RDY-no-extra,275,-7.359090909090909,-7.2,-6.9,-8.6,0.21642706131078238
7RDY-zinc,58,-7.359090909090909,-7.35,-6.6,-8.0,0.41596194503171297
7RDY-no-extra,686,-7.359090909090909,-7.4,-6.8,-7.9,0.07782241014799161
7RDY-zinc,89,-7.359090909090909,-7.5,-6.5,-8.0,0.4327061310782241
7RDY-no-extra,231,-7.361363636363635,-7.35,-7.0,-7.7,0.09591437632135248
7RDY-no-extra,713,-7.361363636363635,-7.35,-7.0,-7.8,0.13451902748414366
7RDY-zinc,823,-7.365909090909091,-7.35,-6.7,-8.0,0.3609038054968294
7RDY-zinc,522,-7.365909090909091,-7.5,-6.6,-8.0,0.294392177589852
7RDY-zinc,915,-7.370454545454546,-7.4,-7.0,-7.7,0.0630602536997885
7RDY-zinc,905,-7.370454545454546,-7.4,-7.0,-7.7,0.05096723044397462
7RDY-zinc,125,-7.370454545454546,-7.4,-6.9,-7.5,0.026316067653276976
7RDY-no-extra,814,-7.370454545454546,-7.4,-6.8,-7.6,0.03003699788583527
7RDY-zinc,763,-7.372727272727274,-7.300000000000001,-6.7,-7.9,0.2401691331923887
7RDY-zinc,943,-7.375,-7.6,-6.5,-7.7,0.117267441860465
7RDY-zinc,77,-7.375,-7.4,-7.2,-7.7,0.011686046511627864
7RDY-no-extra,729,-7.379545454545454,-7.25,-6.7,-8.3,0.1974788583509511
7RDY-zinc,692,-7.379545454545454,-7.1,-6.2,-8.7,0.5318974630021148
7RDY-no-extra,471,-7.379545454545454,-7.4,-6.8,-7.8,0.11375792811839298
7RDY-zinc,639,-7.381818181818182,-7.300000000000001,-7.1,-7.7,0.07082452431289646
7RDY-no-extra,140,-7.386363636363637,-7.5,-6.7,-7.8,0.06120507399577172
7RDY-no-extra,794,-7.390909090909091,-7.4,-6.5,-8.1,0.4794503171247349
7RDY-no-extra,864,-7.3931818181818185,-7.4,-6.7,-8.4,0.1797198731501056
7RDY-no-extra,104,-7.395454545454545,-7.4,-6.7,-8.3,0.2120718816067653
7RDY-zinc,330,-7.395454545454545,-7.45,-6.8,-7.8,0.11672304439746278
7RDY-no-extra,128,-7.4,-7.2,-6.6,-8.0,0.2739534883720936
7RDY-no-extra,15,-7.4,-7.4,-6.9,-7.9,0.25581395348837216
7RDY-no-extra,413,-7.4,-7.45,-6.2,-8.0,0.36279069767441857
7RDY-zinc,405,-7.402272727272727,-7.4,-6.9,-7.9,0.16999471458773802
7RDY-zinc,838,-7.402272727272727,-7.35,-6.7,-8.1,0.19743657505285397
7RDY-no-extra,987,-7.404545454545455,-7.35,-6.6,-8.0,0.27904862579281164
7RDY-no-extra,640,-7.413636363636363,-7.75,-6.1,-8.2,0.5593446088794927
7RDY-zinc,92,-7.415909090909091,-7.35,-6.9,-7.9,0.1883456659619455
7RDY-no-extra,85,-7.415909090909091,-7.3,-6.9,-7.8,0.10183403805496832
7RDY-zinc,384,-7.418181818181818,-7.4,-7.0,-7.8,0.10338266384777982
7RDY-no-extra,114,-7.418181818181819,-7.45,-6.5,-8.0,0.32198731501057093
7RDY-no-extra,97,-7.429545454545454,-7.65,-6.2,-8.3,0.6621300211416492
7RDY-zinc,767,-7.429545454545454,-7.449999999999999,-7.0,-7.9,0.04119978858350969
7RDY-zinc,453,-7.429545454545454,-7.55,-6.2,-8.3,0.5942230443974629
7RDY-zinc,150,-7.431818181818182,-7.4,-6.8,-8.1,0.22919661733615238
7RDY-zinc,314,-7.4340909090909095,-7.4,-6.7,-8.4,0.4650898520084564
7RDY-no-extra,464,-7.4363636363636365,-7.6,-6.5,-7.7,0.12701902748414373
7RDY-no-extra,538,-7.4386363636363635,-7.5,-6.5,-7.7,0.04661205073995773
7RDY-zinc,331,-7.4409090909090905,-7.5,-6.3,-8.2,0.27689217758985124
7RDY-no-extra,925,-7.443181818181818,-7.5,-6.5,-8.3,0.6029756871035932
7RDY-zinc,732,-7.445454545454544,-7.45,-7.0,-7.9,0.12811839323467253
7RDY-no-extra,972,-7.445454545454546,-7.4,-6.9,-7.7,0.04951374207188156
7RDY-no-extra,857,-7.447727272727272,-7.45,-7.0,-7.8,0.11092494714587717
7RDY-no-extra,492,-7.45,-7.7,-5.8,-8.0,0.3965116279069759
7RDY-no-extra,189,-7.45,-7.55,-6.8,-8.0,0.21232558139534902
7RDY-zinc,395,-7.45,-7.449999999999999,-7.1,-7.8,0.12534883720930234
7RDY-zinc,2,-7.454545454545454,-7.449999999999999,-6.0,-8.0,0.27509513742071906
7RDY-zinc,70,-7.456818181818182,-7.5,-7.3,-7.6,0.0039059196617335806
7RDY-no-extra,680,-7.456818181818182,-7.4,-6.8,-8.4,0.09041754756871045
7RDY-zinc,443,-7.461363636363637,-7.6,-7.3,-7.8,0.02521670190274823
7RDY-no-extra,481,-7.463636363636363,-7.55,-6.5,-8.4,0.5349260042283301
7RDY-no-extra,37,-7.463636363636365,-7.449999999999999,-6.3,-8.3,0.6865539112050745
7RDY-zinc,615,-7.472727272727273,-7.550000000000001,-6.6,-8.3,0.7034249471458783
7RDY-zinc,656,-7.4772727272727275,-7.45,-6.9,-7.9,0.05668076109936586
7RDY-no-extra,638,-7.4772727272727275,-7.699999999999999,-6.4,-8.4,0.6422621564482043
7RDY-zinc,241,-7.479545454545454,-7.5,-6.5,-8.2,0.5365486257928116
7RDY-no-extra,194,-7.479545454545455,-7.45,-7.0,-7.9,0.14910676532769562
7RDY-zinc,472,-7.479545454545455,-7.45,-7.1,-8.0,0.14352536997885854
7RDY-zinc,310,-7.484090909090909,-7.5,-7.1,-7.7,0.051601479915433277
7RDY-zinc,130,-7.486363636363635,-7.5,-6.6,-8.2,0.522600422832981
7RDY-no-extra,172,-7.488636363636363,-7.3,-7.1,-8.1,0.11637949260042264
7RDY-no-extra,824,-7.493181818181818,-7.5,-7.0,-7.9,0.15878964059196646
7RDY-zinc,981,-7.493181818181818,-7.4,-7.2,-7.7,0.02251057082452432
7RDY-no-extra,892,-7.497727272727272,-7.5,-6.9,-8.0,0.2583668076109937
7RDY-zinc,709,-7.497727272727272,-7.55,-7.2,-7.8,0.03743657505285415
7RDY-zinc,807,-7.5,-7.550000000000001,-6.5,-8.4,0.7051162790697675
7RDY-zinc,14,-7.5,-7.5,-6.7,-8.3,0.5432558139534885
7RDY-zinc,787,-7.5,-7.5,-7.0,-8.0,0.25581395348837255
7RDY-no-extra,528,-7.5,-7.5,-7.2,-7.8,0.09209302325581391
7RDY-zinc,698,-7.5,-7.6,-7.1,-7.8,0.021395348837209217
7RDY-no-extra,827,-7.504545454545454,-7.5,-6.5,-8.3,0.10695560253699786
7RDY-no-extra,394,-7.504545454545454,-7.5,-7.3,-7.7,0.010211416490486213
7RDY-zinc,872,-7.504545454545454,-7.75,-6.6,-8.1,0.3623044397463
7RDY-zinc,401,-7.504545454545454,-7.5,-6.8,-8.0,0.20695560253699805
7RDY-no-extra,967,-7.506818181818182,-7.5,-6.6,-7.8,0.10437103594080344
7RDY-no-extra,430,-7.506818181818182,-7.5,-7.3,-8.2,0.038789640591966
7RDY-zinc,578,-7.506818181818182,-7.6,-7.2,-7.7,0.03227801268498933
7RDY-no-extra,459,-7.506818181818182,-7.8,-6.5,-8.2,0.4359989429175467
7RDY-no-extra,977,-7.509090909090909,-7.8,-7.1,-7.9,0.12735729386892197
7RDY-no-extra,477,-7.50909090909091,-7.55,-6.2,-8.3,0.6431712473572924
7RDY-zinc,665,-7.511363636363637,-7.6,-6.5,-8.3,0.5977748414376327
7RDY-zinc,96,-7.511363636363637,-7.45,-6.3,-8.5,0.7912632135306549
7RDY-no-extra,81,-7.513636363636365,-7.5,-7.0,-7.9,0.11841437632135307
7RDY-no-extra,585,-7.513636363636365,-7.5,-7.3,-7.8,0.01004228329809724
7RDY-no-extra,488,-7.5181818181818185,-7.5,-7.4,-7.7,0.015475687103594012
7RDY-no-extra,73,-7.5181818181818185,-7.85,-6.2,-8.4,0.7424524312896412
7RDY-zinc,856,-7.5181818181818185,-7.6,-5.7,-7.9,0.1740803382663847
7RDY-zinc,973,-7.5181818181818185,-7.6,-7.1,-7.8,0.04756871035940811
7RDY-zinc,895,-7.520454545454545,-7.65,-6.4,-8.2,0.250036997885835
7RDY-zinc,936,-7.520454545454545,-7.5,-6.9,-7.9,0.09375792811839319
7RDY-no-extra,938,-7.520454545454545,-7.550000000000001,-6.9,-8.0,0.20585095137420711
7RDY-zinc,653,-7.5227272727272725,-7.6,-7.0,-8.0,0.07063424947145908
7RDY-zinc,409,-7.5227272727272725,-7.55,-6.5,-8.3,0.5510993657505276
7RDY-no-extra,29,-7.5227272727272725,-7.550000000000001,-6.7,-8.1,0.28970401691331926
7RDY-no-extra,323,-7.525,-7.5,-7.4,-7.8,0.01587209302325575
7RDY-no-extra,913,-7.527272727272727,-7.5,-7.1,-8.0,0.10528541226215664
7RDY-zinc,840,-7.527272727272727,-7.55,-6.7,-8.2,0.4657505285412256
7RDY-zinc,731,-7.529545454545455,-7.5,-7.2,-7.8,0.07375792811839321
7RDY-zinc,930,-7.531818181818181,-7.5,-6.6,-7.9,0.1231501057082452
7RDY-no-extra,436,-7.531818181818181,-7.6000000000000005,-6.5,-8.4,0.7561733615221997
7RDY-zinc,818,-7.531818181818181,-7.4,-7.1,-8.0,0.14082452431289644
7RDY-no-extra,553,-7.536363636363637,-7.4,-7.2,-8.0,0.0981818181818182
7RDY-no-extra,256,-7.540909090909091,-7.55,-6.7,-8.2,0.43177589852008424
7RDY-no-extra,983,-7.540909090909091,-7.75,-6.9,-8.0,0.17596194503171245
7RDY-no-extra,23,-7.540909090909091,-7.6,-6.8,-7.9,0.07317124735729387
7RDY-zinc,893,-7.543181818181818,-7.6,-6.8,-8.1,0.321115221987315
7RDY-no-extra,843,-7.543181818181818,-7.55,-6.1,-8.1,0.14855708245243154
7RDY-no-extra,33,-7.543181818181818,-7.6,-6.9,-8.1,0.2443710359408037
7RDY-no-extra,755,-7.543181818181818,-7.5,-7.0,-7.8,0.032278012684989366
7RDY-zinc,559,-7.545454545454546,-7.5,-6.9,-8.1,0.3099788583509531
7RDY-no-extra,603,-7.545454545454546,-7.5,-6.6,-8.0,0.1736997885835095
7RDY-no-extra,117,-7.547727272727273,-7.8,-6.2,-8.5,0.6272040169133192
7RDY-zinc,939,-7.547727272727273,-7.550000000000001,-7.3,-7.8,0.057436575052854134
7RDY-zinc,445,-7.547727272727273,-7.65,-6.6,-8.1,0.2579016913319241
7RDY-zinc,202,-7.55,-7.5,-7.4,-8.1,0.030465116279069747
7RDY-no-extra,415,-7.55,-7.5,-7.0,-8.2,0.08953488372093024
7RDY-no-extra,193,-7.552272727272728,-7.699999999999999,-6.8,-8.0,0.16394820295983062
7RDY-zinc,719,-7.552272727272728,-7.550000000000001,-6.8,-8.4,0.5792970401691341
7RDY-zinc,853,-7.556818181818182,-7.550000000000001,-7.3,-7.9,0.05041754756871028
7RDY-zinc,845,-7.556818181818182,-7.95,-6.2,-8.1,0.49088266384778
7RDY-no-extra,457,-7.556818181818182,-7.3,-6.5,-8.2,0.22204545454545452
7RDY-zinc,225,-7.556818181818182,-7.6,-7.3,-7.8,0.02158033826638475
7RDY-zinc,536,-7.5613636363636365,-7.55,-7.2,-7.9,0.04382135306553907
7RDY-zinc,799,-7.5613636363636365,-7.550000000000001,-7.3,-7.9,0.0698678646934463
7RDY-no-extra,922,-7.5636363636363635,-7.55,-7.3,-7.8,0.017716701902748384
7RDY-zinc,305,-7.5636363636363635,-7.5,-7.3,-7.8,0.017716701902748332
7RDY-zinc,238,-7.5659090909090905,-7.5,-6.9,-8.1,0.1734619450317124
7RDY-zinc,771,-7.5659090909090905,-7.6,-6.8,-8.3,0.3757875264270607
7RDY-zinc,773,-7.5659090909090905,-7.9,-6.6,-8.1,0.3599735729386895
7RDY-no-extra,579,-7.5659090909090905,-7.7,-6.4,-8.4,0.3762526427061314
7RDY-no-extra,901,-7.565909090909091,-7.8500000000000005,-6.4,-8.3,0.5888107822410155
7RDY-zinc,554,-7.567924528301887,-7.5,-6.5,-9.0,0.689528301886792
7RDY-no-extra,258,-7.568181818181818,-7.45,-7.2,-8.1,0.1468710359408036
7RDY-zinc,82,-7.572727272727272,-7.7,-6.8,-8.1,0.21598308668076113
7RDY-no-extra,889,-7.572727272727272,-7.6,-6.6,-8.0,0.08295983086680779
7RDY-no-extra,119,-7.575,-7.55,-7.4,-8.0,0.02238372093023254
7RDY-no-extra,126,-7.577272727272727,-7.699999999999999,-6.6,-8.2,0.3822621564482027
7RDY-no-extra,777,-7.579545454545454,-7.55,-6.9,-8.4,0.4337579281183934
7RDY-zinc,468,-7.579545454545454,-7.5,-7.1,-7.8,0.023060253699788657
7RDY-no-extra,929,-7.579545454545454,-7.55,-6.9,-8.3,0.3291067653276948
7RDY-zinc,859,-7.584090909090909,-7.65,-6.8,-8.2,0.26788054968287517
7RDY-no-extra,625,-7.584090909090909,-7.35,-7.1,-8.2,0.2529968287526435
7RDY-no-extra,717,-7.586363636363637,-7.5,-7.2,-8.3,0.13283298097251572
7RDY-zinc,371,-7.588636363636363,-7.6,-6.6,-8.6,0.9126585623678657
7RDY-zinc,18,-7.588636363636363,-7.8,-6.5,-8.3,0.41823995771670214
7RDY-zinc,613,-7.588636363636363,-7.550000000000001,-6.4,-8.6,1.0117283298097248
7RDY-no-extra,292,-7.588636363636365,-7.6499999999999995,-6.5,-8.3,0.5335887949260055
7RDY-zinc,518,-7.590909090909091,-7.6,-6.9,-8.1,0.26689217758985256
7RDY-zinc,541,-7.590909090909091,-7.65,-6.5,-8.7,1.1436363636363631
7RDY-zinc,54,-7.593181818181819,-7.65,-6.9,-8.2,0.09227801268498946
7RDY-zinc,315,-7.595454545454545,-7.65,-6.8,-8.1,0.14509513742071944
7RDY-no-extra,282,-7.595454545454545,-7.55,-7.3,-7.9,0.039978858350951
7RDY-zinc,451,-7.597727272727273,-7.7,-6.4,-8.0,0.18766913319238873
7RDY-zinc,791,-7.597727272727273,-7.5,-6.6,-8.1,0.17883192389006336
7RDY-no-extra,562,-7.6,-7.6,-7.2,-8.0,0.1637209302325583
7RDY-no-extra,689,-7.6,-7.6,-7.5,-7.7,0.010232558139534931
7RDY-zinc,485,-7.6,-7.8,-7.1,-8.4,0.15627906976744227
7RDY-no-extra,812,-7.6,-7.6,-7.2,-7.8,0.023720930232558175
7RDY-no-extra,0,-7.6,-7.6,-6.6,-8.6,1.0232558139534895
7RDY-no-extra,345,-7.6,-7.65,-6.8,-8.2,0.2995348837209307
7RDY-zinc,358,-7.6,-7.6,-7.1,-8.0,0.08418604651162821
7RDY-zinc,20,-7.6022727272727275,-7.699999999999999,-6.7,-8.0,0.12627378435517964
7RDY-no-extra,647,-7.604545454545455,-7.65,-6.8,-8.2,0.1781183932346723
7RDY-no-extra,486,-7.604545454545455,-7.6,-7.4,-7.8,0.03253699788583489
7RDY-zinc,326,-7.604545454545455,-7.7,-7.2,-7.8,0.03718816067653278
7RDY-zinc,722,-7.6068181818181815,-7.4,-7.1,-8.0,0.07367336152219882
7RDY-zinc,798,-7.6068181818181815,-7.65,-7.1,-8.0,0.1504175475687106
7RDY-zinc,610,-7.6068181818181815,-7.6,-7.2,-8.1,0.076929175475687
7RDY-no-extra,270,-7.6068181818181815,-7.3,-7.2,-8.2,0.17274312896405894
7RDY-no-extra,588,-7.611363636363635,-7.6000000000000005,-6.6,-8.6,0.7191701902748425
7RDY-zinc,433,-7.611363636363637,-7.7,-7.2,-7.9,0.08847251585623687
7RDY-zinc,540,-7.613636363636363,-8.1,-6.4,-8.4,0.5588794926004234
7RDY-zinc,449,-7.613636363636363,-7.550000000000001,-7.0,-8.2,0.27748414376321356
7RDY-zinc,762,-7.613636363636363,-7.699999999999999,-6.8,-8.3,0.3732980972515855
7RDY-no-extra,137,-7.61590909090909,-7.85,-6.9,-8.2,0.3553224101479913
7RDY-zinc,120,-7.615909090909091,-7.800000000000001,-7.2,-8.0,0.12508985200845638
7RDY-zinc,995,-7.618181818181818,-7.7,-7.1,-8.3,0.061987315010570886
7RDY-no-extra,1000,-7.618181818181818,-7.5,-7.0,-8.5,0.28198731501057045
7RDY-no-extra,100,-7.620454545454546,-7.6,-7.3,-8.4,0.08306025369978867
7RDY-no-extra,727,-7.620454545454546,-7.65,-7.0,-8.0,0.12585095137420738
