ID,SMILES
34,N#CCN1C=C(NC(=O)C2=CC3=CC=C(OCC4=CC=CC=C4)C=C3N2)C=CC1=O
35,COC1=CC=C(N2C=CC(C(=O)NCC3=CC=C(C4=CNC(=O)C=C4)C=C3)=N2)C=C1
36,O=C(NC1=CC(NC(=O)C2=CC=CC(F)=C2C(F)F)=CC=C1)C1=CC=CC(=O)N1
37,N#CC1=CC(C2=CC(C3=NN(C4=CC=CC=N4)C=C3C(=O)O)=CC=C2)=CC=C1O
38,COC1=CC=CC(C2=CC=C(C(=O)NCC3=CC=C(C4=NC=CN4)C=C3)C(O)=N2)=C1
39,CC1=CC=C2N=CC(COC(=O)C3=NN(C4=CC=CC=C4F)C=CC3=O)=CC2=C1
40,O=C(NC1=CC2=CC=CC=C2C(=O)N1)C1=CC(C2=CC=CC=N2)=CC(F)=C1
41,O=C(NCC1=CC(OC2=CC=C(F)C(F)=C2)=CC=N1)C1=NC(OCC(F)F)=CC=C1
42,O=C(CN(C(=O)C1=NN=C(C2=CC=CC=C2)N1)C1=CC=CC=C1)NC1=CC=CC=C1
43,CC1=CC=C(OC2=CC=C(NC(=O)C3=CC=CC(C4=NNC(=O)C=C4)=C3)C=C2)N=N1
44,N#CC1=C(NC(=O)CSC2=CC=C(F)C(F)=C2)C=CN(C2=CC=CC=C2)C1=O
45,O=C(NC1=CC=CC=C1NC(=O)C1=CC=C2C=CC=CC2=N1)C1=CC(CO)=CN=C1
46,N#CC1=CC=CC=C1SC1=CC=C(NC(=O)C2=CC3=CC=CN3C(=O)N2)C=C1
47,O=C(NCC1=NN=C(C2=CC=CC=C2)O1)C1=CC(C2=C(F)C=C(F)C=C2F)=NO1
48,O=C(NCC1=CC=NC(OC2=CC=CC=C2F)=C1)C1=CC=C(C2=NC=NO2)C=C1
49,O=C(NC1=CC=NC(COC2=CC=CC=C2)=N1)C1=CC=C(N2C=CN=C2)C(F)=C1
50,NCC1=CC=C(C2=CC=CC=C2C(=O)NC2=CC=C(N3C=CNC3=O)C=C2)C=C1
51,CC1=CC=NC(C2=CC=CC(NC(=O)C3=CN(C4=C(F)C=CC=C4F)N=N3)=C2)=N1
52,O=C(OCC1=CC(C2=CC=CN=C2)=CC(F)=C1)C1=CC=NN1C1=CC=NC=C1
53,O=C(O)C1=CN=C2N=C(NC(=O)C3=CC=CC=C3C(O)C3=CC=CC=C3)C=CC2=C1
54,CN1C(=O)C=CC2=CC=C(NC(=O)NCC3=CC=C(C4=CNC(=O)C=C4)C=C3)C=C21
55,CC1=CC=C(N2C=CC(CNC(=O)C3=CC(=O)C4=CC(F)=CC(F)=C4N3)=N2)C=C1
56,COC(=O)C1=CC2=NC(NC(=O)C3=CC=C(C4=CC=CC=C4C#N)C=C3)=NN2C=C1
57,O=C(NC1=CC=C(C2=NOC(C(F)(F)F)=C2)C=C1)C1=CC2=CC=CN=C2NC1=O
58,CC1=NN(C2=CC=CC(NC(=O)NCC3=CC=C(C4=CNC(=O)C=C4)C=C3)=C2)C=C1
59,COC1=CC=C2N=C(C3=CC=CC=C3)C=C(C(=O)N(C)C3=CC=CN(C)C3=O)C2=C1
60,O=C(NC1=CN(C2=CC=C(C(F)(F)F)C=C2)N=C1)C1=NN(C2=CC=CN=C2)C=C1
61,CN(CC1=CC=CC=C1OCC1=CC=CC=C1)C(=O)C1=CC(=O)N2C=CC=CC2=N1
62,O=C(NC(C(=O)O)C1=CC=CC(C2=CC=NC=C2)=C1)C1=CC=CC2=NC(O)=CC=C12
63,COC(=O)C1=CC=C2NC=C(C(=O)CN3C=C(C4=CC=C(F)C(F)=C4)C=N3)C2=C1
64,O=C(NCC1=C(C2=CC=C(F)C=C2F)OC=N1)C1=NN(C2=CC=CC=C2)C=C1O
65,CC1=CC=CC(C2=NC=CC(NC(=O)C3=CN(CC4=CC=CC=C4)C(=O)C=C3)=N2)=N1
66,CC1=CC=C2N=C(C3=CC=CC=C3)C=C(C(=O)NCC3=C(O)C(O)=CC=N3)C2=C1
67,CN1C(=O)C=CN(CC(=O)NC2=CC=CC=C2C2=CC=C3C=CC=CC3=C2)C1=O
68,O=C(NC1=CN(CC2=CC=C(F)C=C2F)C(=O)C=C1)C1=CC=CC2=C1C(=O)NN2
69,C=C1C2=CC=CC=C2C(=O)N1CC(=O)NC1=C(C#N)C(=O)N(C2=CC=CC=C2)C=C1
70,CN1C=C(C2=CC=CC(C(=O)NC3=CC=C(OC4=CC=CC=C4C#N)N=C3)=N2)C=N1
71,O=C(CC1=CC=C(OCC2=CC=C(F)C=C2)C=C1)NC1=NC=CC2=NC=NC=C12
72,O=C(C1=CC=C(F)C(F)=C1)C1=CC=CC=C1C(=O)N1CC2=CC(F)=CN=C2C1
73,CN(CC1=CC=C(C(=O)NC2=CN=C(C3=NC=CC=N3)N=C2)C=C1)C1=CC=CC=C1
74,O=C(NC1=CC(C2=CC=NC=C2)=CNC1=O)C1=CC=C(N2C=CN=C2)C(F)=C1
75,CN(C(=O)C1=CC=C(N2C=NC3=CC=CC=C3C2=O)C=C1)C1=CN=CC(C#N)=C1
76,O=C(N[C@@H](CCO)C1=CC=C(C2=CC=CC=C2)C=C1)C1=C(F)N2C=CC=CC2=N1
77,O=C(CC1=CC=CC=C1OC1=CC=NC=C1)NCC1=CC=C(C2=NC=CN2)C=C1
78,O=C(NCC1=C(F)C=C(O)C=C1F)C1=CC=C(NC(=O)C2=CC=CC=C2)C=C1
79,COC1=CC=CC2=C1OC=C2C(=O)NC1=C(C#N)C(=O)N(C2=CC=CC=C2)C=C1
80,CN1C=NN=C1C1=NC=CC=C1C(=O)NC1=CC=C(OC2=CC=CC=C2C#N)C=C1
81,O=C(NCC1=CC=CC(C2=CC=CO2)=C1)C1=CNC(=O)N(C2=CC=CC=C2)C1=O
82,CSC1=CC=CC(C(O)C2=CC=CC(C3=CC=C4OC(=O)NC(=O)C4=C3)=C2)=C1
83,O=C(NC1=CN(CC2=CC(F)=CC=C2)C(=O)C=C1)C1=CC=CC2=C1C=NNC2=O
84,CC1=CC=C2C(O)=C(C(=O)NCCC3=CC=NC(OC4=CC=CC=C4)=C3)C=NC2=N1
85,O=C(O)C1=CN=C2N=C(NC(=O)C3=CC(C4=CC=CC=N4)=CC(F)=C3)C=CC2=C1
86,CC1=CC=CN=C1OC1=CC=C(C(=O)NCCC2=CN(C3=CC=CC=C3)N=N2)C=C1
87,N#CC1=CN(CCNC(=O)NCC2=CN(C3=CC=CC=C3)N=C2C2=CC=C(F)C=C2)N=C1
88,COC1=CC=C(C2=CC=NC=C2)C=C1C1=CC(=O)N(C2=CC=CC=C2)N=C1
89,CC1=C(NC(=O)C2=CC=CC=C2C2=NN=C(C3=CC=C(F)C=C3)O2)NC(=O)C=C1
90,CN1C=CC2=CC(NC(=O)C3=CC=C(C4=CC=CC=C4)NC3=O)=CC=C2C1=O
91,CC1=CN2C=C(C(=O)NCC3=CC=C(NC(=O)C4=CC=CC=C4O)C=C3)C=CC2=N1
92,O=C(NCC(=O)N1CCC2=CC=CC=C2C1)NCC1=CC=C(C2=CC=CC=C2)C=C1F
93,CC1=CNC(=O)N1C1=CC=CC(C(=O)NCC2=CC(OC3=CC=C(F)C(F)=C3)=CC=N2)=C1
94,O=C(NCC1=CC(OC2=CC=C(F)C(F)=C2)=CC=N1)C1=NN(C2=CC=C(F)C=C2)N=C1
95,CCOC1=CN(C2=CC=CC=C2)N=C1C(=O)N(CC(N)=O)CC1=CC=C(C2=CC=CC=C2)C=C1
96,O=C(NC1=CC=CC(NC(=O)C2=CN=C(O)C3=CN=CC=C23)=C1)C1=CC=C(F)C=C1
97,O=C(NCC1=CC(O)=CN=C1)C1=C(C2=CC=CC=C2)C(C2=CC=CC=C2)=NNC1=O
98,NC(=O)CN(CC1=CC=C(C2=CC=CC=C2)C=C1)C(=O)CC(O)(C1=CC=CC=C1)C(F)(F)F
99,N#CC1=CC(CC2=CN=C(NC(=O)C3=NN(C4=CC(F)=CC=C4)C=CC3=O)S2)=CC=C1
100,NC(=O)CN(CC1=CC=C(C2=CC=CC=C2)C=C1)C(=O)C1=CC2=CC(F)=CC=C2N1
101,CN(C(=O)C1=CC(=O)C2=C(C=CC=C2O)O1)C1=CC=CC(C(O)C2=CC=CC=C2)=C1
102,O=C(NC1=NOC=C1C1=CC=C(F)C=C1F)C1=CC(=O)N(C2=CC=CC=C2)N=C1
103,O=C(OCC1=NN(C2=CC=C(F)C=C2F)C=C1)C1=CC=CN=C1C1=CC=NC=C1
104,CN1C=C(C2=CC=CC(C(=O)NC3=C(C#N)C(=O)N(C4=CC=CC=C4)C=C3)=C2)C=N1
105,O=C(CC1=NN(C2=CC=C(F)C=C2)C=C1)NC1=CN(C2=C(F)C=CC=C2F)N=C1
106,NC(=O)C1=CC(NC(=O)C2=C(C3=CC=C(F)C(F)=C3)C=CO2)=NC2=CC=CC=C12
107,O=C(NCC1=NC=CC=C1C1=CC=CC=C1)C1=NN(C2=CC=CC(F)=C2)C=C1O
108,COC1=CC=C(C(=O)NC(C(=O)NC2=CC=C(C3=NNN=C3)C=C2)C2=CC=CC=C2)C=C1
109,COC(=O)C1=CC([C@H](C)NC(=O)C2=CC=C(C3=CC=CC=C3C3=NNN=N3)C=C2)=CC=C1OC
110,O=C(NC1=CC=C(OCC2=CN=CC=N2)C=C1)C1=CC(=O)N(C2=CC=CC=C2)N=C1
111,CN1C=CC2=CC(NC(=O)C3=CC(C4=CC=CC=C4F)=CN=C3O)=CC=C2C1=O
112,CC1=CNC(=O)N1C1=CC=CC(C(=O)NCC2=CC=C(C3=CC=CN=C3)C(F)=C2)=C1
113,O=C(OCC1=CC=C(C2=CC=C3OC(=O)NC(=O)C3=C2)C=C1)C1=CC=CC=C1O
114,COC1=CC=C(CC(NC(=O)C2=CC=C3C(=O)N(C)C(=O)NC3=C2)C2=CC=CC=C2)C=C1OC
115,O=C(NC1=CC=C(F)C(C2=CN(C3=C(F)C=CC=C3F)N=N2)=C1)C1=CC=NC=N1
116,O=C(NC(C(=O)NC1=CN(C2=NC=CC=C2Cl)N=C1)C1=CC=CC=C1)C1=CC=CC=C1
117,NC1=NN=CC(C2=CC=CC(C(=O)NCC3=CC=C(C4=CC=CC=N4)C(F)=C3)=C2)=N1
118,COC1=CC=CC(C(O)CN(CC2=CC=CC=C2)C(=O)C2=CC=C3C(=O)N(C)C(=O)NC3=C2)=C1
119,O=C(NC1=CC2=NN(C(F)F)C=C2C=C1)C1=CN(C2=CC=C(F)C=C2)C(=O)C=C1
120,O=C(NC1=NN(C2=CC(F)=CC(F)=C2)C=N1)C1=CC=C(N2C=CC=C2)C(F)=C1
121,O=C(NC1=CC=C2C(=C1)C=NN2C(F)F)C1=CN(C2=CC=CC=C2F)C(=O)C=C1
122,CC1=CC=CN2C(=O)C(C(=O)OCC3=COC(C4=CC=CC=C4C(F)(F)F)=N3)=CN=C12
123,O=C(NCC1=CC=CC2=NON=C12)C1=CC(F)=C(F)C=C1C(=O)C1=CC=CC=C1
124,CC1=CC2=CC(CNC(=O)C3=CC=C(O)C=C3C3=CC=CC=C3)=CC=C2NC1=O
125,COC1=CC=C(C(=O)C2=CC=CC=C2C(=O)NC2=CC(CO)=CC(F)=C2)C=C1F
126,O=C(NCC1=CC=C(OC2=CC=CC=C2)C=N1)C1=CN(C2=CC(O)=CC=C2)N=C1
127,O=C(NC1=CC=C(OC2=CC=CC=C2)N=C1)C1=NN(C2=CC=CC=C2)C=C1O
128,O=C(NCC1=CC=CC=C1OC1=CC=CC=N1)C1=CC(F)=CC=C1N1C=CC=N1
129,NC(=O)CN(CC1=CC=C(C2=CC=CC=C2)C=C1)C(=O)C1=COC2=CC=C(O)C=C12
130,CC(NC(=O)C1=CC=C(N2C=CC3=CC=CC=C32)C=C1)C1=CC=C(O)C(C(N)=O)=C1
131,NC(=O)CN(CC1=CC=C(C2=CC=CC=C2)C=C1)C(=O)C1=CN2C=CC(F)=CC2=N1
132,CC1=C(C2=CC=CC=C2)C=C(C(=O)NCC2=NOC(C3=CC=C(F)C=C3)=N2)C(=O)N1
133,NC(=O)CN(CC1=CC=C(C2=CC=CC=C2)C=C1)C(=O)CC1=CC=CC(OC(F)F)=C1
134,O=C(NC1=CC(=O)NC2=CC=NC=C12)C1=CC=C(C2=CC=CC=C2)C(F)=C1
135,CC1=NC2=CC=CC=C2N(CCNC(=O)C2=CC=CC(N3N=CC=C3C(F)(F)F)=C2)C1=O
136,O=C(NC1=CC=C(OC2=CC=C(CO)C=C2)C=C1)C1=CC=C2C=CN=C(O)C2=N1
137,CN(CC(=O)NC(C1=CC=CC=C1)C1=CC=CC=C1)C(=O)C1=CC=NC(C2=NNC=C2)=C1
138,CN1C(CC2=CC=CC=C2)=CN=C1C(=O)NC1=NN(C2=C(C#N)C(F)=CC=C2)C=C1
139,COC1=CC(C2=CC=CC=N2)=CC=C1NC(=O)CNC(=O)C1=CC2=CC=CC=C2N1
140,O=C(NCC1=NC=CC=C1C1=CC=C(F)C=C1)C(C1=CC=CC=C1)N1C=CC=N1
141,N[C@@H](CC1=CC=CC(NC(=O)C2=C3N=C(C4=CC=CC=C4)C=C(C(F)F)N3N=C2)=C1)C(=O)O
142,COC1=CC=C(CCNC(=O)C2=NC=CC=C2OCC2=CC=NC=C2)C2=CC=CC=C12
143,COC(=O)C1=NC(NC(=O)C2=CN(C3=CC(F)=CC=C3)N=C2)=CC2=CC=CC=C12
144,CC1=NC(O)=C2C=C(NC(=O)C3=CC(C4=C(F)C=C(F)C=C4F)=NO3)C=CC2=N1
145,NC(=O)CN(CC1=CC=C(C2=CC=CC=C2)C=C1)C(=O)CCC1=NC2=C(F)C=CC=C2N1
146,CC1=CC=CC=C1CNC1=CC=C(C(=O)NCC2=CC=C3C=CC(=O)NC3=N2)C=C1
147,O=C(CNC(=O)C1=CC=CC=N1)NC1=CC=C2N=CN(C3=CC=CC=C3)C(=O)C2=C1
148,N#CCC1=CC=C(OC2=CC=C(NC(=O)C3=CC=C(C4=NNC=N4)N=C3)C=C2)C=C1
149,CC(=O)C1=CC=CC(OCC2=CC(C(=O)NCC3=NOC(C4=CC=C(F)C=C4)=N3)=NO2)=C1
150,N#CC1=CC=C(OC2=CC(C(=O)NC3CCN(C(=O)CC4=CC=CC=C4)C3)=CC=C2)C=C1
151,CN1N=C(C2=CC=C(C#N)C=C2)C=C1C(=O)NC1=NN(C2=CC=C(F)C=C2)C=C1
152,NC(=O)C1=CC(NC(=O)C2=NOC=C2C2=CC=C(F)C=C2F)=NC2=CC=CC=C12
153,COC1=CC=CC=C1C1=CC=C(C(=O)NCC2=CNC3=CC=C(F)C=C23)C(=O)N1
154,COC(=O)C1=CC=C2N=C(C(=O)NC3=NN(C4=CC=C(F)C=C4)C=C3)C=CC2=C1
155,COC(=O)C1=CC=NC(O)=C1NC(=O)C1=CC=C(N2C=CC3=CC=CC=C32)C=C1
156,COC(=O)C1=CC=CC2=C(CNC(=O)C3=CN=C(C4=CC=CC=N4)N=C3)C=CC=C12
157,O=C(NC(CC1=CC=CC=C1)C(O)C1=CC=CC=C1)C1=CC=C2C=CN=C(O)C2=N1
158,NC1=CC(C(=O)NC2=CC(NC(=O)C3=CC4=CC=CC=C4N3)=CC=C2)=NC=C1F
159,O=C(NCC1=CN=C(C2=CC=CC=C2)C=N1)C1=CN2C=C(C(F)(F)F)N=C2C=C1
160,O=C(NC1=CC=C(C2=CC(F)=CC=C2)C=C1)NC1=CC=C2C(=O)NC(=O)NC2=N1
161,O=C(O)C1=CN(C2=CC=CC(C3=CC(CN4C=CN=C4)=CC(F)=C3)=C2)C(=O)C=C1
162,CN1N=CC2=CC=C(CNC(=O)NCC3=CC(OC4=CC=C(F)C(F)=C4)=CC=N3)C=C21
163,COC(=O)CC1=CC=C(F)C=C1C1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1
164,O=C(OCC1=CC(CC2=CC=CC=C2)=NO1)C1=CC=C(C2=NNC(=O)C=C2)C=C1
165,O=C(NCC1=CC=C(N2C=CN=C2)C=N1)C1=CC(C2=CC=CC=C2F)=CN=C1O
166,N#CC1=CC=C2N=C(CNC(=O)C3=CC=C(OC4=CC=C(F)C=C4)N=C3)NC2=C1
167,CC1=C(NC(=O)C2=CC=C(SCC3=CC=CC=C3)C=N2)C(=O)N2C=CC=CC2=N1
168,COC1=CC(C)=CC=C1CN1C(=O)NC2=CC(OCC3=CC=CC=C3)=CC=C2C1=O
169,O=C(CNC(=O)C1=NC=CC=C1O)NC(C1=CC=CC=C1)C1=CC=C(OC(F)F)C=C1
170,O=C(COC1=CC=CC(OC2=CC=CC=N2)=C1)OCC1=CC=C(N2C=CN=C2)N=C1
171,CN1C(C(=O)NC2=CC=C3C=CN=CC3=C2)=CC=C1C(=O)C1=CC=CC=C1F
172,O=C(NCC1=CC=C(O)C(F)=C1F)NC1=CC=C(N2N=NC3=CC=CC=C32)C=C1
173,O=C(NC1=CC(C2=NN=NN2)=CC=C1F)C1=CC=NC=C1OC1=CC=C(F)C=C1
174,O=C(OCC1=CC=CC=C1)C(F)(F)C1=CC=CC(C2=CC=CC3=C2NC(=O)N3)=N1
175,O=C(CC1=CC2=CN=CN2C=C1)NCC1=CC(OC2=CC=C(F)C(F)=C2)=CC=N1
176,NCC1=CC=CC=C1C1=CC=CC(C(=O)NC2=CC=CC3=C2NC(=O)C=C3)=C1
177,O=C(NC1=C(F)C(C2=CC=NC=C2)=CC=C1)C1=NC(C2=CC=CC=C2)=NO1
178,O=C(NCC1=NOC(COC2=CC=CC=C2F)=C1)NC1=CC=CC=C1CN1C=CC=N1
179,N#CC1=CC(C2=NN=C(NC(=O)C3=CC4=CC=C(F)C(F)=C4N=C3)S2)=CC=C1
180,CN1N=C(CC2=CC=CC=C2)C=C1NC(=O)C1=CC=C(C2=CN=CN=C2)C=C1F
181,N#CC1=CC=NC(N(CC2=CC=C(F)C=C2F)C(=O)C2=CNC3=CC=CN=C23)=C1
182,NC(=O)C1=CC2=CC=CC(NC(=O)C3=CC(C4=CC=CC=N4)=CC(F)=C3)=C2N1
183,N#CC1=CC(C2=CC=CC(NC(=O)C3=COC(CN4C=CC=N4)=C3)=N2)=CC(F)=C1
184,CC1=C(NC(=O)C2=NOC(C3=CC=C(C#N)C=C3F)=C2)C=CC2=NC(O)=CC=C12
185,O=C(NC1=CC=C2C(=O)NC=NC2=C1)C1=CC(C2=CC=CC=C2C(F)(F)F)=NN1
186,CN1N=C(C(=O)NCC2=CC(C3=CC(O)=CC=C3)=CC=C2)C(=O)C2=CC=CC=C21
187,CC1=CC(OCC2=CC(C#N)=CC=C2F)=CC=C1NC(=O)C1=NC2=NC=CN2C=C1
188,CN(CC1=CC=CNC1=O)C(=O)C1=CC=CC=C1C1=CC=C(CN2C=CN=C2)C=C1
189,CN1C(=O)NC2=CC(C(=O)NC3=CC=CC(Cl)=C3SC3=CC=CC=N3)=CC=C2C1=O
190,N#CCN1C=C(NC(=O)C2=CC=C3N=C(C4=CC=C(F)C=C4)NC3=C2)C=CC1=O
191,O=C(NCC1=CC=C(C2=CNC(=O)C=C2)C=C1)C1=CC(C2=CC=CC=C2)=NC(O)=C1
192,O=C(NCC1=CC=C(C2=CNC(=O)C=C2)C=C1)C1=CC=C(C2=CN=CN=C2)C=C1F
193,COC1=CC=CC(CC(NC(=O)C2=CC=CC(N3N=CC(C#N)=C3N)=C2)C2=CC=CC=C2)=C1
194,CN1C(=O)NC2=CC(C(=O)N(CC(N)=O)CC3=CC=CC(OC4=CC=CC=C4)=C3)=CC=C2C1=O
195,CC1=C(NC(=O)C2=CC=C3C(=O)N(C)C(=O)NC3=C2)C=CC=C1C(=O)NC1=CC=CC=C1
196,O=C(NC(C1=CC=CC(C(F)(F)F)=C1)C1=NN=CN1)C1=NN(C2=CC=CC=C2F)C=C1O
197,N#CC1=CC=CC=C1COC1=CC=C(C(=O)NC2=CC(=O)NC3=CN=CC=C23)C=C1
198,O=C(COC1=CC=CC(OC2=CC=CC=N2)=C1)NCC1=CC=NN1CCC1=CC=CC=C1
199,O=C(NC1=CC(C2=CC=C(F)C=C2F)=CC=C1)C1=CC=C(N2N=NNC2=O)C=C1
200,O=C(NCC1=NN=C(CC2=CC=C(F)C=C2)N1)C1=CC=C(O)C=C1C1=CC=CC=C1
201,O=C(CC1=CC=C(O)C2=CC=CC=C12)NC1=CC(NC(=O)C2=CN=CN=C2)=CC=C1
202,N#CC1=CC(COC(=O)C2=CC=C3NC(=O)N(CC4=CC=CC=C4)C3=C2)=CC=C1F
203,O=C(NC1=CN(C2=CC=CC=C2)C(=O)C=C1)C1=CC(O)=NN1C1=CC=CC=C1F
204,COC1=CC=CC(CC(NC(=O)NCCN2N=CC3=CC=CC=C3C2=O)C2=CC=CC=C2)=C1
205,O=C1C2=C(C=C(F)C(F)=C2)C(C2=CC=CC=C2)=NN1C1=C(F)C(CO)=CC=N1
206,O=C(NCC1=CC=C(C2=CNC(=O)C=C2)C=C1)C1=C(F)N(C2=CC=CC=C2)N=C1
207,COC1=CC=C(F)C=C1C1=CN=CC(COC2=CC=C(N3C=CNC3=O)C=C2)=C1
208,O=C(CC1=CC=C(N2C=CC=N2)C=C1)NC1=NC(C2=CC(F)=CC(F)=C2)=CC=N1
209,CN1C=CC(C(NC(=O)C2=CC(C3=CC=CC=C3F)=CN=C2O)C2=CC=CC=C2)=N1
210,CC1=CC=NN=C1C(=O)NC1=CC=CC(NC(=O)C2=CC3=CC(F)=CC=C3C=N2)=C1
211,COC1=CC=C(NC(=O)[C@@H](C)NC(=O)C2=CC=C(C3=CC=CC=C3C3=NNN=N3)C=C2)C=C1
212,N#CC1=C(NC(=O)C(F)(F)/C=C/C2=CC=CC=C2)C=CN(C2=CC=CC=C2)C1=O
213,NC1=CC(C(=O)NC2=CC(F)=C(N3C=CN=C3)C(F)=C2)=NN1C1=CC=C(F)C=C1
214,N#CC1=C(NC(=O)NCC2=CC=C(C3=CNC(=O)C=C3)C=C2)C2=CC=CC=C2N=C1
215,N#CC1=CC(C2=CC=CC=C2)=CC(NC(=O)CNC(=O)C2=CC=C(F)C=C2F)=C1
216,CC1=CC=C(C(O)C2=CC=CC=N2)C=C1NC(=O)C1=CN(C2=CC(O)=CC=C2)N=C1
217,O=C(NC1=CC=CN(C2=CC=CC=C2)C1=O)C1=CC=CC2=CC(O)=CC=C12
218,CC1=NC2=C(C3=CC=C(COC(=O)C4=CC=CC=C4O)C=C3)C=CC=C2C(=O)N1C
219,O=C(NC(CC1=CC=CC=C1)C1=CC=NC=C1)C1=NN(C2=CC=CC=C2)C(=O)C=C1
220,CC1=CC(NC(=O)C2=CC(F)=C(F)C=C2C(=O)C2=CC=CC=C2)=CC(C(N)=O)=C1
221,CN1C=NC=C1C1=CC(F)=CC=C1C(=O)NC1=CC=CN(C2=CC=CC=C2)C1=O
222,O=C(NC1=CC=C2N=CN(C3=CC=CC=C3)C(=O)C2=C1)C(F)(F)C1=CC=CN=C1
223,CN1N=CC=C1C1=C(C(=O)NC2=CC=CC(C3=CC=CC=C3OC(F)(F)F)=C2)N=NN1
224,O=C(NC1=CC=C(C2=CNC(=O)N2)C=C1)C1=CC=CN=C1NC1=CC=CC=C1F
225,CCN1N=C(C(=O)NCC2=CC(OC3=CC=CC(F)=C3)=CC=N2)C2=CC=CC=C2C1=O
226,O=C1NC2=CC=CC=C2C(=O)N1CC1=CC(OC2=CC=C(F)C(F)=C2)=CC=N1
227,O=C(NC1=CC=CC=C1C1=CNC=N1)C1=CN(C2=CC=CC=C2F)C(=O)C=C1
