EOS,Conformation,Affinity,Smile
EOS620,6,-6.972,CCN(CC)S(=O)(=O)c1cc(-c2n[nH]c(=O)c3c2CCCC3)ccc1C
EOS621,3,-6.696,CC12CN(C(=O)c3ccco3)CC(C)(CN(C(=O)c3ccco3)C1)C2=O
EOS622,2,-5.618,Cc1nnc(NC(=O)c2snnc2C)s1
EOS623,1,-7.31,COc1ccc(-c2noc(CCCC(=O)Nc3ccc(O)cc3)n2)cc1OC
EOS624,1,-6.544,COc1cc(C(=O)Nc2nc(-c3cccs3)ns2)cc(OC)c1OC
EOS625,2,-6.501,Cc1cccc2c1NC(=O)C2Cc1ccco1
EOS626,5,-6.364,COc1ccc(OC)c(CC2C(=O)N(C)c3ccccc32)c1
EOS627,1,-6.669,CCN1C(=O)C(Cc2ccc(F)cc2)c2ccccc21
EOS628,9,-5.336,Cc1ccc(OCC(=O)NCC2(N(C)C)CCCCC2)cc1
EOS629,8,-6.502,Cl.O=C(COc1ccccc1Cl)NCC1(N2CCOCC2)CCCCC1
EOS630,6,-6.012,Cc1ccc(C(=O)NCC2(N3CCN(C)CC3)CCCCC2)cc1
EOS631,2,-5.89,COc1ccc(CC(=O)NCc2csc(C)n2)cc1
EOS632,6,-6.224,Cc1nc(CCNC(=O)c2ccc(F)cc2)cs1
EOS633,5,-7.447,O=C(NCc1ccccc1)c1[nH]cnc1C(=O)N1CCN(Cc2ccccc2)CC1
EOS634,1,-6.627,CCOc1cccc(C(=O)N(Cc2ccco2)c2ccccn2)c1
EOS635,7,-6.116,COc1ccc(OCC(=O)N(Cc2cccs2)c2ccccn2)cc1
EOS636,4,-6.548,Cc1ccc(CN(C(=O)Nc2ccccc2)c2ccccn2)o1
EOS637,6,-6.369,CCCOc1ccc(C(=O)N2CCN(CCc3ccccn3)CC2)cc1.Cl
EOS638,4,-6.785,O=C(Cn1c(SCCOc2ccccc2)nc2ccccc21)N1CCOCC1
EOS639,2,-7.29,COc1ccccc1N1CC(c2nc3ccccc3n2CC(=O)NC(C)C)CC1=O
EOS640,8,-5.803,CCCn1c(C(C)NC(=O)c2ccco2)nc2ccccc21
EOS641,1,-6.044,CCC(=O)N1CCCC1c1nc2ccccc2n1CC
EOS642,8,-5.77,CCOc1ccc(-c2nnc(SCC(=O)NC(C)C)o2)cc1
EOS643,1,-6.581,Cc1ccccc1CS(=O)(=O)N1CCC(C(=O)N(C)C)CC1
EOS644,4,-6.131,Cc1cccc(CS(=O)(=O)N2CCC(C(=O)NCCCOC(C)C)CC2)c1
EOS645,1,-7.644,NC(=O)c1ccc(NC(=O)C2CCN(S(=O)(=O)Cc3ccc(Cl)cc3)CC2)cc1
EOS646,1,-6.736,CC(C)(C)NC(=O)C1CCN(S(=O)(=O)Cc2c(F)cccc2Cl)CC1
EOS647,9,-6.194,CCN(CC)S(=O)(=O)c1ccc(NC(=O)C2CCCN(S(=O)(=O)c3cccs3)C2)cc1
EOS648,9,-7.281,O=C(CN1c2ccc(F)cc2-c2ccccc2S1(=O)=O)NCc1cccnc1
EOS649,7,-6.833,Cc1sc2ncc(C(=O)N(Cc3ccccc3)Cc3ccccc3)c(=O)n2c1C
EOS650,3,-6.897,COc1cc(NC(=O)c2cnc3sc(C)c(C)n3c2=O)c(OC)cc1Cl
EOS651,2,-6.877,NC(=O)c1cnc2scc(-c3ccccc3)n2c1=O
EOS652,4,-7.125,COc1ccc(OC)c(-c2csc3ncc(C(=O)Nc4cccc(NC(C)=O)c4)c(=O)n23)c1
EOS653,5,-6.034,CSc1ccc(C2CC(=O)Nc3[nH]nc(C)c32)cc1
EOS654,8,-5.749,COc1cc(C2SCC(=O)Nc3[nH]nc(C)c32)cc(OC)c1O
EOS655,1,-7.476,COc1ccc(OC)c(C2CC(c3c(O)[nH]c(=O)n(C4CCCCC4)c3=O)=NN2)c1
EOS656,2,-8.14,O=c1[nH]c(O)c(C2=NNC(c3ccc4c(c3)OCO4)C2)c(=O)n1Cc1ccccc1
EOS657,9,-6.713,CC(=O)N1N=C(c2c(O)[nH]c(=O)n(C)c2=O)CC1c1ccc(O)cc1
EOS658,7,-6.918,CCOc1ccccc1NC(=O)C(C)Sc1nc2c(c(=O)[nH]1)CCC2
EOS659,1,-7.304,NC(=O)CSc1nnc(-c2cc3ccccc3[nH]2)o1
EOS660,2,-5.994,CCc1ccc(OCC(=O)NCC(c2cccs2)N2CCOCC2)cc1
EOS733,1,-6.92,CCCCC(=O)Nc1nnc(SCc2cc(=O)n3nc(C)sc3n2)s1
EOS734,4,-6.881,CC(=O)Nc1ccc2nc(SCc3cc(=O)n4c(C)csc4n3)sc2c1
EOS735,2,-7.032,O=c1ccc(-c2ccc(S(=O)(=O)NCCCN3CCN(c4ccccc4)CC3)s2)n[nH]1
EOS736,4,-7.576,Cc1csc(NC(=O)c2cc(-c3ccc(C)c(S(=O)(=O)N4CCOCC4)c3)on2)n1
EOS737,4,-7.0,COc1ccc(CNc2nccn(-c3ccc4c(c3)OCO4)c2=O)cc1OC
EOS738,5,-7.229,CN(C(=O)CSc1nccn(-c2ccc(F)cc2)c1=O)c1ccccc1
EOS739,2,-6.723,CCc1ccc(NC(=O)Cn2nc(SC)c(S(C)(=O)=O)c2N)cc1
EOS740,4,-7.946,Cc1nnc(NC(=O)CSc2nc(-c3ccccc3)nc3cc(=O)[nH]n23)s1
EOS741,2,-7.73,O=C(Nc1ccc(F)cc1F)c1cnc2sc(N3CCOCC3)nn2c1=O
EOS742,1,-6.778,CCCN(CCC)c1nn2c(=O)c(C(=O)NCc3ccc(OCC)c(OC)c3)cnc2s1
EOS743,1,-8.059,CC1CCCN(c2nn3c(=O)c(C(=O)NCc4ccc(OC(C)C)cc4)cnc3s2)C1
EOS744,3,-7.476,CC1=C(c2ccc(F)cc2)S(=O)(=O)N(CC(=O)NCc2ccc(C)o2)C1=O
