ID, NRGDock Score,smiles,idnumber,Type
PV-005254457251,-2510074.5,O=C(NCC1=CN(C2=CC=CC=C2C2=CC=CC=C2)N=N1)C1=CC(F)=CN=C1O,PV-005254457251,M
PV-009381123355,-2509533.5,CN1C=C(CCC(=O)NC2=C(C#N)C(=O)N(C3=CC=CC=C3)C=C2)C2=CC=CC=C21,PV-009381123355,M
PV-007846702831,-2509087.25,CN1C(C2=CC=C(C(=O)NC3=CC=C(OCC4=CC=CC=C4)N=C3)C=C2)=NNC1=O,PV-007846702831,S
Z1539795919,-2508777.0,COC(=O)C(NC(=O)C1=CC=NC(OCC2=CC=CC=C2)=C1)C1=CC=C(F)C=C1F,Z1539795919,S
PV-005674539538,-2507901.5,O=C(NC1=CNN=C1C1=CN=CC=N1)C1=CC(COC2=CC(F)=CC=C2)=CC=C1,PV-005674539538,M
Z6477817564,-2507065.75,N#CC1=CC=C(O)C(C2=CC(=O)N3C=CC=C(OCC4=CC=CC=C4)C3=N2)=C1,Z6477817564,M
PV-007312614305,-2506792.0,O=C(NCC(NC(=O)C1=CC=C2C=NC=CC2=C1)C1=CC=CC=C1F)C1=CNC=C1,PV-007312614305,M
Z136290926,-2505925.75,CCN(CC)CC(NC(=O)C1=CC=C(N2C=NC3=CC=CC=C3C2=O)C=C1)C1=CC=CC=C1,Z136290926,S
PV-004250431141,-2504912.25,O=C(NC1=CC(F)=C(N2C=CN=C2)C(F)=C1)C1=CN(C2=CC(O)=CC=C2)N=C1,PV-004250431141,M
Z1314239370,-2502910.5,COC1=CC=C(CC(NC(=O)C2=NN=C3C=CC=CC3=C2N)C2=CC=CC=C2)C=C1OC,Z1314239370,S
PV-005297218496,-2502683.75,O=C(CC1=NOC(C2=CC=CC(C3=NNC(=O)C=C3)=C2)=N1)NC1=CC=CC=C1F,PV-005297218496,M
PV-008172891455,-2500282.25,NCC1=CC=C(C2=CC=CC=C2C(=O)NC2=CC=C3C=CNC(=O)C3=C2)C=C1,PV-008172891455,S
Z1534158984,-2499460.5,COC(=O)C(NC(=O)C1=CN(C2=CC=CC(C(F)(F)F)=C2)N=N1)C1=CC=C(F)C=C1F,Z1534158984,S
Z2093121597,-2499390.25,COC1=CC=CC(C(F)(F)CNC(=O)CC(O)C2=CC=C(OCC3=CC=CC=C3)C=C2)=N1,Z2093121597,M
PV-008275670756,-2499107.5,CN(CC1=CC=C(C(=O)NC2=CC=C(N3C=NN=N3)C(F)=C2)C=C1)C1=CC=CC=C1,PV-008275670756,S
Z2207744445,-2492130.0,N#CC1=CC=C(C(=O)NCC(=O)NCC2=CC=C(C3=CC=CC=C3)C=C2F)C=C1,Z2207744445,S
Z1926621185,-2491121.5,O=C(NC1=CC=C(OC2=CC=CC=C2)N=C1)C1=CN=NN1C1=CC(F)=CC=C1,Z1926621185,M
PV-006739802289,-2489394.25,N#CC1=CC(F)=CC(CN2C(=O)N(C3=CC=C(C(=O)O)C=C3)C3=CC=CC=C32)=C1,PV-006739802289,M
Z1952505051,-2487683.0,COC1=CC=CC(CC(NC(=O)C2=CC=C(N3C=CN=C3)C=N2)C2=CC=CC=C2)=C1,Z1952505051,M
PV-006184200383,-2487621.0,O=C(NC1=CC=C(CO)C=C1CO)C1=CC=C(N2C=CC3=CC=CC=C32)C=C1,PV-006184200383,M
PV-007468918682,-2487089.5,COC(=O)C1=CC(C)=C2C=C(C(=O)NC3=CN=C(C4=CC(O)=CC=C4)N=C3)NC2=C1,PV-007468918682,S
PV-004914047797,-2486892.75,O=C(NC1=CC=C(N2C=CC(=O)N2)C(F)=C1)C1=CC2=C(NC(=O)C=C2)C(F)=C1,PV-004914047797,M
Z1334416457,-2845434.75,O=C(NCC1=CC(OC2=CC=C(F)C(F)=C2)=CC=N1)C1=CC(=O)NC2=CC=C(F)C=C12,Z1334416457,S
Z2032639533,-2808982.5,NC(=O)CN(CC1=CC=C(C2=CC=CC=C2)C=C1)C(=O)C1=NN(C2=CC=CC(F)=C2)C=C1O,Z2032639533,S
PV-007460487165,-2804440.0,O=C(NC1=CC=C(F)C(C2=CC=CC=C2)=C1)C1=NN(C2=CC=CC=C2)C(=O)C=C1O,PV-007460487165,S
PV-007990109447,-2713140.25,O=C(NC1=CC=CN=C1)C1=CC=C(NC(=O)C2=CC3=C(NC(=O)C=C3)C(F)=C2)C=C1,PV-007990109447,M
PV-008005805600,-2707730.0,O=C(NC1=CC=C(NC(=O)C2=CC(O)=CC=C2)N=C1)C1=CN=C2C(F)=CC=CC2=C1,PV-008005805600,S
PV-009899563110,-2705952.25,O=C(NCC1=CC=C(C2=CN=CN=C2)C=C1)C1=CN(C2=CC(F)=CC=C2)C(=O)C=C1,PV-009899563110,S
PV-007660692684,-2704729.25,N#CC1=CC=CC=C1OC1=CC=C(NC(=O)C2=CC=CC3=C2C=NNC3=O)C=C1F,PV-007660692684,M
PV-007578739093,-2702653.75,O=C(NC1=CN=CC=C1OC1=CC=CC=C1)C1=NN(C2=CC=CC=C2F)C=CC1=O,PV-007578739093,S
Z806835110,-2670632.75,CC1=CC=C2OC(C(=O)N(CC(N)=O)CC3=CC=C(C4=CC=CC=C4)C=C3)=CC(=O)C2=C1,Z806835110,M
Z1972080100,-2668494.75,NC(=O)CN(CC1=CC=C(C2=CC=CC=C2)C=C1)C(=O)C1=CC2=CC=CC=C2C(=O)O1,Z1972080100,S
Z1411384423,-2639928.5,NC(=O)C1=CC=C(CSC2=NC=CC=C2C(=O)NCC2=C(C3=CC=CC=C3)OC=N2)C=C1,Z1411384423,S
PV-006653925122,-2637293.0,O=C(NC1=CC=C(C2=CNC(=O)N2)C=C1)C1=CC=C(OC2=CC(F)=CC=C2)C=N1,PV-006653925122,S
PV-007993511559,-2625777.0,CN(CC1=CC=CNC1=O)C(=O)C1=CC=C(N2N=CC=C2C2=CC=C(F)C=C2)C=C1,PV-007993511559,M
PV-005228146608,-2614318.0,O=C(NC1=CC=C(C2=CNC(=O)N2)C=C1)C1=CN(C2=CC=CC=C2F)C(=O)C=C1,PV-005228146608,S
Z7663592394,-2605923.5,CN1C=NC2=CC=C(C(=O)NC3=CC=C(OC4=CC=CC=C4)C(C#N)=C3)C=C2C1=O,Z7663592394,S
PV-005856175865,-2599406.0,O=C(NC1=CC=C(C2=CNC(=O)N2)C=C1)C1=CC(CC2=CC=CC=C2)=CC=C1O,PV-005856175865,S
Z806833632,-2596497.25,NC(=O)CN(CC1=CC=C(C2=CC=CC=C2)C=C1)C(=O)CN1N=CC2=CC=CC=C2C1=O,Z806833632,S
PV-008275121083,-2588883.0,O=C(NC1=NC(C2=CC(F)=CC(F)=C2)=CC=N1)C1=NN(C2=CC(F)=CN=C2)C=C1,PV-008275121083,M
PV-004613666780,-2588798.75,O=C(NC1=CC=C(C2=CC=NC=C2)N=C1)C1=NN(C2=CC(F)=CC(F)=C2)C=C1,PV-004613666780,M
PV-007071806940,-2585871.75,O=C(NCC1=CC=C(OC2=CC(F)=CC=C2)C=C1)C1=C(F)C2=C(C=C1)NC(=O)N2,PV-007071806940,M
Z7679000797,-2584892.25,O=C(NCC1=NOC(C2=CC=C(F)C=C2F)=C1)C1=CC=CN=C1C1=CC=NC=C1,Z7679000797,S
PV-007639984377,-2582102.5,CN1C(C(=O)NCC2=CNN=C2C2=CC=CC=C2)=CC=C1C(=O)C1=CC=CC=C1F,PV-007639984377,M
Z2195185893,-2581182.0,NC1=NC=CC(C(F)(F)F)=C1C(=O)NC(CC1=CC=C(O)C=C1)C1=NC2=CC=CC=C2N1,Z2195185893,S
PV-007446913065,-2577077.25,NC1=C(C(=O)NC2=CN(C3=C(F)C=CC=C3F)N=C2)C=NN1C1=CC=C(F)C=C1,PV-007446913065,M
Z5017224814,-2576432.0,O=C(NC(CC1=CN=C2C=CC=CC2=C1)C(=O)O)C1=CC=NC(OC2=CC=CC=C2)=C1,Z5017224814,M
Z7665458105,-2575026.0,O=C(NCC1=CC=NC(OC2=CC=CC=C2F)=C1)C1=CC=C2C=NNC(=O)C2=C1,Z7665458105,S
PV-008157941495,-2573923.0,O=C(NCC1=CC=C(NC(=O)C2=CC=CC=C2O)C=C1)C1=CC2=CC=CC=C2N=N1,PV-008157941495,M
Z1784220638,-2572826.0,O=C(NC(C1=CC=CC(C(F)(F)F)=C1)C1=NN=CN1)C1=CC(=O)NC2=CC(F)=CC=C12,Z1784220638,S
PV-009581321974,-2567056.25,O=C(NCC1=CC=C(C2=CNC(=O)C=C2)C=C1)NC1=CC=CN=C1C1=CC=CC=N1,PV-009581321974,M
PV-008310179680,-2563829.25,COC(=O)C1=CC=CC2=C(CNC(=O)C3=NOC(C4=CC=CC=C4O)=C3)C=CC=C12,PV-008310179680,M
PV-007794550694,-2563712.75,CC1=CC=C(C2=NN(CC3=CC=C(C(N)=O)C=C3F)C(=O)C3=CC=CC=C23)C=C1C,PV-007794550694,S
Z1323352878,-2563493.25,CN1C(=O)NC(=O)C2=CC(C(=O)OCC3=COC(C4=CC=CC(C(F)(F)F)=C4)=N3)=CN=C21,Z1323352878,M
Z1698857384,-2563131.25,COCC1=C(C(=O)NCC2=CC=CC=C2OC2=CC=CC=N2)C=NN1C1=CC=CC=C1,Z1698857384,S
Z1335768977,-2562498.0,O=C(NCC1=CC(OC2=CC=C(F)C(F)=C2)=CC=N1)NCC1=C2OCOCC2=CC(F)=C1,Z1335768977,S
PV-006193806748,-2562047.0,O=C1NC(C2=CC=C(C3=CC(CO)=CC=C3)C=N2)=NC2=CC(OC(F)F)=CC=C12,PV-006193806748,M
PV-007913677462,-2558792.25,O=C(NC1=CC=C2N=CNC(=O)C2=C1)C1=CC=CN=C1NC1=C(F)C(F)=CC=C1,PV-007913677462,S
PV-004589019059,-2554901.5,CC1=CC=C(NC(=O)C2=CC=C3C=NNC(=O)C3=C2)C=C1C(=O)C1=CC=CC=C1,PV-004589019059,S
Z1212220733,-2554096.25,CN(C)CC1=CC(CNC(=O)C2=CC=CC(NC(=O)C3=CC=C4NC=NC4=C3)=C2)=CC=C1F,Z1212220733,S
PV-005465946559,-2553660.75,CC1=NN(C2=CC=CC=C2)C=C1C(=O)NCC1=CC=C(C2=CNC(=O)C=C2)C=C1,PV-005465946559,M
Z1703705791,-2553363.0,O=C(CCC(=O)NCC1=CC=CC(C2=CC=CN=C2)=C1)NCC(=O)C1=CC=C(F)C=C1F,Z1703705791,S
Z1838427114,-2552572.5,COC1=CC=C(CCNC(=O)NCC(=O)NC2=CC=C(N3C=CC=N3)C=C2)C2=CC=CC=C12,Z1838427114,S
Z5017219357,-2543751.25,CC1=C(C(=O)NCC2=CC=CC(C3=CC=CC(C(=O)O)=C3)=C2)C=NN1C1=CC=NC=C1,Z5017219357,M
PV-008181146386,-2543562.5,CC(NC(=O)CNC(=O)C1=CC=C(C#N)C=C1)C1=CC=C(C2=CC=CC=C2)C(F)=C1,PV-008181146386,S
PV-008661758774,-2541160.5,COC1=CC=C(C2=CC=CC(COC(=O)C3=CC=C4N=CN(C)C(=O)C4=C3)=C2)C=C1,PV-008661758774,S
PV-006958496597,-2540969.25,N#CC1=CC=CC=C1C1=CC=C(CNC(=O)C2=C(F)C3=C(C=C2)NC(=O)N3)C=C1,PV-006958496597,M
PV-009741918692,-2540550.5,O=C(NCC1=CC=NN1CC1=CC=CC=C1)NC1=CN=C(C2=CC(F)=CC=C2)N=C1,PV-009741918692,M
PV-005944110430,-2539568.25,O=C(N=S(=O)(C1=CC=CC=C1)C1=CC=NC=C1)C1=CC(=O)C2=CC=CC=C2O1,PV-005944110430,S
PV-002572185889,-2538379.75,O=C(CC1=C(F)C(F)=CC=C1)NCC1=CC=C(NC(=O)C2=CC=CC=C2O)C=C1,PV-002572185889,S
PV-008762667226,-2537888.5,O=C(N[C@@H](CCO)C1=CC=C(C2=CC=CC=C2)C=C1)C1=CNC2=CC=NC=C2C1=O,PV-008762667226,M
Z1439117327,-2533429.0,O=C(CNC1=NC(C(F)(F)F)=NC2=CC=CC=C12)NCC1=NOC(C2=CC=C(F)C=C2)=N1,Z1439117327,S
Z1929573985,-2533189.75,O=C(NC1=C(C(F)F)N(C2=CC=NC=C2)N=C1)C1=NN(CC2=CC=CC=C2)C(=O)C=C1,Z1929573985,S
PV-008518470609,-2531425.0,O=C(CC1=CN(C2=CC=CC=C2)N=C1)N=S(=O)(C1=CC=CC=C1)C1=CC=NC=C1,PV-008518470609,S
PV-005762276013,-2529302.75,O=C(OCC1=CC(OCC2=CC=C(F)C=C2F)=CC=C1)C1=NC2=NC=CN2C=C1,PV-005762276013,S
Z7765449301,-2528811.5,N#CC1=CC=C(C(=O)NCCC2=NC3=CC=CC=C3N2CC2=CC=CC=C2)C(F)=C1,Z7765449301,S
PV-007329666755,-2528778.5,O=C(NCC1=CC=CC=C1OC1=CC=CC=N1)C1=NOC(C2=CC=C(F)C=N2)=C1,PV-007329666755,M
PV-005461305433,-2528330.75,CN1N=C(C2=CC=C(F)C=C2F)C=C1NC(=O)C1=CN(C2=CC(O)=CC=C2)N=C1,PV-005461305433,M
Z5278929564,-2525941.75,CC1=CC=CC=C1C(NC(=O)C1=CC=C2C(=O)N(C)C(=O)NC2=C1)C1=CC=C(Cl)C=C1,Z5278929564,S
PV-007537313081,-2525493.0,O=C(NC1=CN(CC2=CC=C(F)C=C2F)C(=O)C=C1)C1=NOC(C2=COC=C2)=C1,PV-007537313081,M
PV-005099259252,-2523998.0,N#CC1=CC=C(N2C=CC(NC(=O)C3=C(F)C4=CC=CN=C4C=C3)=N2)C(F)=C1,PV-005099259252,M
Z1421090698,-2523546.75,CC1=CC=CC=C1CC1=NN=C(CN(CC(N)=O)CC2=CC=C(C3=CC=CC=C3)C=C2)O1,Z1421090698,S
Z4493390458,-2523193.25,N#CC1=CC=CC=C1C1=CC=C(C(=O)NCC(CO)C2=CC=C(F)C=C2F)C=C1,Z4493390458,S
PV-008905269088,-2518623.0,CN(C(=O)CC1=NN(C2=CC=CC=C2)N=C1)C1=CC=CC(C(O)C2=CC=CC=C2)=C1,PV-008905269088,M
PV-005115051082,-2518090.75,CN(C(=O)C1=CNC(=O)C2=CC=CN=C12)C1=CC=C(OCC2=CC=CC=C2)C=C1,PV-005115051082,M
Z1225196326,-2517939.75,O=C(NCC1=CN(C2=CC=C(Cl)C=C2)N=C1)C1=C(C(F)(F)F)N(C2=CC=CC=N2)N=C1,Z1225196326,S
PV-004250049142,-2516756.75,O=C(NC1=CC=C(N2C=CC=CC2=O)C=C1F)C1=NN=C(C2=CC=CC=C2)S1,PV-004250049142,S
PV-008595961980,-2516379.25,O=C(NC1=CN(C2=CC=CC=C2)C(=O)C=C1)C1=CNC(C2=CC=CC=C2)=N1,PV-008595961980,S
Z4323035637,-2516187.75,C[C@H](O)C1=NNC(CNC(=O)C2=CC(C3=CC=C(OC(F)F)C=C3)=NC3=CC=CC=C23)=N1,Z4323035637,S
PV-009206186857,-2514832.25,O=C(NC1=CC(=O)N(C2=CC=CC=C2)C=C1)C1=CC=C(C2=CN=CC=N2)C=N1,PV-009206186857,M
PV-007226859716,-2513829.25,COC1=CC=C2C=NN(C3=NC(C4=CC=CC=C4)=NC(C(F)(F)F)=C3)C(=O)C2=C1,PV-007226859716,S
PV-007588460830,-2513815.25,N#CC1=CC(COC2=CC(NC(=O)C3=C4C=C(CN)C=CN4N=C3)=CC=C2)=CC=C1,PV-007588460830,S
PV-006658304167,-2513018.25,O=C(NC1=CC=CC(N2C=CNC2=O)=C1)C1=NN(C2=CC=CC=C2F)C=CC1=O,PV-006658304167,S
PV-007547772126,-2512352.0,O=C1NC(CC2=NC=CN2CC2=CC=CC=C2)=NC2=C1C=C(C(F)(F)F)C(F)=C2,PV-007547772126,M
PV-008058823211,-2512275.5,O=C(NC1=CC=C2C(=O)NC=NC2=C1)C1=CC(N2C=CC(C(F)(F)F)=N2)=CC=C1,PV-008058823211,S
Z7775330273,-2512232.0,O=C1C2=CC=C(F)C(F)=C2N=CN1CC1=CN=CC(OCC2=CC=CC=C2)=C1,Z7775330273,S
PV-006225592838,-2512026.0,N#CC1=CC=CN=C1OC1=CC=C(NC(=O)C2=CN=CC(C3=NNC=C3)=C2)C=C1,PV-006225592838,S
PV-004671815626,-2510155.5,CC1=CN=C(COC(=O)C2=NN(C3=CC=CC=C3F)C=CC2=O)C2=CC=CC=C12,PV-004671815626,S
PV-008977672468,-2510074.75,O=C(CC1=CN=CO1)NC1=CC(NC(=O)C2=CC=C(C3=CC=CC=C3)N=N2)=CC=C1,PV-008977672468,M
PV-006490077794,-2509585.0,CC1=CC(F)=CC=C1N1C=C(C(=O)NC2=CC(CC3=CC=CC=C3)=CC=N2)N=N1,PV-006490077794,S
Z2214370139,-2509158.75,O=C(CC1=CNC2=CN=CC=C12)NCC1=CC(OC2=CC=C(F)C(F)=C2)=CC=N1,Z2214370139,M
PV-008171112166,-2505978.5,O=C(OCC1=CC=CC=C1)C1=CC(NC(=O)C2=CC=C(C(F)F)NC2=O)=CC=C1,PV-008171112166,M
PV-002349852586,-2505435.5,CC1=C2C=C(C(=O)NCC3=CC=C(C(=O)OCC4=CC=CC=C4)C=C3)C=CN2C=N1,PV-002349852586,M
PV-009351863301,-2504765.5,N#CC1=CC=NC=C1N(CC1=CC=CC=C1)C(=O)C1=CC=NC2=CC(F)=CN=C12,PV-009351863301,M
Z7794703728,-2504269.0,CN1C=NC=C1C1=CC(F)=CC=C1C(=O)NC1=CC=C(OC2=CC=CN=N2)C=C1,Z7794703728,M
Z2223813964,-2502691.0,O=C(NCCC1=CC=CC(OCC2=CC=CC=C2)=C1)C1=CC=NC(C2=NNC=C2)=C1,Z2223813964,M
Z2207744109,-2501637.0,CC1=C(C(=O)NCC2=CC=C(C3=CC=CC=C3)C=C2F)N=NN1CC1=CC=NC=C1,Z2207744109,M
PV-005922155498,-2500344.75,O=C(NC1=C(C(F)F)N(C2=CC=NC=C2)N=C1)C1=CC=C(N2C=CC=C2)C=C1O,PV-005922155498,S
PV-009315178798,-2500196.25,CC1=CC(NC(=O)C2=CC=CC=C2)=CC=C1C(=O)NC1=NN(C2=CC=CN=C2)C=N1,PV-009315178798,S
PV-008541664536,-2498997.5,O=C(NC1=CC=C(F)C(C2=CN(C3=CC(F)=CC=C3)N=N2)=C1)C1=COC(CO)=C1,PV-008541664536,M
PV-007686939244,-2498600.5,NCC1=CC2=C(C(=O)NC3=C(F)C=C(F)C=C3C3=CC=CC=C3)C=NN2C=C1,PV-007686939244,S
PV-009910308308,-2497568.5,COC1=CC(NC(=O)NCC2=CC=C(C3=CNC(=O)C=C3)C=C2)=CC2=CC=CN=C12,PV-009910308308,M
PV-007155056257,-2496791.25,O=C(NCC1=CC(C2=CC(O)=CC=C2)=CC=C1)C1=CC=C2N=CC(=O)NC2=C1,PV-007155056257,M
PV-007914326876,-2496376.25,NCC1=CC=NC=C1NC(=O)C1=CC=C(C2=NOC(C3=CC=C(F)C=C3)=N2)C=C1,PV-007914326876,M
PV-007288586993,-2495805.25,NCC1=NC=C(NC(=O)C2=CC=C3C=C(OCC4=CC=CC=C4)C=CC3=C2)C=N1,PV-007288586993,M
PV-006149942809,-2495788.5,COC1=CC=C(C(N)=O)C=C1C(=O)NC1=C(F)C=C(F)C=C1C1=CC=CC=C1,PV-006149942809,S
Z7716968219,-2494452.25,O=C(NCC1=CC=C(N2C=CC=N2)C=N1)C1=CC=NC=C1OC1=CC=C(F)C=C1,Z7716968219,M
PV-007633015523,-2493121.75,CC1=NC2=C(C#N)C=NN2C=C1C(=O)NC1=CC=C(OCC2=CC=CC=C2F)C=C1,PV-007633015523,S
PV-004557711454,-2490859.5,O=C(NCC1=NOC(C2=CC(F)=CC=C2)=N1)C1=CC=C2C=C(F)C(F)=CC2=N1,PV-004557711454,S
PV-004565694065,-2488812.5,O=C(NCC1=CC=C(C2=CNC(=O)C=C2)C=C1)C1=CC=CC2=CC=C(O)N=C12,PV-004565694065,M
Z7589882399,-2488747.5,CC(=O)NC1=CC=C(OC2=CC=C(C(=O)NC3=CC=C4C=CC=NC4=N3)C=C2)N=C1,Z7589882399,M
PV-007340174429,-2487431.5,CC1=CC=CN=C1C(=O)NC1=CC(NC(=O)C2=CN=CC3=C2C=CNC3=O)=CC=C1,PV-007340174429,M
PV-009558943075,-2486566.5,O=C(NCC1=CC=C(C2=CNC(=O)C=C2)C=C1)NC1=CC=CC=C1CN1C=CN=C1,PV-009558943075,M
Z1963140388,-2738441.75,CN1C(=O)OC2=CC(COC(=O)C3=CC(F)=C(F)C=C3C(=O)C3=CC=CC=C3)=CC=C21,Z1963140388,M
Z5278828856,-2732358.0,CN1C(=O)NC2=CC(C(=O)NCCC3=CC(F)=CC(OCC4=CC=CC=C4)=C3)=CC=C2C1=O,Z5278828856,M
PV-010032579858,-2710420.5,O=C(OCC1=CC(C2=CC=CN=C2)=CC(F)=C1)C1=CC=CC(C2=NNC(=O)C=C2)=C1,PV-010032579858,M
PV-009673753335,-2707280.75,N#CC1=CN(C2=CC=C(NC(=O)C3=CN(C4=CC=C(F)C=C4)C(=O)C=C3)C=C2)N=C1,PV-009673753335,S
PV-009807070374,-2701274.0,CC1=CC(NC(=O)C2=CN(C3=CC=C(F)C=C3)C(=O)C=C2)=NN=C1C1=CC=CC=C1,PV-009807070374,S
PV-008451564669,-2692902.0,O=C(NC1=CC=CN(C2=CC=CC=C2)C1=O)C1=CC=CC(C(=O)C2=CC=CO2)=C1,PV-008451564669,M
PV-007971966856,-2685903.0,O=C(NCC1=CC(O)=CC=C1F)C1=CN(CC2=CC=CC=C2)C2=CC=CC=C2C1=O,PV-007971966856,S
Z2000176640,-2667107.5,O=C(NCC1=CC=CC(C2=CC=CN=C2)=C1)NC(CN1C=CC=CC1=O)C1=CC=CC=C1,Z2000176640,S
PV-007381445243,-2656338.75,NCC1=CC=C(C2=CC=CC=C2C(=O)NC2=CC=C(N3C=CC(=O)C=C3)N=C2)C=C1,PV-007381445243,M
PV-009522021519,-2650528.5,N#CC1=C(NC(=O)C2=CN=C3C(F)=CC=CC3=C2)C=CN(C2=CC=CC=C2)C1=O,PV-009522021519,M
Z7580278118,-2643594.0,CC1=CC(OC2=CC=NC=C2)=CC=C1NC(=O)C1=CC=C(C2=NNC(=O)C=C2)C=C1,Z7580278118,M
Z1490443263,-2640191.25,O=C(CC1=CSC(NC(=O)C2=CC(O)=CC=C2)=N1)NCC1=CC=CC(C2=CC=CC=N2)=C1,Z1490443263,S
PV-009445562280,-2635702.5,NC(=O)C1=CC=CC(C(=O)NC2=CC=C(C3=NC4=CC(F)=CC=C4N3)C=C2)=C1F,PV-009445562280,S
PV-007200974710,-2633491.5,O=C(NC(C(=O)CC1=CC=CC=C1)C1=CC=CC=C1)C1=CC2=CC=CC=C2C(=O)N1,PV-007200974710,S
PV-005368248271,-2632410.75,O=C(NC1=CC=CN=C1OC1=CC=CC=C1)C1=CC(=O)N(C2=CC=CC=C2)N=C1,PV-005368248271,M
PV-007628438499,-2632054.75,COC(=O)C1=CC=C2N=C(C(=O)NC3=CN=C(C4=CC(F)=CC=C4)N=C3)C=CC2=C1,PV-007628438499,M
PV-009345396417,-2630762.5,N#CC1=CC(C2=CC(NC(=O)NC3=CN(C4=CC=CC=C4)C(=O)C=C3)=NN2)=CC=C1,PV-009345396417,S
PV-007389674650,-2611380.75,CC1=CN(C2=CC=CC=C2F)N=C1C(=O)NCC1=CC=C(C2=CNC(=O)C=C2)C=C1,PV-007389674650,M
PV-009931697581,-2609772.25,O=C(NC1=CC=CN(C2=CC=CC=C2)C1=O)C1=CC=CC(C2=NNC(=O)C=C2)=C1,PV-009931697581,M
PV-007078518779,-2609672.0,O=C(NCC1=CC(O)=CC=C1F)C1=CC=CC=C1C(=O)C1=CC=C(F)C(F)=C1,PV-007078518779,S
Z1246203257,-2604687.5,COC(=O)C1=NN(C2=CC=CC=C2)C(C(=O)NCC2=CC=CC(C3=CC=C(C#N)S3)=C2)=C1,Z1246203257,M
PV-008011889299,-2602060.0,O=C(NCC1=CN(C2=CC=CC=C2C2=CC=CC=C2)N=N1)[C@H](O)C1=CC=C(F)C=C1,PV-008011889299,M
Z1733411578,-2600884.25,O=C(NCC1=NOC(COC2=CC=CC=C2F)=C1)C1=CC=CC(CNC2=CC=NC=N2)=C1,Z1733411578,M
Z5278779142,-2595533.5,COC1=CC=CC=C1C1=CC=C(C(C)N(C)C(=O)C2=CC=C3C(=O)N(C)C(=O)NC3=C2)C=C1,Z5278779142,M
Z2229433638,-2593981.5,CC1=NC(C(=O)NCC2=CC=C(C3=CC=CC=C3)C=C2F)=NN1C1=NN=C(C(F)(F)F)N1,Z2229433638,S
PV-008932614313,-2590212.25,O=C(NCCO)C1=CC=CC(NC(=O)C2=CC=C(N3C=CC4=CC=CC=C43)C=C2)=C1,PV-008932614313,M
PV-008319008607,-2589358.0,CN1C=NC2=CC(NC(=O)C3=CC(OCC4=CC=CC=C4)=CC=C3O)=CC=C2C1=O,PV-008319008607,S
PV-008814253678,-2588129.75,N#CC1=CN(CC(=O)NC2=CC=CC=C2C2=CC=C3C=CC=CC3=C2)C(=O)NC1=O,PV-008814253678,S
PV-006377893649,-2587626.0,O=C(OCC1=NOC(C2=CC=C(F)C=C2)=C1)C1=CC=CC(C2=NNC(=O)C=C2)=C1,PV-006377893649,S
PV-006619207611,-2587520.75,NCC1=CC=CC=C1C1=CC=C(C(=O)NC2=CC=C(N3C=CC(=O)N3)C=C2)C=C1,PV-006619207611,S
PV-008437343050,-2587118.75,COC1=CC=C(NC(=O)C2=CNC(=O)C3=CC=CN=C23)C=C1C(=O)C1=CC=CC=C1,PV-008437343050,M
PV-007500744303,-2583900.25,CC1=C(C(=O)NC2=CN(C3=CC=CC=C3)C(=O)C=C2)C=NN1C1=CC=CC=C1F,PV-007500744303,S
PV-005677048847,-2583114.5,O=C(NC1=C(F)C(C2=CC=NC=C2)=CC=C1)C1=CC(=O)C2=CC(O)=CC=C2O1,PV-005677048847,M
PV-007602282330,-2582014.75,O=C(NC1=CN(CC2=CC=C(F)C=C2F)C(=O)C=C1)C1=COC2=CC=C(O)C=C12,PV-007602282330,M
Z5024717371,-2580672.0,COC(=O)C(NC(=O)C1=C2C=C(N)C=CN2N=C1)C1=CC=C(OCC2=CC=CC=C2)C=C1,Z5024717371,S
Z1952424821,-2579981.25,O=C(NCC1=CC=CC=C1OCCO)C1=CC(F)=C(F)C=C1C(=O)C1=CC=CC=C1,Z1952424821,S
Z7587583712,-2579868.25,O=C(NC1=C(CC2=CC=CC=C2)ON=C1)C1=CC=C(NC(=O)C2=CC=CC=N2)C=C1,Z7587583712,S
PV-005026144938,-2572406.0,N#CC1=CC(COC2=CC=C(NC(=O)C3=CC=NN3C3=CC=CN=C3)C=C2)=CC=C1,PV-005026144938,S
PV-004219421965,-2570022.5,O=C(NC1=CN(C2=C(F)C=CC=C2F)N=C1)C1=NN(C2=CC=CC=C2)C(=O)C=C1,PV-004219421965,M
PV-007131001932,-2564506.75,O=C(NCC1=NC=CC=C1C1=CC=C(F)C=C1)C1=CC=CC(N2C=CNC2=O)=C1,PV-007131001932,M
PV-006703938630,-2559359.0,CC(NC(=O)C1=CC=C2C(=O)NN=CC2=C1)C1=CC=C(C2=CC=CC(C#N)=C2)C=C1,PV-006703938630,M
Z806833688,-2553466.5,NC(=O)CN(CC1=CC=C(C2=CC=CC=C2)C=C1)C(=O)CN1C=CC=C(C(F)(F)F)C1=O,Z806833688,S
PV-005359429148,-2552551.0,O=C(OCC1=COC(C2=CC=CC=C2F)=N1)C1=CC=CC(C2=NNC(=O)C=C2)=C1,PV-005359429148,S
PV-006897049795,-2547996.5,O=C(NC1=CC=C(F)C(C2=CC=CC=C2)=C1)C1=CNC2=CC=NC=C2C1=O,PV-006897049795,M
