ID, NRGDock Score
PV-009810328806,-2592729.5
Z1625186771,-2592691.0
PV-004621248401,-2592680.5
PV-004932079549,-2592663.5
PV-007745516900,-2592654.25
PV-009582715695,-2592602.0
Z792006738,-2592521.75
Z1585306750,-2592502.25
PV-007211907310,-2592497.0
PV-006942709157,-2592095.25
Z3484557091,-2592050.0
PV-004429864735,-2591983.0
Z7707339419,-2591965.5
PV-009335036499,-2591942.25
PV-009984209487,-2591688.25
PV-007666259491,-2591663.75
PV-002473109219,-2591502.5
Z1520132440,-2591425.0
PV-008128874792,-2591409.0
Z1544021487,-2591402.25
PV-005272195682,-2591306.5
PV-007097254955,-2591200.0
PV-007728433560,-2591181.5
PV-009236032001,-2591035.5
PV-007605700838,-2591005.75
Z4984244040,-2590939.75
Z7575728510,-2590937.0
Z7706050127,-2590910.5
PV-004258157553,-2590859.75
Z4493310579,-2590604.75
Z7587526729,-2590572.25
PV-005388978473,-2590457.5
Z1585031917,-2590351.75
PV-008005244902,-2590290.25
Z5278847876,-2590273.25
PV-008932614313,-2590212.25
Z1784514881,-2590118.25
PV-007683151624,-2590096.5
PV-007996233201,-2590091.75
PV-009743600249,-2590084.75
PV-009631331343,-2589930.5
Z7599995743,-2589903.75
PV-004493863856,-2589568.75
PV-007182337366,-2589465.5
Z5278843492,-2589447.75
PV-006955745146,-2589437.25
PV-008319008607,-2589358.0
PV-008816725006,-2589292.0
PV-008075437548,-2589125.5
PV-008729665545,-2589105.5
PV-008177200984,-2589013.25
PV-005042147370,-2588953.25
Z1161338637,-2588934.5
PV-008275121083,-2588883.0
PV-004613666780,-2588798.75
PV-008412491864,-2588712.75
PV-007588590031,-2588682.75
Z4984262651,-2588667.5
Z7599817351,-2588509.25
Z1488292078,-2588449.0
PV-009145906709,-2588442.0
PV-009203889795,-2588352.0
PV-008783896997,-2588285.0
PV-008868051287,-2588255.5
Z1334416652,-2588255.5
PV-007312851282,-2588224.5
Z1902509102,-2588215.5
PV-005558830203,-2588175.75
PV-008425259692,-2588135.25
PV-008814253678,-2588129.75
PV-005401565559,-2587879.5
PV-008018109157,-2587666.5
PV-006377893649,-2587626.0
PV-008244913297,-2587572.25
PV-008092366434,-2587556.0
Z1444624734,-2587534.75
PV-006619207611,-2587520.75
PV-008738710903,-2587507.75
PV-008304446239,-2587482.25
PV-009217528487,-2587403.5
Z7611368013,-2587371.5
PV-006270793438,-2587341.75
Z7594815062,-2587328.5
PV-009330378814,-2587299.75
PV-007064036359,-2587206.75
Z1534155703,-2587175.25
Z1445186965,-2587163.75
PV-008437343050,-2587118.75
PV-007750233425,-2587095.75
PV-005396786306,-2587038.5
PV-009519104022,-2587021.0
PV-008193338632,-2586953.5
PV-008674846147,-2586854.5
Z1733417755,-2586804.75
PV-006475213732,-2586552.5
PV-007338958041,-2586482.0
PV-007784464954,-2586448.5
PV-006636559005,-2586284.0
PV-006889462930,-2586262.0
PV-006381933832,-2586182.0
PV-008345023123,-2586056.25
Z7689829826,-2586049.25
Z1487628308,-2586044.5
Z1324760536,-2586013.75
PV-004982442930,-2585988.25
PV-007297105144,-2585960.25
PV-006253346105,-2585951.0
PV-007071806940,-2585871.75
Z1747768821,-2585846.25
PV-008884062299,-2585817.0
PV-005934905955,-2585804.5
PV-006538941363,-2585765.25
Z803260574,-2585718.5
PV-005915284253,-2585710.25
Z7629125597,-2585699.75
PV-005069990822,-2585656.75
PV-004364347329,-2585558.0
PV-006864175176,-2585536.5
PV-004619568937,-2585441.75
PV-006781471903,-2585426.5
PV-005792602211,-2585399.75
Z7598284613,-2585248.5
Z2122941389,-2585229.75
PV-007143262829,-2585224.75
PV-008473103738,-2585118.0
PV-008874947544,-2585104.5
PV-009820141573,-2585055.25
Z7607321046,-2584912.75
Z7679000797,-2584892.25
Z1703701534,-2584776.25
Z1335782337,-2584773.75
Z1011387050,-2584757.75
PV-004941765180,-2584716.5
Z1608650576,-2584711.5
PV-009345052696,-2584479.0
PV-009506439767,-2584432.75
PV-004708351048,-2584399.0
Z1546453590,-2584353.25
PV-009306962796,-2584296.5
PV-009257336895,-2584285.0
PV-007287912478,-2584207.0
PV-009366965633,-2584204.25
Z5278959830,-2584132.25
Z1489754275,-2584093.0
PV-008852435885,-2584042.75
PV-004935122834,-2584001.25
Z7689832325,-2583982.5
PV-007500744303,-2583900.25
Z1733413140,-2583676.25
Z7694161172,-2583617.0
PV-008432470269,-2583537.25
Z7679811260,-2583490.5
PV-006686408934,-2583468.0
PV-008768944068,-2583465.0
PV-005791398986,-2583462.0
PV-008483322887,-2583388.25
PV-009567375233,-2583325.75
Z5278867897,-2583297.5
PV-009564173070,-2583241.75
Z1532015742,-2583175.75
Z811248892,-2583136.5
PV-005677048847,-2583114.5
PV-005034996285,-2583068.5
Z1901666166,-2582979.25
PV-008052835408,-2582933.0
PV-005852581057,-2582891.25
Z2121777424,-2582706.5
PV-006955871982,-2582581.75
Z2122941529,-2582574.25
PV-004458887518,-2582523.75
PV-008418141641,-2582391.75
PV-008223216918,-2582378.75
Z1313041675,-2582346.75
Z1901886413,-2582342.5
PV-009411075668,-2582303.75
PV-006875267843,-2582269.5
Z7654010525,-2582262.75
PV-007357694082,-2582238.25
PV-009296954119,-2582237.25
PV-008666878785,-2582235.25
PV-007797495032,-2582169.75
PV-007123634077,-2582143.0
PV-009446139560,-2582116.75
PV-007639984377,-2582102.5
PV-008930866383,-2582069.5
Z4493378982,-2582027.25
PV-007602282330,-2582014.75
Z1510877048,-2582008.25
Z2198106331,-2581913.25
PV-007655106358,-2581819.0
PV-009439018556,-2581763.5
Z1177156244,-2581739.5
PV-009599661094,-2581732.75
PV-009351086667,-2581433.5
PV-007999870604,-2581424.0
PV-008187012737,-2581419.75
Z1929571355,-2581343.0
PV-008618201923,-2581198.25
PV-005474448740,-2581192.75
Z2195185893,-2581182.0
PV-007476323971,-2581113.75
PV-006670792575,-2581101.25
PV-007862403751,-2581097.25
PV-006898136638,-2580921.25
PV-007189511092,-2580894.25
PV-008035597109,-2580757.5
Z5024717371,-2580672.0
Z2203010816,-2580667.0
PV-007616055971,-2580604.25
Z1442212459,-2580582.25
PV-006982611540,-2580582.0
Z7600003957,-2580574.75
PV-006554019573,-2580562.25
Z5278835392,-2580534.25
PV-008516179915,-2580514.25
PV-008889582563,-2580490.25
Z1318765620,-2580470.75
Z971587074,-2580463.25
PV-008354264050,-2580434.5
PV-006257722492,-2580401.25
PV-009329961116,-2580393.25
Z5278940239,-2580385.25
PV-010016735869,-2580350.75
Z1765919115,-2580348.5
Z852207650,-2580343.0
PV-007973172763,-2580266.25
PV-008982309329,-2580225.0
PV-002143032533,-2580148.0
PV-007731934125,-2580119.25
Z7740390213,-2580104.5
PV-002583637375,-2580081.0
PV-005999451663,-2580003.0
Z1952424821,-2579981.25
PV-007721330736,-2579961.25
PV-006866100105,-2579957.5
Z7587583712,-2579868.25
Z976515588,-2579825.75
PV-008568608535,-2579769.75
Z1161337033,-2579653.75
Z1585054230,-2579593.75
Z1831820563,-2579404.75
PV-008632837251,-2579339.0
PV-006300429863,-2579326.5
Z2221050506,-2579312.5
PV-005474100299,-2579296.25
Z2201121761,-2579289.75
Z5278822012,-2579271.25
Z1318841820,-2579227.25
PV-007927891664,-2579195.25
PV-008896214782,-2579180.25
PV-008397232529,-2579166.5
Z4984256252,-2579162.75
PV-009309675749,-2578869.5
PV-008353257466,-2578867.25
PV-009921063577,-2578763.25
Z1538084271,-2578714.25
Z7656784464,-2578704.25
Z1731398581,-2578702.25
PV-008950131068,-2578651.75
Z1544021420,-2578582.75
PV-010022556425,-2578572.0
PV-008231186683,-2578563.25
PV-008358882009,-2578514.0
Z5278954954,-2578400.0
PV-006914203867,-2578387.0
Z1020571464,-2578368.25
PV-007828159608,-2578358.0
PV-007396377806,-2578210.5
PV-008926446962,-2578168.0
PV-006260107193,-2578155.5
PV-004339929411,-2577916.25
Z3290609899,-2577895.25
PV-006115744103,-2577744.25
PV-006258464242,-2577700.5
PV-006716439060,-2577614.25
PV-007652409669,-2577482.0
PV-004445252383,-2577467.5
PV-008950961051,-2577295.5
Z1629082600,-2577271.5
Z1550056955,-2577264.25
Z7654066302,-2577251.5
Z1344924163,-2577248.5
PV-004841509271,-2577197.5
Z2210035299,-2577195.5
PV-007323196288,-2577193.0
Z1867688214,-2577183.75
PV-008947599615,-2577138.5
Z7599962604,-2577097.5
PV-007446913065,-2577077.25
Z5278802481,-2577061.0
PV-008723300820,-2577016.0
Z3824428736,-2576971.75
PV-007515106633,-2576839.25
PV-009437333705,-2576808.75
Z7675964476,-2576787.0
Z1671211306,-2576786.5
Z1314682551,-2576766.5
PV-005917241839,-2576747.0
Z7578882817,-2576727.5
PV-009151446981,-2576723.75
PV-007384309022,-2576699.25
Z7722601401,-2576675.75
PV-008788266451,-2576624.5
PV-009714990126,-2576562.0
PV-008623299078,-2576552.25
Z7693898000,-2576472.75
Z7689832581,-2576463.75
PV-009247686469,-2576458.5
Z5017224814,-2576432.0
PV-007452306187,-2576418.75
Z7672644196,-2576378.75
PV-008389528976,-2576264.5
PV-006570012438,-2576165.75
PV-005671040609,-2576152.25
PV-006111454416,-2576140.5
Z1177717275,-2576139.5
Z1625520501,-2576123.0
Z4661541865,-2576074.0
PV-007614778357,-2576006.0
PV-006361865276,-2575965.75
PV-010059315496,-2575881.0
Z1929576570,-2575876.0
Z1550341435,-2575875.5
PV-008522744066,-2575855.25
PV-005477181364,-2575852.25
PV-007421244975,-2575816.0
PV-010089317108,-2575800.5
PV-009772967440,-2575768.5
PV-008163652689,-2575754.0
PV-008998143280,-2575740.75
PV-007898235984,-2575740.25
Z7794852009,-2575708.0
PV-005770960121,-2575664.25
PV-006184701912,-2575629.0
PV-009830904925,-2575617.75
PV-009535690898,-2575559.5
Z1932514772,-2575464.0
PV-007217303693,-2575449.5
Z4493295271,-2575449.25
PV-007326613811,-2575447.75
Z806832554,-2575382.0
PV-008259638405,-2575349.5
Z7590369026,-2575261.75
Z1547747385,-2575225.75
PV-004230396389,-2575215.75
PV-009328594312,-2575167.0
Z7627100012,-2575124.5
PV-009031563362,-2575096.0
PV-007895129267,-2575089.0
PV-009807071205,-2575077.0
Z872156390,-2575074.75
PV-009321392456,-2575057.0
Z7665458105,-2575026.0
Z1671197219,-2575002.5
PV-005598488743,-2574983.5
PV-006379321026,-2574950.25
Z1984525084,-2574844.25
Z1488296387,-2574762.25
Z1161338397,-2574708.0
PV-008572778983,-2574600.25
PV-009206277132,-2574597.0
PV-010011622761,-2574568.25
PV-008406908562,-2574554.0
PV-006748350586,-2574507.5
PV-008695297364,-2574306.5
PV-004915602050,-2574171.5
Z1629671999,-2574124.0
Z1637964453,-2574111.0
PV-009099362745,-2574060.0
PV-009662480198,-2574058.25
PV-008157941495,-2573923.0
PV-009138292803,-2573889.0
PV-007368212202,-2573865.0
PV-009005105192,-2573820.25
Z1334416095,-2573749.25
PV-009158989033,-2573733.25
Z1204255251,-2573713.25
Z4324353165,-2573690.75
Z7626985922,-2573652.0
PV-007122036250,-2573577.0
PV-005978164188,-2573536.0
PV-006737073700,-2573532.75
PV-005607454291,-2573401.25
PV-009205180863,-2573295.75
PV-008264835132,-2573279.5
Z1625236805,-2573275.0
PV-006739522937,-2573241.0
PV-008420469573,-2573202.0
Z1273656095,-2573160.0
PV-006891768681,-2573042.75
PV-004577461387,-2573000.25
PV-006824770378,-2572954.25
Z7675962291,-2572914.5
Z1375268745,-2572842.75
Z1784220638,-2572826.0
PV-009581355834,-2572779.0
PV-005788154917,-2572740.75
PV-008076747625,-2572599.75
Z1625577098,-2572509.75
PV-008624734885,-2572499.75
PV-007141884251,-2572488.25
PV-006844250954,-2572440.75
PV-008599700102,-2572410.5
PV-005026144938,-2572406.0
Z1161773016,-2572206.0
PV-007184621017,-2572168.25
PV-009827326189,-2572012.5
PV-007281806674,-2571872.75
Z5011915006,-2571840.75
PV-007999525788,-2571739.0
PV-009791701528,-2571737.75
Z1618574970,-2571717.75
PV-009791000503,-2571618.75
PV-007363795216,-2571614.0
PV-008898790725,-2571596.25
PV-006877558489,-2571402.0
PV-006724161626,-2571397.0
PV-007847778518,-2571380.0
PV-007365339348,-2571374.25
PV-005292139317,-2571248.75
PV-007246877273,-2571196.25
PV-004903873869,-2571086.25
PV-009429907895,-2571075.0
PV-007158229887,-2571055.0
PV-009985551641,-2571032.0
Z7629006122,-2571003.75
Z7740394787,-2570965.75
PV-006205580805,-2570916.0
PV-005411701159,-2570890.25
Z1585055499,-2570889.5
Z7580282927,-2570774.0
PV-008034859702,-2570665.75
Z806833922,-2570659.5
Z1102744601,-2570640.75
Z7794860624,-2570634.0
Z1585030074,-2570580.0
PV-008769241576,-2570574.75
Z1481661788,-2570545.5
PV-008239555929,-2570478.0
PV-006648590099,-2570455.5
Z1671205435,-2570312.25
Z1534156909,-2570308.75
PV-006709103930,-2570246.0
Z1280107691,-2570215.25
Z1744796509,-2570188.0
PV-004219421965,-2570022.5
PV-008588651595,-2569980.25
PV-007541807030,-2569888.75
Z295598502,-2569835.5
PV-004240409125,-2569809.0
PV-008424689015,-2569767.0
Z4984245106,-2569754.75
Z7593928694,-2569651.0
PV-008036081420,-2569625.5
PV-007255812147,-2569597.0
Z1256183586,-2569593.75
PV-008687653036,-2569580.0
PV-007552455989,-2569544.5
PV-008973669840,-2569521.75
Z1671211622,-2569516.5
PV-009348452517,-2569516.0
PV-007151837886,-2569389.0
PV-008549874131,-2569317.25
PV-005472149470,-2569303.5
PV-007492019145,-2569281.25
Z7672534710,-2569175.75
Z2229435523,-2569171.75
Z2184199200,-2569052.0
PV-005764846802,-2569030.0
PV-004997979470,-2569013.25
PV-005477031800,-2568945.5
PV-006134443591,-2568931.5
Z1616562044,-2568884.5
PV-007204359128,-2568872.5
PV-008995441376,-2568866.0
PV-009529935547,-2568816.75
PV-007345107507,-2568813.0
Z7731295363,-2568780.0
Z2032558877,-2568733.25
PV-008057265259,-2568687.0
PV-007891465660,-2568625.0
PV-009527569382,-2568542.0
PV-005393247450,-2568529.0
PV-006603206729,-2568525.0
PV-006497134083,-2568421.75
Z1225197190,-2568404.75
PV-009024741372,-2568316.0
PV-007775206411,-2568295.75
Z6739531713,-2568244.0
PV-009538273149,-2568182.25
Z7693478334,-2568172.75
PV-007478777850,-2568090.25
PV-007243617011,-2568042.0
Z1846701421,-2567938.75
PV-006182034083,-2567925.75
PV-006692453198,-2567906.25
PV-008811460825,-2567863.75
Z1819836385,-2567757.25
PV-007110733166,-2567748.75
PV-004874624955,-2567713.5
PV-009890202749,-2567708.5
Z1874312383,-2567660.75
Z1929582904,-2567645.75
PV-006717109750,-2567639.25
PV-007882799499,-2567618.5
PV-007048636681,-2567567.0
PV-009872755455,-2567544.25
Z1578506624,-2567359.25
Z1684474736,-2567296.5
PV-008952153920,-2567294.25
Z2229435051,-2567269.25
PV-009500829395,-2567238.25
PV-009581321974,-2567056.25
Z1566090040,-2566990.75
Z1817102119,-2566948.25
Z1335708531,-2566885.25
PV-005736663462,-2566849.75
PV-010011210252,-2566765.25
PV-009775228351,-2566743.0
Z1333105152,-2566706.5
PV-009786687548,-2566662.0
Z4323405930,-2566626.25
PV-008668569906,-2566518.25
PV-009979814067,-2566493.75
PV-004706310420,-2566472.25
Z1700539017,-2566398.0
PV-006763650813,-2566384.5
Z1171530966,-2566288.75
PV-006470194991,-2566230.75
PV-005655726994,-2566220.0
Z4493290080,-2566212.75
PV-002392537418,-2566183.5
Z1083853674,-2566158.0
PV-008918410383,-2566146.75
Z1559042409,-2566115.75
Z3290632082,-2566051.25
PV-009443387451,-2566039.75
PV-005204100508,-2565943.0
Z816874910,-2565913.75
PV-007438352093,-2565875.25
PV-007715811136,-2565863.5
PV-009333833214,-2565683.25
PV-007233833448,-2565662.25
PV-004220989874,-2565622.0
Z7629069668,-2565617.5
Z1548187339,-2565610.5
PV-007024288404,-2565581.0
PV-005477681164,-2565545.5
Z1896026329,-2565486.5
Z2224386775,-2565481.0
PV-005908113934,-2565444.5
Z7657383209,-2565410.0
PV-008937075155,-2565381.25
PV-006859851228,-2565302.75
PV-007461352477,-2565230.75
PV-008424925917,-2565221.5
PV-009276658297,-2565194.5
Z1697380698,-2565188.75
PV-009952258718,-2565173.0
PV-008530249277,-2565066.5
PV-008372832722,-2565041.5
PV-006995145897,-2564999.75
Z1442219761,-2564939.5
PV-005853772458,-2564807.75
Z1643276263,-2564800.0
Z7609257257,-2564792.0
Z7599832212,-2564744.0
PV-007344954102,-2564722.75
PV-007819292206,-2564720.0
Z1149463076,-2564580.25
Z7692863834,-2564560.0
PV-005158094861,-2564522.75
PV-007131001932,-2564506.75
PV-005129798823,-2564498.5
PV-004547330245,-2564448.0
PV-009853868652,-2564422.75
Z1539067214,-2564414.75
Z3824423114,-2564111.5
Z2199427456,-2564109.5
PV-008980199730,-2564036.0
Z759824248,-2563984.0
PV-008463973187,-2563970.75
PV-006251858537,-2563932.75
PV-008146904131,-2563925.25
Z1442218583,-2563834.25
PV-008310179680,-2563829.25
PV-005123743158,-2563807.75
PV-004422214001,-2563771.0
PV-006934417046,-2563716.75
PV-007794550694,-2563712.75
Z7572015662,-2563687.0
PV-009956639505,-2563677.25
PV-008470198333,-2563547.25
PV-007057353407,-2563511.0
PV-009380339978,-2563509.0
PV-007168338831,-2563500.25
Z1323352878,-2563493.25
PV-008040890690,-2563295.5
Z1315292545,-2563256.75
Z1698857384,-2563131.25
PV-007368461378,-2563129.5
PV-008896629304,-2563128.0
PV-005827835409,-2563116.5
PV-007050548329,-2562940.75
PV-008815938429,-2562856.25
PV-006698515501,-2562808.5
PV-006504554368,-2562678.0
PV-006800809655,-2562674.75
PV-007632099798,-2562545.5
PV-002147774493,-2562501.0
Z1335768977,-2562498.0
PV-008303639954,-2562493.25
Z2093116711,-2562394.0
Z7654500884,-2562352.75
PV-004234181992,-2562320.25
Z7629188154,-2562292.25
Z2225609615,-2562290.5
Z1585031551,-2562199.5
PV-004266662728,-2562162.75
PV-009693519080,-2562159.25
Z1334417771,-2562150.75
PV-008526291477,-2562128.5
PV-007593129928,-2562119.0
Z1851126728,-2562048.25
PV-006193806748,-2562047.0
Z7593917899,-2562025.75
Z7689842093,-2562025.25
PV-007865588304,-2561952.5
Z1556505012,-2561917.75
PV-009458065139,-2561834.25
PV-006034264514,-2561750.75
PV-005525809944,-2561721.5
Z2154586822,-2561701.5
PV-007030454974,-2561638.0
Z2221862394,-2561625.75
PV-008042305957,-2561598.25
PV-008787925420,-2561551.75
PV-007450553428,-2561531.5
PV-009503813720,-2561496.75
Z7731306899,-2561332.5
Z1385632746,-2561332.25
PV-008885450010,-2561325.25
PV-008923074965,-2561200.5
Z1175567168,-2561187.5
PV-005456730788,-2561160.75
PV-006662541138,-2561130.75
PV-006955960711,-2561128.75
PV-004633075468,-2561119.5
PV-009627969366,-2561076.75
PV-008788443653,-2560979.0
PV-009764347632,-2560857.25
PV-005642739405,-2560852.75
PV-007353668692,-2560834.25
PV-008928785848,-2560832.25
Z7610342728,-2560773.75
Z1488949764,-2560715.25
PV-004719808692,-2560697.5
Z7594636026,-2560648.25
PV-006964096499,-2560643.25
Z2100247348,-2560616.25
Z7707347273,-2560613.25
PV-009476221522,-2560501.75
Z1335925800,-2560499.5
PV-006924371720,-2560462.5
PV-007528138973,-2560442.25
PV-007811355858,-2560403.5
PV-007985311877,-2560217.0
PV-008025965638,-2560085.0
PV-009153540316,-2560000.5
PV-005164089322,-2559972.75
PV-006926076654,-2559964.25
PV-005016403857,-2559895.75
Z1174679171,-2559876.0
PV-008744943593,-2559857.75
PV-009210005691,-2559801.75
PV-004826708415,-2559778.25
Z1550169158,-2559756.0
PV-007934681667,-2559674.0
PV-007592813866,-2559572.25
PV-004749336073,-2559505.25
Z2197230240,-2559471.75
PV-006703938630,-2559359.0
PV-007526358081,-2559218.0
PV-007695707002,-2559192.5
Z1900947563,-2559148.0
Z7598214316,-2559140.5
PV-008393497940,-2559090.0
Z1334417306,-2559087.75
Z4984256705,-2559067.5
PV-004884302172,-2559039.0
PV-007919830255,-2559032.25
Z1506593391,-2559018.25
PV-006122914105,-2558981.25
Z4493384819,-2558954.5
PV-010089265882,-2558911.25
PV-005543987365,-2558888.75
PV-008652772259,-2558865.5
PV-008200861655,-2558840.25
PV-007913677462,-2558792.25
PV-007870564025,-2558792.0
PV-009421224997,-2558768.0
Z7599897684,-2558710.75
PV-008206361640,-2558625.5
Z5278797722,-2558593.0
Z7740389003,-2558561.75
Z1280730742,-2558506.5
PV-008108478531,-2558477.5
PV-005893326511,-2558309.0
PV-008253880696,-2558305.5
PV-008441167865,-2558289.75
Z1952780980,-2558262.75
PV-004445837947,-2558152.0
Z7669153343,-2558060.25
PV-009447207327,-2558009.25
PV-004765905950,-2557991.25
Z1335905018,-2557976.25
PV-010032356198,-2557844.75
PV-009148186002,-2557837.25
PV-007268281156,-2557771.25
PV-009940363302,-2557559.5
PV-009642848868,-2557537.0
PV-004875837359,-2557469.0
PV-009666478286,-2557418.5
Z7791827638,-2557409.75
PV-007311531296,-2557394.75
Z4493368549,-2557373.25
Z1161774681,-2557321.75
PV-008787871459,-2557268.0
PV-008019330226,-2557237.25
Z4985552369,-2557061.75
PV-009561988403,-2557042.75
Z7666416871,-2557028.0
Z7587910476,-2556971.0
PV-006909824060,-2556893.75
PV-008771276300,-2556882.25
PV-007436951362,-2556863.25
PV-008764066299,-2556854.0
PV-009419305245,-2556840.25
PV-004370689179,-2556819.5
PV-006873818182,-2556780.5
Z5776337971,-2556734.75
Z1372988310,-2556708.5
PV-007164145023,-2556625.75
Z7587922542,-2556608.75
Z1334417795,-2556590.25
PV-007903236124,-2556554.5
PV-007924084670,-2556530.25
PV-008478346235,-2556499.75
Z7574677044,-2556428.25
PV-009691308081,-2556421.75
PV-008487817694,-2556415.5
PV-007603842847,-2556371.5
PV-007057072370,-2556326.0
Z1667598951,-2556324.75
Z1313075915,-2556307.75
PV-008020335407,-2556298.0
PV-008542894756,-2556292.0
PV-007565930505,-2556265.25
Z7578596767,-2556164.25
PV-006560947681,-2556083.0
PV-007280239785,-2556082.0
PV-007996566363,-2556045.75
Z7599853103,-2556040.75
PV-006775030345,-2556040.25
Z7593924129,-2556029.0
PV-007660302198,-2555963.0
PV-005940778824,-2555935.0
PV-006901658890,-2555926.25
Z1905875477,-2555898.75
PV-008321542724,-2555860.25
PV-004466449889,-2555803.75
PV-008323612279,-2555803.5
PV-009534710882,-2555733.5
Z6477808748,-2555676.5
PV-008286789289,-2555655.0
PV-009337572562,-2555646.75
PV-005058106246,-2555564.75
PV-009328560728,-2555545.0
PV-004268487257,-2555530.0
Z2078293599,-2555525.0
PV-008144934303,-2555475.0
Z1576396986,-2555435.75
Z1585034978,-2555408.25
PV-008041632349,-2555376.25
PV-008806911539,-2555352.75
PV-007317099248,-2555293.25
PV-004936374819,-2555288.5
PV-007703805392,-2555282.0
Z1771576241,-2555022.5
Z1313408042,-2555011.25
PV-009864768734,-2554974.75
PV-007237792450,-2554947.0
PV-004658419166,-2554923.75
PV-004664511704,-2554920.5
Z1161340157,-2554910.25
PV-004589019059,-2554901.5
PV-008751229410,-2554872.5
Z1314811712,-2554831.0
PV-005318815971,-2554802.0
PV-007178589716,-2554753.25
PV-006785142852,-2554722.0
PV-009775243296,-2554721.25
PV-006964622666,-2554649.0
PV-005588454081,-2554604.25
Z1442208058,-2554584.25
PV-006924728702,-2554547.75
PV-007551867776,-2554504.75
PV-007917483933,-2554456.75
Z7740385588,-2554438.5
PV-005029790916,-2554390.75
Z1734732580,-2554373.0
PV-007377798206,-2554348.25
PV-008850710529,-2554298.0
PV-006933600300,-2554292.75
PV-009005494358,-2554279.25
PV-005876182882,-2554203.75
PV-007246167416,-2554186.5
PV-007263029425,-2554159.75
Z1212220733,-2554096.25
PV-007575586183,-2554035.0
PV-007309141789,-2554028.75
PV-008273781716,-2554025.5
Z7746814917,-2554008.25
Z5278898150,-2553996.25
PV-005804440493,-2553941.0
Z1942166931,-2553881.75
PV-009162134687,-2553877.25
PV-009894303746,-2553844.75
PV-008768765475,-2553844.5
Z1481660937,-2553779.75
Z5278871460,-2553741.0
PV-004156770294,-2553738.75
PV-005465946559,-2553660.75
PV-007291776858,-2553646.25
PV-004474655200,-2553633.25
PV-007113829625,-2553605.0
Z643628940,-2553603.0
Z7689830638,-2553577.5
PV-006568046668,-2553527.75
Z806833688,-2553466.5
PV-008619750449,-2553411.25
PV-004479699260,-2553392.75
Z1550170699,-2553363.0
Z1703705791,-2553363.0
PV-009738697860,-2553303.75
PV-004239481904,-2553297.5
PV-008377943477,-2553234.25
PV-009876338392,-2553176.75
PV-009615838287,-2553143.0
PV-008523738180,-2553116.75
PV-010091893115,-2553102.75
PV-008470323946,-2553097.75
PV-006394312247,-2553094.0
Z1615667999,-2553079.0
PV-007283725610,-2553058.75
Z1161341455,-2553054.0
Z1467407159,-2553026.25
Z1629244848,-2552947.25
Z7678078127,-2552920.25
PV-009691744593,-2552918.0
PV-006851683463,-2552898.25
Z1333201348,-2552873.25
Z3484590576,-2552855.25
Z7599816193,-2552817.75
PV-004437530734,-2552816.0
Z1629550559,-2552800.25
PV-005132883312,-2552756.25
PV-006087623816,-2552722.25
PV-010086317129,-2552721.5
Z1246738623,-2552692.25
Z1838427114,-2552572.5
PV-008904385611,-2552572.25
PV-005298813162,-2552569.25
PV-005359429148,-2552551.0
Z7594803358,-2552486.75
Z5278873053,-2552436.0
PV-008823785348,-2552331.25
PV-005263030792,-2552231.0
PV-009637353537,-2552206.25
Z2213538513,-2552197.75
PV-007440724804,-2552175.0
PV-009846291234,-2552163.0
PV-008550150630,-2552115.5
PV-005036893454,-2552097.5
PV-008659830177,-2552094.75
PV-007306290579,-2552037.75
Z1275683963,-2552005.25
Z2196000774,-2551959.25
PV-006620880160,-2551873.5
PV-009269599706,-2551844.25
Z1903459236,-2551658.75
Z2202396551,-2551639.75
Z325497604,-2551602.25
Z1348145683,-2551586.75
PV-009134149938,-2551519.0
PV-007220427715,-2551504.0
PV-007134236657,-2551429.5
PV-008499211343,-2551320.25
PV-008004439605,-2551309.0
PV-002309701908,-2551299.5
PV-008769350584,-2551269.75
Z5017055085,-2551264.75
PV-008050550836,-2551240.0
PV-004606621347,-2551191.5
PV-006867633418,-2551113.25
Z7721412236,-2551048.75
Z3336726966,-2551040.0
PV-010061955853,-2551010.5
PV-009168455519,-2551008.5
Z1894840383,-2550906.75
Z1550164219,-2550881.0
PV-010088418472,-2550667.75
PV-002585015780,-2550641.0
PV-007170329457,-2550627.25
Z1816458384,-2550606.0
PV-006881240337,-2550540.0
PV-008247778832,-2550511.75
PV-009956353878,-2550474.0
PV-008247723197,-2550388.5
Z1274201630,-2550329.5
PV-009095364956,-2550174.0
PV-007473993523,-2550151.5
PV-008114111836,-2550067.25
Z7573704112,-2550044.0
Z7630431065,-2550037.75
PV-009342086289,-2549932.5
PV-009922210473,-2549912.25
PV-008412287783,-2549829.5
PV-007939262255,-2549812.0
PV-010082671793,-2549709.75
PV-008565286091,-2549707.0
PV-007143830011,-2549639.75
PV-007556341347,-2549633.75
PV-007743948476,-2549568.75
PV-007711711118,-2549495.75
Z2222654380,-2549482.5
Z1148279846,-2549476.75
PV-009555919420,-2549412.75
PV-007869953532,-2549387.75
PV-008059999654,-2549326.25
Z7580280178,-2549293.75
PV-007643169667,-2549287.0
Z1100163090,-2549265.25
PV-006080391894,-2549256.0
PV-006982921904,-2549233.5
PV-009934402056,-2549160.75
Z5278921218,-2549159.25
PV-004856987615,-2549063.5
PV-005804599967,-2549040.75
PV-007611930768,-2549020.5
PV-008920662589,-2548971.75
PV-004500509582,-2548935.5
Z4493244943,-2548924.0
Z7593899199,-2548879.75
Z7578604352,-2548818.5
