proteinID,ligandID,runID,affinity,rmsdLB,rmsdUB
7RDX-no-extra,Mrv0541-02231214492D,0,-16.9,0.000,0.000
7RDX-no-extra,Mrv0541-02231214492D,1,-16.9,0.000,0.000
7RDX-no-extra,Mrv0541-02231214492D,2,-16.8,0.000,0.000
7RDX-no-extra,Mrv0541-02231214492D,3,-16.9,0.000,0.000
7RDX-no-extra,Mrv0541-02231214492D,4,-16.9,0.000,0.000
7RDX-no-extra,Mrv0541-02231214492D,5,-16.9,0.000,0.000
7RDX-no-extra,Mrv0541-02231214492D,6,-16.9,0.000,0.000
7RDX-no-extra,Mrv0541-02231214492D,7,-16.9,0.000,0.000
7RDX-no-extra,Mrv0541-02231214492D,8,-16.9,0.000,0.000
7RDX-no-extra,Mrv0541-02231214492D,9,-16.9,0.000,0.000
7RDX-no-extra,Mrv0541-02231214492D,10,-16.9,0.000,0.000
7RDX-zinc,Mrv0541-05041401352D,0,-14.1,0.000,0.000
7RDX-zinc,Mrv0541-05041401352D,1,-14.2,0.000,0.000
7RDX-zinc,Mrv0541-05041401352D,2,-14.2,0.000,0.000
7RDX-zinc,Mrv0541-05041401352D,3,-14.2,0.000,0.000
7RDX-zinc,Mrv0541-05041401352D,4,-14.2,0.000,0.000
7RDX-zinc,Mrv0541-05041401352D,5,-14.2,0.000,0.000
7RDX-zinc,Mrv0541-05041401352D,6,-14.2,0.000,0.000
7RDX-zinc,Mrv0541-05041401352D,7,-14.2,0.000,0.000
7RDX-zinc,Mrv0541-05041401352D,8,-14.2,0.000,0.000
7RDX-zinc,Mrv0541-05041401352D,9,-14.2,0.000,0.000
7RDX-zinc,Mrv0541-05041401352D,10,-14.1,0.000,0.000
7RDX-no-extra,Mrv0541-02231215192D,0,-15.1,0.000,0.000
7RDX-no-extra,Mrv0541-02231215192D,1,-15.1,0.000,0.000
7RDX-no-extra,Mrv0541-02231215192D,2,-15.1,0.000,0.000
7RDX-no-extra,Mrv0541-02231215192D,3,-15.1,0.000,0.000
7RDX-no-extra,Mrv0541-02231215192D,4,-15.1,0.000,0.000
7RDX-no-extra,Mrv0541-02231215192D,5,-15.1,0.000,0.000
7RDX-no-extra,Mrv0541-02231215192D,6,-15.1,0.000,0.000
7RDX-no-extra,Mrv0541-02231215192D,7,-15.1,0.000,0.000
7RDX-no-extra,Mrv0541-02231215192D,8,-15.1,0.000,0.000
7RDX-no-extra,Mrv0541-02231215192D,9,-15.1,0.000,0.000
7RDX-no-extra,Mrv0541-02231215192D,10,-15.1,0.000,0.000
7RDX-zinc,Mrv0541-02231215202D,0,-15.5,0.000,0.000
7RDX-zinc,Mrv0541-02231215202D,1,-15.5,0.000,0.000
