SMILES,proteinID,ligandID,mean,median,max,min,var
O=C(NC1=CC=CC=C1)C1=CC=C(NCC2=NOC(COC3=CC=CC=C3F)=C2)N=N1,7RDY-no-extra,311,-8.643181818181818,-8.6,-8.4,-8.8,0.0229756871035942
O=C(NCC1=CC=C(NC(=O)C2=CC=CN=C2)C=C1)C1=CC=C2C=NNC(=O)C2=C1,7RDY-no-extra,280,-8.631818181818181,-8.7,-8.1,-9.1,0.2264059196617345
O=C(NC1=CC=C(F)C(C2=CN(C3=C(F)C=CC=C3F)N=N2)=C1)C1=CC=NC=N1,7RDY-zinc,115,-8.627272727272727,-8.25,-8.0,-9.3,0.4094714587737847
O=C(NC1=CC(N2N=CC=C2C(F)(F)F)=CC=C1)C1=NN=C(C2=CC=CC=C2)N1,7RDY-no-extra,575,-8.625,-8.65,-8.3,-8.9,0.0786627906976742
O=C(NC1=CC(C2=NN=NN2)=CC=C1F)C1=CC=NC=C1OC1=CC=C(F)C=C1,7RDY-no-extra,173,-8.622727272727273,-8.6,-8.4,-8.7,0.0041226215644819
O=C(CC1=CC=CN=C1)NC1=CC=CC(NC(=O)C2=CC=C3C=CC(=O)NC3=N2)=C1,7RDY-zinc,571,-8.618181818181817,-8.6,-7.6,-9.2,0.1484989429175468
O=C(NCC1=NOC(C2=CC=C(F)C=C2)=N1)C1=CC(=O)C2=CC(F)=CC(F)=C2N1,7RDY-zinc,852,-8.606818181818182,-8.65,-8.2,-8.9,0.0890221987315011
CC1=CN=C2C(C(=O)NC3=CC(NC(=O)C4=NC=CC=C4F)=CC=C3)=CC=CC2=N1,7RDY-zinc,631,-8.600000000000001,-8.600000000000001,-8.2,-9.0,0.0986046511627902
O=C(NCC1=CC=CC=N1)C1=CC(NC(=O)C2=NOC=C2C2=CC=CC=C2)=CC=C1,7RDY-no-extra,415,-8.6,-8.75,-8.2,-8.9,0.0930232558139537
O=C(NC1=CC=CC(NC(=O)C2=C(F)NN=C2)=C1)C1=CC2=CC=C(F)C=C2C=N1,7RDY-no-extra,760,-8.6,-8.6,-7.7,-8.9,0.075609756097561
N#CC1=CC=CC=C1C1=CC=C(C(=O)NC2=NN=NN2CC2=CC=C(F)C=C2)C=C1,7RDY-zinc,306,-8.595454545454546,-8.6,-8.1,-8.7,0.0250951374207186
O=C(NC1=CC(NC(=O)C2=CN=CN2)=CC=C1)C1=CC=CC(CC2=CC=CC=N2)=C1,7RDY-zinc,752,-8.588636363636363,-8.55,-8.1,-9.1,0.1601004228329811
O=C(NCC1=CC(OC2=CC=C(F)C(F)=C2)=CC=N1)C1=NN(C2=CC=C(F)C=C2)N=C1,7RDY-zinc,94,-8.581818181818182,-8.55,-8.0,-8.9,0.0861733615221984
O=C(NC1=CC=CC(NC(=O)C2=CN=C(O)C3=CN=CC=C23)=C1)C1=CC=C(F)C=C1,7RDY-zinc,96,-8.579545454545455,-8.55,-8.3,-8.9,0.0811997885835095
O=C(NC1=CC=C2C=CN(CC3=CC=CC=C3F)C2=C1)C1=C(F)C(=O)NC(=O)N1,7RDY-zinc,573,-8.579545454545455,-8.7,-8.4,-8.8,0.0286416490486255
O=C(O)C1=CC=C(C2=CC=CC(CNC(=O)C3=CC=C4C(=O)C=CNC4=C3)=C2)C=C1,7RDY-zinc,304,-8.579545454545455,-8.6,-7.9,-8.7,0.0230602536997884
O=C(COC1=CC=CC(OC2=CC=CC=N2)=C1)N1CCN(C(=O)C2=CC(F)=CC=C2F)CC1,7RDY-zinc,736,-8.571739130434782,-8.5,-7.2,-9.0,0.1474057971014492
NC(=O)C1=CC=C(CC(=O)NCC2=CC=C(C3=CC=C4C=CC=CC4=C3)C=C2)C=N1,7RDY-zinc,706,-8.570454545454545,-8.3,-7.2,-9.4,0.3653858350951378
O=C(OCC1=COC(C2=CC(C(F)(F)F)=CC=C2)=N1)C1=CN=C(N2C=CC=N2)C=N1,7RDY-no-extra,769,-8.547727272727274,-8.6,-7.7,-8.8,0.0792970401691333
O=C(NC1=CC=CC(C2=NNC(=O)N2)=C1)C1=CC=NC=C1OC1=CC=C(F)C=C1,7RDY-zinc,445,-8.540909090909091,-8.5,-8.3,-8.6,0.0043340380549682
O=C(CC1=NN=C(C2=CC=CC=C2)O1)NCC1=CC=C(C2=CC=CN=C2)C(F)=C1,7RDY-zinc,629,-8.538636363636364,-9.05,-7.0,-9.6,1.130798097251586
O=C(NCC1=NN=C(C2=CC=CC=C2)O1)C1=CC(C2=C(F)C=C(F)C=C2F)=NO1,7RDY-no-extra,47,-8.534090909090908,-8.5,-8.2,-8.8,0.0357875264270613
O=C(CNC(=O)C1=CC=CC=N1)NC1=CC=C2N=CN(C3=CC=CC=C3)C(=O)C2=C1,7RDY-no-extra,147,-8.527272727272727,-8.6,-7.6,-8.8,0.0917970401691332
NC(=O)C1=CC(NC(=O)C2=CC=CC(CC3=CC=CC=N3)=C2)=NC2=CC=CC=C12,7RDY-zinc,765,-8.522727272727273,-8.5,-7.4,-9.3,0.3324947145877373
CC(NC(=O)C1=CC2=C(NC(=O)C=C2)C(F)=C1)C1=NC=C(C2=CC=C(F)C=C2)O1,7RDY-no-extra,538,-8.522727272727273,-8.7,-7.4,-9.3,0.6506342494714589
N#CC1=CC(F)=CC=C1C(=O)NC1=CC(NC(=O)C2=CC3=CC=NN3C=N2)=CC=C1,7RDY-zinc,761,-8.51590909090909,-8.55,-7.8,-8.8,0.0664852008456659
CC1=NC2=C(C3=CC=C(COC(=O)C4=CC=CC=C4O)C=C3)C=CC=C2C(=O)N1C,7RDY-no-extra,218,-8.50909090909091,-8.5,-8.0,-9.0,0.1529386892177598
O=C(NCC1=NOC(C2=CC(F)=CC=C2)=N1)C1=NOC=C1C1=CC=C(F)C=C1F,7RDY-no-extra,252,-8.504545454545454,-8.5,-7.5,-8.9,0.1060253699788584
O=C(NC1=CC=C(OCC2=CC=CC=C2F)C=C1)C1=CC=C(C2=NNC=N2)N=C1,7RDY-zinc,930,-8.504545454545454,-8.5,-8.0,-8.8,0.0404439746300209
O=C(NCC1=CC=C(N2C=NC=N2)N=C1)NCC1=CC(OC2=CC=C(F)C(F)=C2)=CC=N1,7RDY-no-extra,23,-8.497727272727273,-8.5,-8.1,-8.9,0.0276691331923889
O=C(NC1=CC(C2=CC=CC=C2)=CC=C1C(=O)O)C1=CC=C2C=CN=C(O)C2=N1,7RDY-zinc,559,-8.497727272727273,-8.600000000000001,-7.7,-8.8,0.1197621564482023
NC(=O)C1=CC=C(CC2=NOC(C3=CC(C4=C(F)C=C(F)C=C4F)=NO3)=N2)C=C1,7RDY-zinc,679,-8.495454545454546,-8.5,-8.3,-8.6,0.0013742071881606
O=C(NC1=CC=CC(C2=CNN=N2)=C1)C1=CC2=CC(C(F)(F)F)=CC=C2C(=O)O1,7RDY-zinc,438,-8.493181818181817,-8.600000000000001,-7.3,-9.1,0.3159989429175481
O=C(NC1=CC=C(C2=CC(=O)N3C=CC=C(OCC4=CC=CC=C4)C3=N2)C=N1)C(F)(F)F,7RDY-zinc,700,-8.48409090909091,-8.7,-7.7,-9.2,0.5218340380549656
O=C(NCC1=CC=CC=C1OC1=CC=CC=N1)C1=NOC(C2=CC(F)=CC=C2)=N1,7RDY-zinc,842,-8.479545454545455,-8.45,-8.2,-8.7,0.0295718816067652
O=C(CC1=CC=C(O)C2=CC=CC=C12)NC1=CC(NC(=O)C2=CN=CN=C2)=CC=C1,7RDY-no-extra,201,-8.472727272727273,-8.5,-7.8,-9.2,0.273192389006342
O=C(NCC1=CC=C(C2=CC(F)=CC=C2)O1)C1=CC=C(C2=NNC(=O)C=C2)C=C1,7RDY-zinc,711,-8.468181818181819,-8.5,-8.2,-8.6,0.0078012684989429
O=C(CC1=NNC(=O)C2=CC=CC=C12)NC1=NC(C2=CC(F)=CC(F)=C2)=CC=N1,7RDY-no-extra,470,-8.465909090909092,-8.6,-7.2,-9.5,1.100903805496828
O=C(OCC1=CC=CC=C1)C1=CC(NC(=O)C2=CC=C3C=CN=C(O)C3=N2)=CC=C1,7RDY-no-extra,6,-8.461363636363636,-8.4,-7.4,-8.9,0.1452167019027481
O=C(OCC1=CC=C(C2=CC=C3OC(=O)NC(=O)C3=C2)C=C1)C1=CC=CC=C1O,7RDY-no-extra,113,-8.461363636363636,-8.5,-7.6,-8.8,0.0526585623678646
O=C(NC1=CC(C2=NNN=N2)=CC(C2=CC=NC=C2)=C1)C1=C(F)C=CC(F)=C1O,7RDY-no-extra,359,-8.452272727272728,-8.4,-8.3,-8.8,0.0337156448202963
CC1=CC=C(OC2=CC=C(NC(=O)C3=CC=CC(C4=NNC(=O)C=C4)=C3)C=C2)N=N1,7RDY-zinc,43,-8.452272727272726,-8.5,-8.1,-8.7,0.0276691331923888
CN(C(=O)C1=CN(C2=CC=CC=N2)N=C1)C1=CC=CC(C(O)C2=CC=CC=C2)=C1,7RDY-no-extra,354,-8.450000000000001,-8.45,-8.1,-8.8,0.1253488372093023
O=C(NC1=C(F)C=C(F)C=C1C1=CC=CC=C1)C1=CC=C2C=CC(=O)NC2=N1,7RDY-zinc,494,-8.450000000000001,-8.45,-8.3,-8.6,0.0230232558139536
CC1=C(C(=O)NCC2=CC=CC(C3=CC=CC=N3)=C2)N=NN1CCOC1=CC=C(F)C=C1,7RDY-zinc,893,-8.450000000000001,-8.45,-8.0,-8.7,0.0286046511627904
O=C(CC1=CC=C2C=CN=CC2=C1)NC1=CC(NC(=O)C2=NC=NC=C2F)=CC=C1,7RDY-zinc,622,-8.450000000000001,-8.4,-7.5,-8.6,0.0286046511627907
O=C(NC1=CC=C(F)C(C(=O)C2=CNC3=CC=CC=C23)=C1)C1=C(F)C(O)=NC=N1,7RDY-no-extra,903,-8.45,-8.6,-8.0,-8.7,0.0667441860465116
CC1=CC=C(F)C(N2CCCC(NC(=O)COC3=CC=CC(OC4=CC=CC=N4)=C3)C2=O)=C1,7RDY-no-extra,584,-8.445454545454545,-8.25,-8.1,-8.9,0.0806765327695559
CC1=CN=C(C(=O)NC2=CC=C(F)C(C(=O)C3=CC=CC=C3)=C2)C=C1C1=NNN=N1,7RDY-no-extra,452,-8.44090909090909,-8.399999999999999,-7.4,-8.9,0.1699154334038071
O=C(NC1=CC=CC=C1CC1=CC=CN=C1)C1=CC=CC(C2=NNC(=O)C=C2)=C1,7RDY-no-extra,619,-8.436363636363636,-8.45,-8.0,-8.8,0.0753911205073994
NC(=O)C1=CC2=CC=CC(NC(=O)C3=CC(C4=CC=CC=N4)=CC(F)=C3)=C2N1,7RDY-no-extra,182,-8.429545454545455,-8.350000000000001,-8.2,-8.8,0.0477114164904864
CCOC1=CC=C(N2N=CC(C(=O)NCC3=CC(OC4=CC=CC(F)=C4)=CC=N3)=C2C)N=N1,7RDY-zinc,30,-8.427272727272728,-8.6,-7.1,-8.8,0.140169133192389
NC(=O)C1=CC(NC(=O)C2=NOC=C2C2=CC=C(F)C=C2F)=NC2=CC=CC=C12,7RDY-no-extra,152,-8.425,-8.3,-7.7,-8.8,0.0954069767441859
N#CC1=CC(OC2=CC=CC=C2NC(=O)CC2=CC=C(C3=NN=NN3)C=C2)=CC=C1,7RDY-zinc,380,-8.420454545454545,-8.4,-8.1,-8.6,0.0193393234672303
O=C(CC1=COC(C2=CC=C(F)C=C2)=N1)NC1=NC=NN1C1=CC=C(F)C=C1F,7RDY-zinc,366,-8.413636363636364,-8.45,-8.2,-8.6,0.0365539112050738
NC(=O)C1=CC=CC(COC2=CC=C(C3=CC=C4OC(=O)NC(=O)C4=C3)C=C2)=C1,7RDY-zinc,515,-8.409090909090908,-8.399999999999999,-7.7,-9.0,0.232008456659619
O=C(CN1C=NC2=CC=C(F)C=C2C1=O)NC(C1=CC=CC(C(F)(F)F)=C1)C1=NN=CN1,7RDY-no-extra,955,-8.399999999999999,-8.399999999999999,-7.6,-9.2,0.654883720930233
N#CC1=CC(C2=CC=CC(NC(=O)C3=CC=C4C=NNC(=O)C4=C3)=N2)=CC(F)=C1,7RDY-no-extra,417,-8.395454545454546,-8.4,-7.8,-8.9,0.2609090909090911
O=C(COC(=O)C1=CC2=C(NC(=O)C=C2)C(F)=C1)NC1=CN=C2C=CC=CC2=C1,7RDY-no-extra,464,-8.393181818181818,-8.4,-8.3,-8.7,0.0136733615221987
O=C(O)C1=CN(C2=CC=CC(C3=CC(CN4C=CN=C4)=CC(F)=C3)=C2)C(=O)C=C1,7RDY-no-extra,161,-8.388636363636364,-8.1,-8.0,-8.9,0.16196088794926
O=C(NCC1=CC=CC=C1CNC(=O)C1=CC=C(F)C2=NC=CC=C12)C1=CNC=C1,7RDY-no-extra,650,-8.386363636363637,-8.5,-7.2,-9.0,0.3909725158562374
O=C(NC1=CC=C(F)C=C1)C1=CC=CC(NCC2=CNC(=O)C3=CC=CC=C23)=N1,7RDY-no-extra,740,-8.386363636363637,-8.4,-7.7,-9.0,0.1281818181818182
O=C(NCC1=CN=CC(C2=CC=CN=C2)=C1)C1=NC2=CC(F)=CC(F)=C2C=C1,7RDY-no-extra,830,-8.38409090909091,-8.350000000000001,-8.2,-8.5,0.0120665961945029
O=C(C1=CC=CC=C1)C1=CC(NC(=O)C2=C(F)C3=C(C=C2)NC(=O)N3)=CC=C1F,7RDY-no-extra,294,-8.381818181818181,-8.399999999999999,-7.6,-8.8,0.1154756871035946
NC(=O)C1=CC=C(CN2N=C(C3=CC=CC4=CC=CC=C34)C=CC2=O)C(F)=C1,7RDY-no-extra,527,-8.379545454545454,-8.399999999999999,-7.8,-8.6,0.0556183932346722
O=C1N=C(C2=CC=C(C3=CC(F)=CC=C3OCC3=CC=NC=C3)C=N2)C=CN1,7RDY-zinc,363,-8.379545454545454,-8.4,-8.2,-8.5,0.0160835095137421
O=C(NC1=CC=C(C2=NOC(C(F)(F)F)=C2)C=C1)C1=CC2=CC=CN=C2NC1=O,7RDY-zinc,57,-8.370454545454546,-8.4,-7.2,-9.4,0.385850951374207
O=C(CC1=CN=CO1)NC1=CC(NC(=O)C2=CN=CC(C3=CC=CC=N3)=C2)=CC=C1,7RDY-no-extra,579,-8.368181818181817,-8.5,-7.5,-8.7,0.1105919661733615
O=C(CC1=CC=CC=C1OC1=CC=NC=C1)NC1=CC=C(C2=CNC(=O)N2)C=C1,7RDY-zinc,572,-8.365909090909092,-8.350000000000001,-7.7,-8.8,0.0739270613107823
O=C(NC1=CC(C2=CC=C(F)C=C2F)=CC=C1)C1=CN=C2N=CNC(=O)C2=C1,7RDY-no-extra,416,-8.363636363636363,-8.3,-7.8,-8.8,0.1279492600422835
O=S(=O)(NC1=CC=C(C2=CC=C(F)C=C2)N=N1)C1=CC=C(F)C2=CN=CC=C12,7RDY-no-extra,786,-8.363636363636363,-8.4,-8.3,-8.4,0.002367864693446
O=C(C1=CC=CC=C1)C1=CC(C2=CC=C3OC(=O)NC(=O)C3=C2)=CC=C1F,7RDY-no-extra,734,-8.350000000000001,-8.4,-8.0,-8.5,0.0216279069767441
O=C(NCC1=CC2=CC=CC=C2NC1=O)C1=CC(C2=C(F)C=C(F)C=C2F)=NO1,7RDY-zinc,829,-8.347727272727273,-8.3,-8.2,-8.7,0.0239482029598311
CN1C=C(C2=CC=CC(NC(=O)C3=CC(C4=C(F)C=C(F)C=C4F)=NO3)=C2)N=N1,7RDY-no-extra,580,-8.347727272727273,-8.3,-8.2,-8.6,0.0234830866807614
O=C(NC1=CC=CC(N2N=NNC2=O)=C1)C1=CC=C(C2=CC=CC=C2)C=C1F,7RDY-zinc,262,-8.334090909090909,-8.5,-7.7,-8.7,0.1422991543340379
COC1=CC(C(=O)NC2=CC=C(C)C(C(=O)C3=CC=CC=C3)=C2)=CC2=C1NC(=O)N2,7RDY-no-extra,553,-8.334090909090909,-8.4,-7.4,-8.6,0.0850898520084566
OC1=NC(O)=C2C=C(C3=CC=C(F)C(C(O)C4=CC=CC=C4)=C3)C=CC2=N1,7RDY-zinc,441,-8.334090909090909,-8.3,-8.2,-8.5,0.0125317124735731
N#CC1=CC=C(CC(=O)NC2=CC(NC(=O)C3=CC=NC4=C3NC=C4)=CC=C2)C=C1,7RDY-no-extra,551,-8.329545454545455,-8.3,-8.2,-8.5,0.0179439746300209
O=C(NC1=NN(C2=CC=C(F)C(F)=C2)C=N1)NC1=CC(C2=CC(F)=CC=C2)=NN1,7RDY-no-extra,562,-8.325000000000001,-8.350000000000001,-7.8,-8.9,0.236802325581395
O=C(NCC1=CC=NC(OC2=CC=CC=C2F)=C1)C1=CC=C(C2=NC=NO2)C=C1,7RDY-zinc,48,-8.322727272727272,-8.4,-8.1,-8.6,0.0413319238900635
CC1=NC(O)=C2C=C(NC(=O)C3=CC(C4=C(F)C=C(F)C=C4F)=NO3)C=CC2=N1,7RDY-no-extra,144,-8.322727272727272,-8.350000000000001,-7.8,-8.9,0.2669133192389014
CN1N=CC2=CC=C(CNC(=O)NCC3=CC(OC4=CC=C(F)C(F)=C4)=CC=N3)C=C21,7RDY-no-extra,162,-8.31590909090909,-8.350000000000001,-7.6,-8.8,0.1022991543340379
O=C(NCC1=CC=C(C2=CNC(=O)C=C2)C=C1)NC1=NC=NC=C1C1=CC=CC=C1,7RDY-zinc,308,-8.31590909090909,-8.3,-6.9,-8.7,0.1678805496828756
CC1=NC(NC(=O)C2=NN(C3=CC=C(F)C=C3)C=CC2=O)=NC=C1C1=CC=CC=C1,7RDY-no-extra,298,-8.311363636363636,-8.45,-6.6,-9.2,0.7633562367864692
O=C(NC1=CC=CN=C1)C1=CC=C(CNC(=O)C2=CC=C3C=CN=C(O)C3=N2)C=C1,7RDY-no-extra,768,-8.311363636363636,-8.399999999999999,-7.8,-8.7,0.1563794926004224
O=C(OCC1=COC(C2=CC=C(C(F)(F)F)C=C2)=N1)C1=CN=CC(N2C=CN=N2)=C1,7RDY-no-extra,459,-8.309090909090909,-8.25,-7.7,-8.7,0.1552642706131073
C[C@@H](NC(=O)C1=CC=C2NC(=O)NC(=O)C2=C1)C1=CC=C(C2=CC=CC=C2)C=C1,7RDY-no-extra,450,-8.302272727272728,-8.3,-8.0,-8.5,0.0285993657505286
O=C(NCC1=CC=C(C(=O)NC2=CC=CN=C2)C=C1)C1=CN=CC(C2=NNC=C2)=C1,7RDY-no-extra,560,-8.302272727272728,-8.399999999999999,-7.7,-8.8,0.1779016913319227
NCC1=CC=CC2=CC=C(C(=O)NCC3=CC=C(C4=CNC(=O)C=C4)C=C3)C=C12,7RDY-no-extra,835,-8.302272727272728,-8.3,-7.8,-8.8,0.2495295983086682
NC1=NN=CC(C2=CC=CC(C(=O)NCC3=CC=C(C4=CC=CC=N4)C(F)=C3)=C2)=N1,7RDY-no-extra,117,-8.299999999999999,-8.25,-8.0,-8.6,0.0483720930232556
O=C(NCCN1C(=O)CC2=CC=CC=C21)NC1=CC(C(=O)NCC2=CC=CC=C2F)=CC=C1,7RDY-zinc,610,-8.297727272727274,-8.35,-7.2,-9.4,1.0360412262156449
O=C(NC1=CN(CC2=CC(F)=CC=C2)C(=O)C=C1)C1=CC=CC2=C1C=NNC2=O,7RDY-no-extra,83,-8.297727272727274,-8.3,-8.2,-8.4,0.0053435517970404
O=C(NC1=CC=C(C2=CNC(=O)N2)C=C1)C1=CC=CN=C1NC1=CC=CC=C1F,7RDY-zinc,224,-8.297727272727274,-8.3,-8.1,-8.5,0.0281342494714592
COC(=O)C1=CC(NC(=O)C2=C(C3=CC=CC=C3)N(C)C3=CC=CC=C23)=CN=C1O,7RDY-no-extra,659,-8.295454545454545,-8.3,-8.1,-8.5,0.0143974630021143
O=C(NC1=CC2=CC=CC=C2C(=O)N1)C1=CC=NC(N2C=CC(C(F)(F)F)=N2)=C1,7RDY-no-extra,546,-8.29318181818182,-8.4,-7.8,-8.4,0.0466966173361521
O=C(NC1=CC(CC2=CC=CC=C2)=CC=N1)C1=CC=C(C2=NNC(=O)C=C2)C=C1,7RDY-no-extra,11,-8.290909090909091,-8.3,-7.7,-8.8,0.2013107822410147
O=C(CC1=NNC(=O)C=C1)C1=CC=C(C2=CN=C3C(F)=CC=CC3=C2)C=C1,7RDY-zinc,362,-8.284090909090908,-8.3,-7.9,-8.6,0.067880549682875
O=C(NC1=CC2=CC=CC=C2C(=O)N1)C1=CC(C2=CC=CC=N2)=CC(F)=C1,7RDY-zinc,40,-8.284090909090908,-8.0,-7.7,-8.9,0.2864852008456666
CC1=CC=C(OCC2=CC=CC(C(=O)NC3=CC=C(C4=CNC(=O)N4)C=C3)=C2)C=N1,7RDY-zinc,324,-8.275,-8.25,-8.0,-8.5,0.0475000000000001
CC1=CC=C(NC(=O)C2=CC=C3NC(=O)NC(=O)C3=C2)C(C2=CC=CC=C2F)=C1,7RDY-zinc,626,-8.272727272727273,-8.2,-8.1,-8.4,0.0080761099365752
O=C(NCC1=CC=C(C2=CN=CN=C2)C=C1)C1=CN(C2=CC(F)=CC=C2)C(=O)C=C1,7RDY-no-extra,984,-8.272727272727273,-8.25,-7.9,-8.6,0.0513319238900633
NC(=O)C1=CC=C(COC2=CC=C(C3=CC=CC(N4C=NC=N4)=C3)C=C2)C(F)=C1,7RDY-no-extra,824,-8.270454545454545,-8.3,-7.8,-8.7,0.0309672304439747
O=C(NCC1=CC=CC2=NON=C12)C1=CC(F)=C(F)C=C1C(=O)C1=CC=CC=C1,7RDY-no-extra,123,-8.268181818181818,-8.3,-8.1,-8.4,0.0189640591966173
