ZINC,ECBD,mode,affinity,rmsd l.b.,rmsd u.b.
ZINC000040379749,EOS100424,1.0,-7.3,0.0,0.0
ZINC000000528730,EOS1933,1.0,-7.3,0.0,0.0
ZINC000035404777,EOS1741,1.0,-7.3,0.0,0.0
ZINC000473084580,EOS100294,1.0,-7.3,0.0,0.0
ZINC000065250709,EOS1359,1.0,-7.3,0.0,0.0
ZINC000002882798,EOS2042,1.0,-7.3,0.0,0.0
ZINC000001024901,EOS100494,1.0,-7.3,0.0,0.0
,EOS336,1.0,-7.3,0.0,0.0
ZINC000004936961,EOS380,1.0,-7.3,0.0,0.0
ZINC000020984159,EOS734,1.0,-7.3,0.0,0.0
ZINC000004756701,EOS1983,1.0,-7.3,0.0,0.0
ZINC000004512033,EOS100129,1.0,-7.3,0.0,0.0
ZINC000002876295,EOS1997,1.0,-7.3,0.0,0.0
ZINC000033077150,EOS922,1.0,-7.3,0.0,0.0
ZINC000049550479,EOS49,1.0,-7.3,0.0,0.0
ZINC000096230942,EOS104,1.0,-7.3,0.0,0.0
ZINC000000177536,EOS234,1.0,-7.3,0.0,0.0
,EOS629,1.0,-7.3,0.0,0.0
,EOS101375,1.0,-7.3,0.0,0.0
ZINC000000897408,,1.0,-7.3,0.0,0.0
ZINC000009051230,EOS2306,1.0,-7.3,0.0,0.0
ZINC000055562703,EOS508,1.0,-7.3,0.0,0.0
ZINC000000105309,EOS100931,1.0,-7.3,0.0,0.0
ZINC000100468481,EOS101259,1.0,-7.3,0.0,0.0
ZINC000575623806,EOS100487,1.0,-7.3,0.0,0.0
ZINC000011229084,EOS361,1.0,-7.3,0.0,0.0
ZINC000001530836,EOS98600,1.0,-7.3,0.0,0.0
ZINC000097938634,EOS1296,1.0,-7.3,0.0,0.0
ZINC000064746449,EOS1104,1.0,-7.3,0.0,0.0
ZINC000006166052,EOS1861,1.0,-7.3,0.0,0.0
ZINC000067603377,EOS2454,1.0,-7.3,0.0,0.0
ZINC000035342789,EOS101243,1.0,-7.3,0.0,0.0
,EOS100693,1.0,-7.3,0.0,0.0
ZINC000004999300,EOS2305,1.0,-7.3,0.0,0.0
ZINC000020235826,EOS470,1.0,-7.3,0.0,0.0
ZINC000000000456,,1.0,-7.3,0.0,0.0
ZINC000065165573,EOS1227,1.0,-7.3,0.0,0.0
ZINC000021298097,EOS100671,1.0,-7.3,0.0,0.0
ZINC000002871818,EOS1934,1.0,-7.3,0.0,0.0
ZINC000033298567,EOS1175,1.0,-7.3,0.0,0.0
,EOS100964,1.0,-7.3,0.0,0.0
ZINC000012195423,EOS303,1.0,-7.3,0.0,0.0
ZINC000022059926,,1.0,-7.3,0.0,0.0
ZINC000065212593,EOS1279,1.0,-7.3,0.0,0.0
,EOS790,1.0,-7.3,0.0,0.0
ZINC000004710428,EOS353,1.0,-7.3,0.0,0.0
ZINC000008714529,EOS2134,1.0,-7.3,0.0,0.0
ZINC000013362380,EOS389,1.0,-7.3,0.0,0.0
ZINC000003797541,EOS100322,1.0,-7.3,0.0,0.0
,EOS20,1.0,-7.3,0.0,0.0
ZINC000022448983,EOS101765,1.0,-7.3,0.0,0.0
,EOS1193,1.0,-7.3,0.0,0.0
,EOS774,1.0,-7.3,0.0,0.0
ZINC000005439354,EOS299,1.0,-7.3,0.0,0.0
ZINC000006760408,EOS2331,1.0,-7.3,0.0,0.0
ZINC000043202993,EOS101054,1.0,-7.3,0.0,0.0
,EOS1237,1.0,-7.3,0.0,0.0
ZINC000020862918,EOS529,1.0,-7.3,0.0,0.0
ZINC000065056964,EOS1118,1.0,-7.3,0.0,0.0
,EOS98609,1.0,-7.3,0.0,0.0
,EOS98610,1.0,-7.3,0.0,0.0
ZINC000014210876,,1.0,-7.3,0.0,0.0
ZINC000012165998,EOS132,1.0,-7.3,0.0,0.0
ZINC000088346059,EOS101263,1.0,-7.3,0.0,0.0
ZINC000006700795,EOS2108,1.0,-7.3,0.0,0.0
,EOS100631,1.0,-7.3,0.0,0.0
,EOS2240,1.0,-7.3,0.0,0.0
ZINC000000091246,EOS2218,1.0,-7.3,0.0,0.0
ZINC000007005466,EOS724,1.0,-7.3,0.0,0.0
,EOS1587,1.0,-7.2,0.0,0.0
ZINC000003785416,EOS100787,1.0,-7.2,0.0,0.0
ZINC000009807678,EOS793,1.0,-7.2,0.0,0.0
ZINC000000007761,EOS100465,1.0,-7.2,0.0,0.0
ZINC000019632614,,1.0,-7.2,0.0,0.0
ZINC000032105160,EOS195,1.0,-7.2,0.0,0.0
ZINC000100017856,,1.0,-7.2,0.0,0.0
ZINC000035447960,EOS911,1.0,-7.2,0.0,0.0
ZINC000008772685,EOS2219,1.0,-7.2,0.0,0.0
ZINC000017012749,EOS950,1.0,-7.2,0.0,0.0
ZINC000049549831,EOS133,1.0,-7.2,0.0,0.0
ZINC000003775575,EOS98634,1.0,-7.2,0.0,0.0
ZINC000004273446,EOS100026,1.0,-7.2,0.0,0.0
ZINC000032123783,EOS72,1.0,-7.2,0.0,0.0
,EOS1373,1.0,-7.2,0.0,0.0
ZINC000034276501,EOS1846,1.0,-7.2,0.0,0.0
,EOS970,1.0,-7.2,0.0,0.0
ZINC000008738010,EOS1950,1.0,-7.2,0.0,0.0
ZINC000004617893,EOS100195,1.0,-7.2,0.0,0.0
ZINC000028639340,,1.0,-7.2,0.0,0.0
ZINC000058631551,EOS101082,1.0,-7.2,0.0,0.0
ZINC000013668739,EOS2180,1.0,-7.2,0.0,0.0
ZINC000002409050,EOS98589,1.0,-7.2,0.0,0.0
,EOS100927,1.0,-7.2,0.0,0.0
,EOS2371,1.0,-7.2,0.0,0.0
ZINC000002244161,EOS100409,1.0,-7.2,0.0,0.0
ZINC000006914074,EOS761,1.0,-7.2,0.0,0.0
ZINC000075551844,EOS1293,1.0,-7.2,0.0,0.0
ZINC000004035747,EOS433,1.0,-7.2,0.0,0.0
ZINC000065118839,EOS1178,1.0,-7.2,0.0,0.0
,EOS2313,1.0,-7.2,0.0,0.0
,EOS464,1.0,-7.2,0.0,0.0
ZINC000005764759,,1.0,-7.2,0.0,0.0
ZINC000064957435,EOS791,1.0,-7.2,0.0,0.0
,EOS1808,1.0,-7.2,0.0,0.0
ZINC000000537822,EOS100614,1.0,-7.2,0.0,0.0
ZINC000003604264,,1.0,-7.2,0.0,0.0
,EOS1637,1.0,-7.2,0.0,0.0
ZINC000049037032,EOS100102,1.0,-7.2,0.0,0.0
ZINC000058638788,EOS100479,1.0,-7.2,0.0,0.0
,EOS1400,1.0,-7.2,0.0,0.0
,EOS100335,1.0,-7.2,0.0,0.0
ZINC000068199903,EOS101141,1.0,-7.2,0.0,0.0
ZINC000028951410,EOS100249,1.0,-7.2,0.0,0.0
,EOS1011,1.0,-7.2,0.0,0.0
ZINC000644165879,EOS100559,1.0,-7.2,0.0,0.0
ZINC000013365239,EOS456,1.0,-7.2,0.0,0.0
ZINC000004181896,EOS100900,1.0,-7.2,0.0,0.0
,EOS547,1.0,-7.2,0.0,0.0
ZINC000000897251,,1.0,-7.2,0.0,0.0
,EOS335,1.0,-7.2,0.0,0.0
ZINC000005439473,EOS327,1.0,-7.2,0.0,0.0
,EOS2343,1.0,-7.2,0.0,0.0
ZINC000033131576,EOS1121,1.0,-7.2,0.0,0.0
,EOS2008,1.0,-7.2,0.0,0.0
,EOS1492,1.0,-7.2,0.0,0.0
ZINC000000467740,EOS2244,1.0,-7.2,0.0,0.0
ZINC000006772498,EOS483,1.0,-7.2,0.0,0.0
ZINC000150196116,EOS100146,1.0,-7.2,0.0,0.0
ZINC000203551910,EOS100895,1.0,-7.2,0.0,0.0
ZINC000001547088,EOS100840,1.0,-7.2,0.0,0.0
ZINC000020428865,EOS100078,1.0,-7.2,0.0,0.0
,EOS1450,1.0,-7.2,0.0,0.0
ZINC000653863935,EOS100120,1.0,-7.2,0.0,0.0
ZINC000015731645,EOS730,1.0,-7.2,0.0,0.0
ZINC000008642388,EOS100557,1.0,-7.2,0.0,0.0
,EOS1955,1.0,-7.2,0.0,0.0
ZINC000006743169,EOS584,1.0,-7.2,0.0,0.0
ZINC000003875439,,1.0,-7.2,0.0,0.0
ZINC000001081322,EOS100176,1.0,-7.2,0.0,0.0
ZINC000033290438,EOS1157,1.0,-7.2,0.0,0.0
ZINC000021631233,EOS772,1.0,-7.2,0.0,0.0
,EOS1670,1.0,-7.2,0.0,0.0
ZINC000007028994,EOS373,1.0,-7.2,0.0,0.0
,EOS187,1.0,-7.2,0.0,0.0
ZINC000000896543,,1.0,-7.2,0.0,0.0
ZINC000003818809,EOS101197,1.0,-7.2,0.0,0.0
ZINC000252485548,EOS146,1.0,-7.2,0.0,0.0
ZINC000096386208,EOS1271,1.0,-7.2,0.0,0.0
,EOS100732,1.0,-7.2,0.0,0.0
ZINC000003809192,EOS100151,1.0,-7.2,0.0,0.0
ZINC000003964325,,1.0,-7.2,0.0,0.0
ZINC000003816514,EOS100639,1.0,-7.2,0.0,0.0
ZINC000001997125,,1.0,-7.2,0.0,0.0
ZINC000003812865,,1.0,-7.2,0.0,0.0
,EOS1301,1.0,-7.2,0.0,0.0
ZINC000100296832,,1.0,-7.2,0.0,0.0
ZINC000003875333,EOS100563,1.0,-7.2,0.0,0.0
ZINC000253415032,EOS149,1.0,-7.2,0.0,0.0
ZINC000096323373,EOS709,1.0,-7.2,0.0,0.0
ZINC000002008310,,1.0,-7.2,0.0,0.0
ZINC000041096801,EOS2447,1.0,-7.2,0.0,0.0
ZINC000001489691,EOS100384,1.0,-7.2,0.0,0.0
ZINC000019819143,EOS286,1.0,-7.2,0.0,0.0
ZINC000011698056,EOS2358,1.0,-7.2,0.0,0.0
,EOS1484,1.0,-7.2,0.0,0.0
,EOS2315,1.0,-7.2,0.0,0.0
,EOS100065,1.0,-7.2,0.0,0.0
ZINC000049841054,EOS101232,1.0,-7.2,0.0,0.0
ZINC000000002188,EOS101265,1.0,-7.2,0.0,0.0
,EOS101254,1.0,-7.2,0.0,0.0
ZINC000016661467,EOS2195,1.0,-7.2,0.0,0.0
ZINC000031773130,EOS231,1.0,-7.2,0.0,0.0
ZINC000001053235,EOS1878,1.0,-7.2,0.0,0.0
ZINC000218345450,EOS46,1.0,-7.2,0.0,0.0
ZINC000004212809,,1.0,-7.2,0.0,0.0
ZINC000065112330,EOS1156,1.0,-7.2,0.0,0.0
ZINC000000206382,EOS100777,1.0,-7.2,0.0,0.0
ZINC000043202140,EOS101286,1.0,-7.2,0.0,0.0
,EOS2419,1.0,-7.2,0.0,0.0
ZINC000000478097,EOS98577,1.0,-7.2,0.0,0.0
ZINC000000968274,,1.0,-7.2,0.0,0.0
ZINC000000001587,,1.0,-7.2,0.0,0.0
ZINC000004474414,,1.0,-7.2,0.0,0.0
ZINC000065201633,EOS1268,1.0,-7.2,0.0,0.0
ZINC000002971777,EOS1028,1.0,-7.2,0.0,0.0
,EOS1498,1.0,-7.2,0.0,0.0
ZINC000000424132,EOS1017,1.0,-7.2,0.0,0.0
ZINC000065362277,EOS2411,1.0,-7.2,0.0,0.0
ZINC000013364093,EOS448,1.0,-7.2,0.0,0.0
ZINC000004984744,EOS2117,1.0,-7.2,0.0,0.0
ZINC000009164421,,1.0,-7.2,0.0,0.0
ZINC000065216525,EOS1290,1.0,-7.2,0.0,0.0
ZINC000008612322,EOS575,1.0,-7.2,0.0,0.0
ZINC000006680537,EOS2177,1.0,-7.2,0.0,0.0
ZINC000019819137,EOS283,1.0,-7.2,0.0,0.0
ZINC000016590376,EOS898,1.0,-7.2,0.0,0.0
ZINC000100022637,,1.0,-7.2,0.0,0.0
ZINC000012405995,EOS2116,1.0,-7.2,0.0,0.0
ZINC000003798537,EOS101190,1.0,-7.2,0.0,0.0
,EOS671,1.0,-7.2,0.0,0.0
ZINC000015671152,EOS679,1.0,-7.2,0.0,0.0
,EOS100595,1.0,-7.2,0.0,0.0
ZINC000016052277,,1.0,-7.2,0.0,0.0
ZINC000005733652,EOS100653,1.0,-7.2,0.0,0.0
ZINC000000057313,,1.0,-7.2,0.0,0.0
ZINC000065184980,EOS1245,1.0,-7.2,0.0,0.0
,EOS37,1.0,-7.2,0.0,0.0
,EOS101222,1.0,-7.2,0.0,0.0
ZINC000008591168,EOS397,1.0,-7.2,0.0,0.0
,EOS100781,1.0,-7.2,0.0,0.0
,EOS1572,1.0,-7.2,0.0,0.0
,EOS16,1.0,-7.2,0.0,0.0
ZINC000005076020,EOS817,1.0,-7.2,0.0,0.0
ZINC000000528232,EOS1915,1.0,-7.2,0.0,0.0
,EOS196,1.0,-7.2,0.0,0.0
ZINC000001484334,,1.0,-7.2,0.0,0.0
ZINC000001530761,,1.0,-7.2,0.0,0.0
ZINC000006467621,,1.0,-7.2,0.0,0.0
ZINC000017148942,EOS306,1.0,-7.2,0.0,0.0
,EOS100835,1.0,-7.2,0.0,0.0
ZINC000095828732,EOS100940,1.0,-7.2,0.0,0.0
ZINC000033049031,EOS824,1.0,-7.2,0.0,0.0
ZINC000032089753,EOS194,1.0,-7.2,0.0,0.0
ZINC000012324675,EOS2197,1.0,-7.2,0.0,0.0
,EOS100106,1.0,-7.2,0.0,0.0
,EOS1563,1.0,-7.2,0.0,0.0
ZINC000016652349,EOS2173,1.0,-7.2,0.0,0.0
,EOS750,1.0,-7.2,0.0,0.0
ZINC000005000090,EOS244,1.0,-7.2,0.0,0.0
ZINC000065259533,EOS1385,1.0,-7.2,0.0,0.0
,EOS1876,1.0,-7.2,0.0,0.0
ZINC000000796319,EOS2088,1.0,-7.2,0.0,0.0
ZINC000020272107,EOS246,1.0,-7.2,0.0,0.0
ZINC000113208009,EOS100456,1.0,-7.2,0.0,0.0
ZINC000000607803,EOS100678,1.0,-7.2,0.0,0.0
ZINC000005007011,EOS495,1.0,-7.2,0.0,0.0
ZINC000065241400,EOS1338,1.0,-7.2,0.0,0.0
ZINC000027742759,EOS608,1.0,-7.2,0.0,0.0
ZINC000002880999,EOS2031,1.0,-7.2,0.0,0.0
ZINC000011906576,EOS2170,1.0,-7.2,0.0,0.0
,EOS36,1.0,-7.2,0.0,0.0
ZINC000013986658,EOS100577,1.0,-7.2,0.0,0.0
ZINC000000000509,,1.0,-7.2,0.0,0.0
,EOS1022,1.0,-7.2,0.0,0.0
,EOS685,1.0,-7.2,0.0,0.0
ZINC000035454470,EOS1070,1.0,-7.2,0.0,0.0
,EOS1503,1.0,-7.2,0.0,0.0
ZINC000065137460,EOS1206,1.0,-7.2,0.0,0.0
ZINC000003869855,EOS101096,1.0,-7.2,0.0,0.0
ZINC000002868459,EOS1895,1.0,-7.2,0.0,0.0
ZINC000045986641,EOS739,1.0,-7.2,0.0,0.0
,EOS166,1.0,-7.2,0.0,0.0
ZINC000238809665,,1.0,-7.2,0.0,0.0
ZINC000022059930,,1.0,-7.2,0.0,0.0
ZINC000004097286,,1.0,-7.2,0.0,0.0
ZINC000003874715,,1.0,-7.2,0.0,0.0
,EOS1638,1.0,-7.2,0.0,0.0
,EOS1652,1.0,-7.2,0.0,0.0
ZINC000011902828,EOS2113,1.0,-7.2,0.0,0.0
ZINC000016661394,EOS2192,1.0,-7.2,0.0,0.0
ZINC000011697925,EOS2428,1.0,-7.2,0.0,0.0
ZINC000004438483,EOS544,1.0,-7.2,0.0,0.0
ZINC000000020253,,1.0,-7.2,0.0,0.0
ZINC000012138659,EOS2142,1.0,-7.2,0.0,0.0
ZINC000004809340,EOS2066,1.0,-7.2,0.0,0.0
,EOS1622,1.0,-7.2,0.0,0.0
,EOS1573,1.0,-7.2,0.0,0.0
ZINC000089630354,EOS100691,1.0,-7.2,0.0,0.0
ZINC000096116891,EOS91,1.0,-7.2,0.0,0.0
ZINC000000527386,,1.0,-7.2,0.0,0.0
,EOS100701,1.0,-7.2,0.0,0.0
ZINC000020735626,EOS265,1.0,-7.2,0.0,0.0
ZINC000004938864,EOS491,1.0,-7.2,0.0,0.0
ZINC000100052267,,1.0,-7.2,0.0,0.0
ZINC000000601274,EOS101009,1.0,-7.2,0.0,0.0
ZINC000095619101,,1.0,-7.2,0.0,0.0
ZINC000053683345,EOS98621,1.0,-7.2,0.0,0.0
ZINC000016651309,EOS2119,1.0,-7.2,0.0,0.0
ZINC000019819139,EOS284,1.0,-7.2,0.0,0.0
ZINC000009472118,EOS1728,1.0,-7.2,0.0,0.0
ZINC000015732833,EOS742,1.0,-7.2,0.0,0.0
ZINC000015867795,EOS999,1.0,-7.2,0.0,0.0
ZINC000095644391,EOS101160,1.0,-7.2,0.0,0.0
ZINC000021052603,EOS833,1.0,-7.2,0.0,0.0
,EOS395,1.0,-7.2,0.0,0.0
,EOS866,1.0,-7.2,0.0,0.0
ZINC000097939275,EOS1320,1.0,-7.2,0.0,0.0
ZINC000011694958,EOS372,1.0,-7.2,0.0,0.0
,EOS2334,1.0,-7.2,0.0,0.0
ZINC000101489663,,1.0,-7.2,0.0,0.0
ZINC000003875334,,1.0,-7.2,0.0,0.0
ZINC000016647766,EOS1780,1.0,-7.2,0.0,0.0
ZINC000001531790,EOS100960,1.0,-7.1,0.0,0.0
,EOS840,1.0,-7.1,0.0,0.0
,EOS1536,1.0,-7.1,0.0,0.0
ZINC000002874448,EOS1980,1.0,-7.1,0.0,0.0
ZINC000075351852,EOS757,1.0,-7.1,0.0,0.0
,EOS1355,1.0,-7.1,0.0,0.0
ZINC000064991397,EOS1058,1.0,-7.1,0.0,0.0
ZINC000065136987,EOS1204,1.0,-7.1,0.0,0.0
ZINC000098208213,EOS100247,1.0,-7.1,0.0,0.0
ZINC000003941829,,1.0,-7.1,0.0,0.0
ZINC000005156610,EOS1905,1.0,-7.1,0.0,0.0
ZINC000001530812,,1.0,-7.1,0.0,0.0
,EOS1435,1.0,-7.1,0.0,0.0
ZINC000072317440,EOS100437,1.0,-7.1,0.0,0.0
ZINC000019594557,,1.0,-7.1,0.0,0.0
ZINC000021630636,EOS770,1.0,-7.1,0.0,0.0
ZINC000033140979,EOS1144,1.0,-7.1,0.0,0.0
,EOS2012,1.0,-7.1,0.0,0.0
ZINC000065240012,EOS1334,1.0,-7.1,0.0,0.0
ZINC000098210305,EOS100482,1.0,-7.1,0.0,0.0
ZINC000064755648,EOS1228,1.0,-7.1,0.0,0.0
ZINC000000998604,EOS928,1.0,-7.1,0.0,0.0
ZINC000001615344,EOS101158,1.0,-7.1,0.0,0.0
ZINC000000001322,EOS100395,1.0,-7.1,0.0,0.0
ZINC000030875075,EOS2384,1.0,-7.1,0.0,0.0
,EOS1366,1.0,-7.1,0.0,0.0
,EOS384,1.0,-7.1,0.0,0.0
ZINC000032091009,EOS193,1.0,-7.1,0.0,0.0
ZINC000001530571,,1.0,-7.1,0.0,0.0
ZINC000004839552,EOS2090,1.0,-7.1,0.0,0.0
ZINC000073069247,EOS100800,1.0,-7.1,0.0,0.0
,EOS379,1.0,-7.1,0.0,0.0
,EOS1866,1.0,-7.1,0.0,0.0
,EOS842,1.0,-7.1,0.0,0.0
ZINC000005149408,EOS540,1.0,-7.1,0.0,0.0
ZINC000016652113,EOS2160,1.0,-7.1,0.0,0.0
,EOS1202,1.0,-7.1,0.0,0.0
ZINC000065164096,EOS1226,1.0,-7.1,0.0,0.0
ZINC000005732241,EOS100147,1.0,-7.1,0.0,0.0
ZINC000003808779,,1.0,-7.1,0.0,0.0
ZINC000038651939,EOS1115,1.0,-7.1,0.0,0.0
,EOS1438,1.0,-7.1,0.0,0.0
ZINC000000016154,,1.0,-7.1,0.0,0.0
ZINC000001529614,EOS98587,1.0,-7.1,0.0,0.0
ZINC000009369182,EOS411,1.0,-7.1,0.0,0.0
ZINC000001132044,EOS2228,1.0,-7.1,0.0,0.0
ZINC000003936850,EOS101101,1.0,-7.1,0.0,0.0
ZINC000003819138,EOS100617,1.0,-7.1,0.0,0.0
ZINC000000119687,EOS100095,1.0,-7.1,0.0,0.0
ZINC000526061587,EOS100210,1.0,-7.1,0.0,0.0
ZINC000016697102,EOS100635,1.0,-7.1,0.0,0.0
ZINC000003861599,,1.0,-7.1,0.0,0.0
ZINC000009204724,EOS594,1.0,-7.1,0.0,0.0
ZINC000038662649,EOS100403,1.0,-7.1,0.0,0.0
,EOS237,1.0,-7.1,0.0,0.0
ZINC000072402052,EOS160,1.0,-7.1,0.0,0.0
,EOS1559,1.0,-7.1,0.0,0.0
,EOS100888,1.0,-7.1,0.0,0.0
ZINC000002570895,EOS101363,1.0,-7.1,0.0,0.0
ZINC000000261833,EOS2304,1.0,-7.1,0.0,0.0
ZINC000065023920,EOS1090,1.0,-7.1,0.0,0.0
,EOS39,1.0,-7.1,0.0,0.0
ZINC000001566855,EOS100201,1.0,-7.1,0.0,0.0
ZINC000031274852,,1.0,-7.1,0.0,0.0
,EOS101131,1.0,-7.1,0.0,0.0
ZINC000013512456,EOS100620,1.0,-7.1,0.0,0.0
,EOS1403,1.0,-7.1,0.0,0.0
ZINC000006724671,EOS398,1.0,-7.1,0.0,0.0
ZINC000000000416,,1.0,-7.1,0.0,0.0
ZINC000170625607,EOS124,1.0,-7.1,0.0,0.0
ZINC000004102171,EOS100790,1.0,-7.1,0.0,0.0
,EOS100008,1.0,-7.1,0.0,0.0
ZINC000072401032,EOS251,1.0,-7.1,0.0,0.0
,EOS1589,1.0,-7.1,0.0,0.0
ZINC000033000129,EOS623,1.0,-7.1,0.0,0.0
,EOS1941,1.0,-7.1,0.0,0.0
ZINC000001853550,,1.0,-7.1,0.0,0.0
ZINC000005439023,EOS352,1.0,-7.1,0.0,0.0
ZINC000001850377,,1.0,-7.1,0.0,0.0
ZINC000000002279,,1.0,-7.1,0.0,0.0
ZINC000013684256,EOS100626,1.0,-7.1,0.0,0.0
,EOS1791,1.0,-7.1,0.0,0.0
ZINC000038698888,EOS101385,1.0,-7.1,0.0,0.0
ZINC000065251478,EOS1362,1.0,-7.1,0.0,0.0
,EOS497,1.0,-7.1,0.0,0.0
ZINC000012463172,EOS366,1.0,-7.1,0.0,0.0
ZINC000000597013,,1.0,-7.1,0.0,0.0
ZINC000049109970,EOS100091,1.0,-7.1,0.0,0.0
,EOS2130,1.0,-7.1,0.0,0.0
ZINC000040818254,EOS243,1.0,-7.1,0.0,0.0
ZINC000028108825,,1.0,-7.1,0.0,0.0
ZINC000014218818,EOS101281,1.0,-7.1,0.0,0.0
ZINC000002570817,EOS102306,1.0,-7.1,0.0,0.0
,EOS1583,1.0,-7.1,0.0,0.0
ZINC000065250906,EOS1360,1.0,-7.1,0.0,0.0
ZINC000087496092,,1.0,-7.1,0.0,0.0
ZINC000008552123,,1.0,-7.1,0.0,0.0
ZINC000000011012,,1.0,-7.1,0.0,0.0
,EOS1526,1.0,-7.1,0.0,0.0
ZINC000012503291,,1.0,-7.1,0.0,0.0
ZINC000070466460,EOS100918,1.0,-7.1,0.0,0.0
ZINC000096231832,EOS102,1.0,-7.1,0.0,0.0
,EOS1582,1.0,-7.1,0.0,0.0
,EOS1430,1.0,-7.1,0.0,0.0
ZINC000064889378,EOS1724,1.0,-7.1,0.0,0.0
ZINC000005439224,EOS314,1.0,-7.1,0.0,0.0
ZINC000013371181,EOS700,1.0,-7.1,0.0,0.0
ZINC000011905477,EOS694,1.0,-7.1,0.0,0.0
ZINC000008834607,EOS599,1.0,-7.1,0.0,0.0
,EOS1418,1.0,-7.1,0.0,0.0
ZINC000006717217,EOS100885,1.0,-7.1,0.0,0.0
ZINC000013828709,EOS100861,1.0,-7.1,0.0,0.0
ZINC000253409165,EOS165,1.0,-7.1,0.0,0.0
ZINC000000592419,EOS101068,1.0,-7.1,0.0,0.0
ZINC000019723862,EOS423,1.0,-7.1,0.0,0.0
ZINC000504786915,EOS101152,1.0,-7.1,0.0,0.0
ZINC000015019376,EOS2143,1.0,-7.1,0.0,0.0
ZINC000013673060,EOS1779,1.0,-7.1,0.0,0.0
,EOS13,1.0,-7.1,0.0,0.0
ZINC000002830364,EOS2238,1.0,-7.1,0.0,0.0
ZINC000031773102,EOS227,1.0,-7.1,0.0,0.0
ZINC000003780014,EOS101218,1.0,-7.1,0.0,0.0
,EOS1488,1.0,-7.1,0.0,0.0
ZINC000095929260,EOS100392,1.0,-7.1,0.0,0.0
ZINC000040321607,EOS1835,1.0,-7.1,0.0,0.0
ZINC000036056301,EOS100604,1.0,-7.1,0.0,0.0
ZINC000003871358,EOS100027,1.0,-7.1,0.0,0.0
,EOS101382,1.0,-7.1,0.0,0.0
ZINC000009647616,EOS2300,1.0,-7.1,0.0,0.0
ZINC000170625586,EOS121,1.0,-7.1,0.0,0.0
ZINC000012390377,EOS24,1.0,-7.1,0.0,0.0
,EOS100090,1.0,-7.1,0.0,0.0
,EOS100364,1.0,-7.1,0.0,0.0
ZINC000000056556,,1.0,-7.1,0.0,0.0
ZINC000005162311,,1.0,-7.1,0.0,0.0
ZINC000003830405,,1.0,-7.1,0.0,0.0
ZINC000006758900,EOS1777,1.0,-7.1,0.0,0.0
,EOS1935,1.0,-7.1,0.0,0.0
ZINC000009935513,EOS1805,1.0,-7.1,0.0,0.0
ZINC000065214174,EOS1282,1.0,-7.1,0.0,0.0
,EOS407,1.0,-7.1,0.0,0.0
ZINC000002866862,EOS1880,1.0,-7.1,0.0,0.0
ZINC000002877938,EOS2014,1.0,-7.1,0.0,0.0
ZINC000003871576,EOS98618,1.0,-7.1,0.0,0.0
,EOS100292,1.0,-7.1,0.0,0.0
ZINC000032995151,EOS1710,1.0,-7.1,0.0,0.0
ZINC000306122895,EOS100226,1.0,-7.1,0.0,0.0
,EOS775,1.0,-7.1,0.0,0.0
ZINC000526061581,EOS100096,1.0,-7.1,0.0,0.0
ZINC000060328032,EOS100956,1.0,-7.1,0.0,0.0
,EOS1838,1.0,-7.1,0.0,0.0
ZINC000001055447,EOS1967,1.0,-7.1,0.0,0.0
,EOS197,1.0,-7.1,0.0,0.0
ZINC000000001083,EOS100677,1.0,-7.1,0.0,0.0
ZINC000004850483,EOS932,1.0,-7.1,0.0,0.0
ZINC000004756853,EOS1993,1.0,-7.1,0.0,0.0
,EOS639,1.0,-7.1,0.0,0.0
ZINC000052509453,EOS100939,1.0,-7.1,0.0,0.0
ZINC000000007670,EOS100530,1.0,-7.1,0.0,0.0
ZINC000020745075,EOS23,1.0,-7.1,0.0,0.0
ZINC000003798757,,1.0,-7.1,0.0,0.0
ZINC000064989751,EOS1057,1.0,-7.1,0.0,0.0
,EOS2429,1.0,-7.1,0.0,0.0
ZINC000013009137,EOS2460,1.0,-7.1,0.0,0.0
,EOS1570,1.0,-7.1,0.0,0.0
,EOS100839,1.0,-7.1,0.0,0.0
ZINC000009611017,EOS490,1.0,-7.1,0.0,0.0
,EOS875,1.0,-7.1,0.0,0.0
ZINC000252489888,EOS148,1.0,-7.1,0.0,0.0
,EOS401,1.0,-7.1,0.0,0.0
ZINC000020745975,EOS267,1.0,-7.1,0.0,0.0
,EOS1447,1.0,-7.1,0.0,0.0
ZINC000035560952,EOS883,1.0,-7.1,0.0,0.0
,EOS100430,1.0,-7.1,0.0,0.0
,EOS1646,1.0,-7.1,0.0,0.0
ZINC000020363102,EOS2285,1.0,-7.1,0.0,0.0
ZINC000033268462,EOS882,1.0,-7.1,0.0,0.0
ZINC000065006395,EOS1076,1.0,-7.1,0.0,0.0
ZINC000150338699,,1.0,-7.1,0.0,0.0
ZINC000000020241,EOS101371,1.0,-7.1,0.0,0.0
ZINC000000002216,EOS100328,1.0,-7.1,0.0,0.0
ZINC000218173675,EOS127,1.0,-7.1,0.0,0.0
ZINC000040422013,EOS100166,1.0,-7.1,0.0,0.0
ZINC000032070404,EOS346,1.0,-7.1,0.0,0.0
,EOS1417,1.0,-7.1,0.0,0.0
,EOS100215,1.0,-7.1,0.0,0.0
ZINC000003812923,EOS100017,1.0,-7.1,0.0,0.0
ZINC000003782807,,1.0,-7.1,0.0,0.0
