proteinID,ligandID,runID,affinity,rmsdLB,rmsdUB
7RDY-zinc,895,0,-7.5,0.000,0.000
7RDY-zinc,895,1,-8.0,0.000,0.000
7RDY-zinc,895,2,-7.5,0.000,0.000
7RDY-zinc,895,3,-7.9,0.000,0.000
7RDY-zinc,895,4,-8.2,0.000,0.000
7RDY-zinc,895,5,-7.5,0.000,0.000
7RDY-zinc,895,6,-8.2,0.000,0.000
7RDY-zinc,895,7,-7.5,0.000,0.000
7RDY-zinc,895,8,-7.5,0.000,0.000
7RDY-zinc,895,9,-7.9,0.000,0.000
7RDY-zinc,895,10,-7.5,0.000,0.000
7RDY-no-extra,903,0,-9.2,0.000,0.000
7RDY-no-extra,903,1,-9.2,0.000,0.000
7RDY-no-extra,903,2,-9.2,0.000,0.000
7RDY-no-extra,903,3,-9.3,0.000,0.000
7RDY-no-extra,903,4,-9.3,0.000,0.000
7RDY-no-extra,903,5,-9.2,0.000,0.000
7RDY-no-extra,903,6,-9.2,0.000,0.000
7RDY-no-extra,903,7,-9.2,0.000,0.000
7RDY-no-extra,903,8,-9.2,0.000,0.000
7RDY-no-extra,903,9,-9.2,0.000,0.000
7RDY-no-extra,903,10,-9.2,0.000,0.000
7RDY-no-extra,8,0,-9.2,0.000,0.000
7RDY-no-extra,8,1,-9.2,0.000,0.000
7RDY-no-extra,8,2,-9.2,0.000,0.000
7RDY-no-extra,8,3,-9.2,0.000,0.000
7RDY-no-extra,8,4,-9.2,0.000,0.000
7RDY-no-extra,8,5,-9.2,0.000,0.000
7RDY-no-extra,8,6,-9.2,0.000,0.000
7RDY-no-extra,8,7,-9.2,0.000,0.000
7RDY-no-extra,8,8,-9.2,0.000,0.000
7RDY-no-extra,8,9,-9.2,0.000,0.000
7RDY-no-extra,8,10,-9.2,0.000,0.000
7RDY-no-extra,874,0,-8.0,0.000,0.000
7RDY-no-extra,874,1,-7.5,0.000,0.000
7RDY-no-extra,874,2,-8.0,0.000,0.000
7RDY-no-extra,874,3,-8.0,0.000,0.000
7RDY-no-extra,874,4,-8.0,0.000,0.000
7RDY-no-extra,874,5,-7.5,0.000,0.000
7RDY-no-extra,874,6,-7.5,0.000,0.000
7RDY-no-extra,874,7,-7.5,0.000,0.000
7RDY-no-extra,874,8,-8.1,0.000,0.000
7RDY-no-extra,874,9,-7.6,0.000,0.000
7RDY-no-extra,874,10,-8.0,0.000,0.000
7RDY-zinc,851,0,-7.3,0.000,0.000
