proteinID,ligandID,runID,affinity,rmsdLB,rmsdUB
7RDY-no-extra,Mrv1718001051815252D-1704021541817,0,-8.7,0.000,0.000
7RDY-no-extra,Mrv1718001051815252D-1704021541817,1,-8.8,0.000,0.000
7RDY-no-extra,Mrv1718001051815252D-1704021541817,2,-8.5,0.000,0.000
7RDY-no-extra,Mrv1718001051815252D-1704021541817,3,-8.7,0.000,0.000
7RDY-no-extra,Mrv1718001051815252D-1704021541817,4,-8.6,0.000,0.000
7RDY-no-extra,Mrv1718001051815252D-1704021541817,5,-8.6,0.000,0.000
7RDY-no-extra,Mrv1718001051815252D-1704021541817,6,-8.7,0.000,0.000
7RDY-no-extra,Mrv1718001051815252D-1704021541817,7,-8.7,0.000,0.000
7RDY-no-extra,Mrv1718001051815252D-1704021541817,8,-8.7,0.000,0.000
7RDY-no-extra,Mrv1718001051815252D-1704021541817,9,-8.7,0.000,0.000
7RDY-no-extra,Mrv1718001051815252D-1704021541817,10,-8.7,0.000,0.000
7RDY-no-extra,Mrv1718001051816282D,0,-11.8,0.000,0.000
7RDY-no-extra,Mrv1718001051816282D,1,-11.8,0.000,0.000
7RDY-no-extra,Mrv1718001051816282D,2,-11.8,0.000,0.000
7RDY-no-extra,Mrv1718001051816282D,3,-11.8,0.000,0.000
7RDY-no-extra,Mrv1718001051816282D,4,-11.8,0.000,0.000
7RDY-no-extra,Mrv1718001051816282D,5,-11.8,0.000,0.000
7RDY-no-extra,Mrv1718001051816282D,6,-11.8,0.000,0.000
7RDY-no-extra,Mrv1718001051816282D,7,-11.8,0.000,0.000
7RDY-no-extra,Mrv1718001051816282D,8,-11.8,0.000,0.000
7RDY-no-extra,Mrv1718001051816282D,9,-11.8,0.000,0.000
7RDY-no-extra,Mrv1718001051816282D,10,-11.8,0.000,0.000
7RDY-no-extra,Mrv1652310211604292D-1704021547524,0,-9.9,0.000,0.000
7RDY-no-extra,Mrv1652310211604292D-1704021547524,1,-9.9,0.000,0.000
7RDY-no-extra,Mrv1652310211604292D-1704021547524,2,-9.9,0.000,0.000
7RDY-no-extra,Mrv1652310211604292D-1704021547524,3,-9.9,0.000,0.000
7RDY-no-extra,Mrv1652310211604292D-1704021547524,4,-9.9,0.000,0.000
7RDY-no-extra,Mrv1652310211604292D-1704021547524,5,-10.0,0.000,0.000
7RDY-no-extra,Mrv1652310211604292D-1704021547524,6,-9.9,0.000,0.000
7RDY-no-extra,Mrv1652310211604292D-1704021547524,7,-9.9,0.000,0.000
7RDY-no-extra,Mrv1652310211604292D-1704021547524,8,-10.0,0.000,0.000
7RDY-no-extra,Mrv1652310211604292D-1704021547524,9,-9.9,0.000,0.000
7RDY-no-extra,Mrv1652310211604292D-1704021547524,10,-9.9,0.000,0.000
7RDY-zinc,Mrv1652310211603242D,0,-9.1,0.000,0.000
7RDY-zinc,Mrv1652310211603242D,1,-9.1,0.000,0.000
7RDY-zinc,Mrv1652310211603242D,2,-9.1,0.000,0.000
7RDY-zinc,Mrv1652310211603242D,3,-9.1,0.000,0.000
7RDY-zinc,Mrv1652310211603242D,4,-9.1,0.000,0.000
7RDY-zinc,Mrv1652310211603242D,5,-9.1,0.000,0.000
7RDY-zinc,Mrv1652310211603242D,6,-9.1,0.000,0.000
7RDY-zinc,Mrv1652310211603242D,7,-9.1,0.000,0.000
7RDY-zinc,Mrv1652310211603242D,8,-9.1,0.000,0.000
7RDY-zinc,Mrv1652310211603242D,9,-9.1,0.000,0.000
7RDY-zinc,Mrv1652310211603242D,10,-9.1,0.000,0.000
7RDY-no-extra,Mrv1718003251823142D,0,-8.9,0.000,0.000
7RDY-no-extra,Mrv1718003251823142D,1,-8.9,0.000,0.000
7RDY-no-extra,Mrv1718003251823142D,2,-9.0,0.000,0.000
7RDY-no-extra,Mrv1718003251823142D,3,-9.0,0.000,0.000
7RDY-no-extra,Mrv1718003251823142D,4,-8.9,0.000,0.000
7RDY-no-extra,Mrv1718003251823142D,5,-8.9,0.000,0.000
7RDY-no-extra,Mrv1718003251823142D,6,-9.0,0.000,0.000
7RDY-no-extra,Mrv1718003251823142D,7,-8.9,0.000,0.000
7RDY-no-extra,Mrv1718003251823142D,8,-8.9,0.000,0.000
7RDY-no-extra,Mrv1718003251823142D,9,-8.9,0.000,0.000
7RDY-no-extra,Mrv1718003251823142D,10,-8.9,0.000,0.000
7RDY-no-extra,Mrv1652310211605372D,0,-12.4,0.000,0.000
7RDY-no-extra,Mrv1652310211605372D,1,-12.2,0.000,0.000
7RDY-no-extra,Mrv1652310211605372D,2,-12.2,0.000,0.000
7RDY-no-extra,Mrv1652310211605372D,3,-12.2,0.000,0.000
7RDY-no-extra,Mrv1652310211605372D,4,-12.4,0.000,0.000
7RDY-no-extra,Mrv1652310211605372D,5,-12.4,0.000,0.000
7RDY-no-extra,Mrv1652310211605372D,6,-12.4,0.000,0.000
7RDY-no-extra,Mrv1652310211605372D,7,-12.3,0.000,0.000
7RDY-no-extra,Mrv1652310211605372D,8,-12.3,0.000,0.000
7RDY-no-extra,Mrv1652310211605372D,9,-12.3,0.000,0.000
7RDY-no-extra,Mrv1652310211605372D,10,-12.4,0.000,0.000
7RDY-zinc,Mrv1652310211602222D,0,-7.4,0.000,0.000
7RDY-zinc,Mrv1652310211602222D,1,-7.4,0.000,0.000
7RDY-zinc,Mrv1652310211602222D,2,-7.4,0.000,0.000
7RDY-zinc,Mrv1652310211602222D,3,-7.3,0.000,0.000
7RDY-zinc,Mrv1652310211602222D,4,-7.4,0.000,0.000
7RDY-zinc,Mrv1652310211602222D,5,-7.4,0.000,0.000
7RDY-zinc,Mrv1652310211602222D,6,-7.4,0.000,0.000
7RDY-zinc,Mrv1652310211602222D,7,-7.4,0.000,0.000
7RDY-zinc,Mrv1652310211602222D,8,-7.4,0.000,0.000
7RDY-zinc,Mrv1652310211602222D,9,-7.4,0.000,0.000
7RDY-zinc,Mrv1652310211602222D,10,-7.4,0.000,0.000
7RDY-zinc,Mrv1652310211604082D,0,-10.4,0.000,0.000
7RDY-zinc,Mrv1652310211604082D,1,-10.4,0.000,0.000
7RDY-zinc,Mrv1652310211604082D,2,-10.4,0.000,0.000
7RDY-zinc,Mrv1652310211604082D,3,-10.4,0.000,0.000
7RDY-zinc,Mrv1652310211604082D,4,-10.4,0.000,0.000
7RDY-zinc,Mrv1652310211604082D,5,-10.4,0.000,0.000
7RDY-zinc,Mrv1652310211604082D,6,-10.4,0.000,0.000
7RDY-zinc,Mrv1652310211604082D,7,-10.4,0.000,0.000
7RDY-zinc,Mrv1652310211604082D,8,-10.4,0.000,0.000
7RDY-zinc,Mrv1652310211604082D,9,-10.4,0.000,0.000
7RDY-zinc,Mrv1652310211604082D,10,-10.4,0.000,0.000
7RDY-no-extra,Mrv1718001011917502D,0,-10.6,0.000,0.000
7RDY-no-extra,Mrv1718001011917502D,1,-10.6,0.000,0.000
7RDY-no-extra,Mrv1718001011917502D,2,-10.6,0.000,0.000
7RDY-no-extra,Mrv1718001011917502D,3,-10.6,0.000,0.000
7RDY-no-extra,Mrv1718001011917502D,4,-10.6,0.000,0.000
7RDY-no-extra,Mrv1718001011917502D,5,-10.6,0.000,0.000
7RDY-no-extra,Mrv1718001011917502D,6,-10.6,0.000,0.000
7RDY-no-extra,Mrv1718001011917502D,7,-10.6,0.000,0.000
7RDY-no-extra,Mrv1718001011917502D,8,-10.6,0.000,0.000
