proteinID,ligandID,runID,affinity,rmsdLB,rmsdUB
7RDY-zinc,Mrv1909-12102015252D,0,-6.2,0.000,0.000
7RDY-zinc,Mrv1909-12102015252D,1,-6.2,0.000,0.000
7RDY-zinc,Mrv1909-12102015252D,2,-6.2,0.000,0.000
7RDY-zinc,Mrv1909-12102015252D,3,-6.2,0.000,0.000
7RDY-zinc,Mrv1909-12102015252D,4,-6.2,0.000,0.000
7RDY-zinc,Mrv1909-12102015252D,5,-6.2,0.000,0.000
7RDY-zinc,Mrv1909-12102015252D,6,-6.2,0.000,0.000
7RDY-zinc,Mrv1909-12102015252D,7,-6.2,0.000,0.000
7RDY-zinc,Mrv1909-12102015252D,8,-6.2,0.000,0.000
7RDY-zinc,Mrv1909-12102015252D,9,-6.2,0.000,0.000
7RDY-zinc,Mrv1909-12102015252D,10,-6.2,0.000,0.000
7RDY-zinc,Mrv1909-12091921152D,0,-9.3,0.000,0.000
7RDY-zinc,Mrv1909-12091921152D,1,-9.3,0.000,0.000
7RDY-zinc,Mrv1909-12091921152D,2,-9.3,0.000,0.000
7RDY-zinc,Mrv1909-12091921152D,3,-9.6,0.000,0.000
7RDY-zinc,Mrv1909-12091921152D,4,-9.3,0.000,0.000
7RDY-zinc,Mrv1909-12091921152D,5,-9.3,0.000,0.000
7RDY-zinc,Mrv1909-12091921152D,6,-9.3,0.000,0.000
7RDY-zinc,Mrv1909-12091921152D,7,-9.3,0.000,0.000
7RDY-zinc,Mrv1909-12091921152D,8,-9.6,0.000,0.000
7RDY-zinc,Mrv1909-12091921152D,9,-9.3,0.000,0.000
7RDY-zinc,Mrv1909-12091921152D,10,-9.3,0.000,0.000
7RDY-no-extra,Mrv1909-11201903352D,0,-8.5,0.000,0.000
7RDY-no-extra,Mrv1909-11201903352D,1,-8.4,0.000,0.000
7RDY-no-extra,Mrv1909-11201903352D,2,-8.3,0.000,0.000
7RDY-no-extra,Mrv1909-11201903352D,3,-8.3,0.000,0.000
